PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
10	Unknown	100	0.5044166	0.5874166	0.6704167	398.9591	1538.95983886719	3046.74194335938	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.89466	398.9632:1961 399.30927:637 399.9653:719 400.95691:2339 401.95615:555 402.01065:342 402.85187:249 402.95023:1548 403.8811:344	
11	Unknown	100	0.4878167	0.5874166	0.6814833	400.9542	1622.75	3062.72631835938	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	25.82355	400.95691:2339 401.95615:555 402.01065:342 402.85187:249 402.95023:1548 403.8811:344 403.9718:1117 404.99606:1216	
12	Unknown	101	0.5542167	0.59295	0.6482834	114.9472	3765.47387695313	13969.2490234375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	16.26667	114.94724:4777 115.06978:201 115.95055:550 116.10567:269 116.96792:265 118.08656:295 119.08128:4404	
13	Unknown	101	0.5320833	0.59295	0.7036167	124.024	7476.68896484375	36109.203125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	38.04088	123.9615:985 124.02413:8209 124.94191:2552 125.02542:1788 125.94784:801 126.02176:1328 126.1198:248 126.93802:1527 127.06348:284 127.94745:279	
14	Unknown	101	0.5486833	0.59295	0.8585666	181.9791	23369.669921875	105198.4609375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	215.7757	181.97908:30234 182.13277:474 182.99266:6101 183.06126:2338 183.97697:15898 184.0457:5338 184.15121:261 184.20824:238 184.98604:5291 185.05354:1400 185.97525:11258 186.03452:2851 186.22337:267	
15	Unknown	101	0.5486833	0.59295	0.65935	182.9927	4607.162109375	13366.8095703125	null	[M+H]+	M + 0	similar chromatogram in higher mz_16; similar chromatogram in higher mz_95; similar chromatogram in higher mz_29; similar chromatogram in higher mz_33; similar chromatogram in higher mz_102; similar chromatogram in higher mz_56; similar chromatogram in higher mz_60; similar chromatogram in higher mz_62; similar chromatogram in higher mz_64; similar chromatogram in higher mz_69; similar chromatogram in higher mz_71	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.19358	182.99266:6101 183.06126:2338 183.97697:15898 184.0457:5338 184.15121:261 184.20824:238 184.98604:5291 185.05354:1400 185.97525:11258 186.03452:2851 186.22337:267 186.99228:3398 187.09041:218 187.96097:681	
16	Unknown	101	0.5486833	0.59295	0.64275	183.0613	2530.65380859375	8661.73046875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8.659795	182.99266:6101 183.06126:2338 183.97697:15898 184.0457:5338 184.15121:261 184.20824:238 184.98604:5291 185.05354:1400 185.97525:11258 186.03452:2851 186.22337:267 186.99228:3398 187.09041:218 187.96097:681 188.03174:240	
17	Unknown	101	0.4048	0.59295	0.65935	183.977	12826.69921875	38578.14453125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	134.3133	183.97697:15898 184.0457:5338 184.15121:261 184.20824:238 184.98604:5291 185.05354:1400 185.97525:11258 186.03452:2851 186.22337:267 186.99228:3398 187.09041:218 187.96097:681 188.03174:240	
18	Unknown	101	0.5210167	0.59295	0.7478833	184.986	4478.794921875	18863.70703125	null	[M+H]+	M + 1	isotope of 17	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	41.59689	184.98604:5291 185.05354:1400 185.97525:11258 186.03452:2851 186.22337:267 186.99228:3398 187.09041:218 187.96097:681 188.03174:240 189.01555:264	
19	Unknown	101	0.5376167	0.59295	0.64275	185.0535	1399.603515625	4819.7470703125	null	[M+H]+	M + 1	isotope of 93	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8.356953	184.98604:5291 185.05354:1400 185.97525:11258 186.03452:2851 186.22337:267 186.99228:3398 187.09041:218 187.96097:681 188.03174:240 189.01555:264	
20	Unknown	101	0.4767333	0.59295	0.6482834	185.9753	8517.900390625	23331.1328125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	136.756	185.97525:11258 186.03452:2851 186.22337:267 186.99228:3398 187.09041:218 187.96097:681 188.03174:240 189.01555:264	
21	Unknown	101	0.5486833	0.59295	0.64275	199.0378	3107.91748046875	11101.4189453125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8.076593	198.95357:1170 199.00238:3056 199.03677:3601 199.16927:357 200.02284:10921 200.14737:303 201.01051:1467 201.07072:2084 202.0638:1160 202.14008:214 202.99706:972 203.06516:434 203.16675:407 203.96036:905	
22	Unknown	101	0.4878167	0.59295	0.6538166	226.0055	1769.2109375	4998.59228515625	null	[M+H]+	M + 1	isotope of 97	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	33.82189	226.00552:2454 226.11897:322 227.00204:5011 228.0033:361 228.9189:230 229.00117:306 230.04562:1893 230.10854:271 231.00412:216	
23	Unknown	101	0.5044166	0.59295	0.8198333	227.002	3994.79467773438	21412.68359375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	56.63251	227.00204:5011 228.0033:361 228.9189:230 229.00117:306 230.04562:1893 230.10854:271 231.00412:216 231.05292:712	
24	Unknown	101	0.5320833	0.59295	0.67595	241.0266	4323.37158203125	10995.8154296875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.29253	241.02657:5386 242.03264:1465 242.94199:565 243.03056:3128 244.02592:1239 244.94284:369 245.01662:1618 245.09297:236 245.97182:1367 246.01534:639	
25	Unknown	101	0.4656667	0.59295	0.6316833	242.0326	1074.50537109375	2432.53540039063	null	[M+H]+	M + 1	isotope of 24	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.78837	242.03264:1465 242.94199:565 243.03056:3128 244.02592:1239 244.94284:369 245.01662:1618 245.09297:236 245.97182:1367 246.01534:639 246.93364:248 247.00099:893	
26	Unknown	101	0.5320833	0.59295	0.6372167	243.0306	2775.17553710938	7042.974609375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	32.85016	242.94199:565 243.03056:3128 244.02592:1239 244.94284:369 245.01662:1618 245.09297:236 245.97182:1367 246.01534:639 246.93364:248 247.00099:893 247.96712:1279	
27	Unknown	101	0.4490667	0.59295	0.6482834	245.0166	1429.9521484375	3008.52563476563	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	14.94829	244.94284:369 245.01662:1618 245.09297:236 245.97182:1367 246.01534:639 246.93364:248 247.00099:893 247.96712:1279 249.96608:498	
28	Unknown	101	0.54315	0.59295	0.64275	256.9567	5348.93408203125	13630.9462890625	null	[M+H]+	M + 1	isotope of 98	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	59.63114	256.95682:7068 257.96942:616 258.93253:232 260.0025:445 260.04669:245 260.9649:293 261.11862:267	
29	Unknown	101	0.5486833	0.59295	0.65935	272.9388	2832.85668945313	8081.77490234375	null	[M+H]+	M + 0	similar chromatogram in higher mz_100; similar chromatogram in higher mz_57; similar chromatogram in higher mz_66; similar chromatogram in higher mz_67	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	27.06235	272.93875:3667 273.06662:222 273.16898:210 273.93689:450 274.93079:472 274.98044:296 275.91916:718 276.92917:660 277.17572:239 277.93094:780	
30	Unknown	101	0.4324667	0.59295	0.65935	280.9355	4064.38940429688	7597.60791015625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	46.13874	280.93201:5894 282.00125:1357 282.93219:3423 283.94058:695 284.02911:473 284.9278:2585 285.056:615 285.93307:307	
31	Unknown	101	0.4324667	0.59295	0.6482834	282.9322	2569.05151367188	4789.13623046875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	48.27254	282.93219:3423 283.94058:695 284.02911:473 284.9278:2585 285.056:615 285.93307:307 286.04675:284 286.94833:6214	
32	Unknown	101	0.4712	0.59295	0.6482834	296.9099	1107.958984375	1958.68969726563	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	25.52921	296.91467:1586 297.00845:225 297.09579:213 297.98233:2270 298.90839:2077 298.98541:838 299.09814:249 300.00967:1377 300.19049:284 300.90088:802 300.95816:934 301.0155:791	
33	Unknown	101	0.54315	0.59295	0.6316833	297.9823	1879.1962890625	4580.04931640625	null	[M+H]+	M + 0	similar chromatogram in higher mz_54; similar chromatogram in higher mz_10; similar chromatogram in higher mz_11	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	27.67169	297.98233:2270 298.90839:2077 298.98541:838 299.09814:249 300.00967:1377 300.19049:284 300.90088:802 300.95816:934 301.0155:791 301.95343:496 302.00558:475 302.93832:1473	
34	Unknown	101	0.4988833	0.59295	0.6372167	298.9084	1101.77478027344	2123.18310546875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	20.3201	298.90839:2077 298.98541:838 299.09814:249 300.00967:1377 300.19049:284 300.90088:802 300.95816:934 301.0155:791 301.95343:496 302.00558:475 302.93832:1473 303.06882:266 303.28448:256	
35	Unknown	101	0.4767333	0.59295	0.6316833	305.9798	1227.44494628906	2605.02368164063	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	19.11012	305.9733:1656 306.2991:558 306.92038:2518 307.07053:204 307.30121:269 307.96866:964 308.91663:1014 309.90076:490 309.9736:879 310.90146:543 310.97287:276	
36	Unknown	101	0.5542167	0.59295	0.64275	315.9966	1804.99841308594	4512.064453125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.95452	315.99661:2142 316.98895:936 317.9263:533 317.98746:561 318.90707:218 319.99637:318 320.31647:527 320.93454:551	
37	Unknown	101	0.3826667	0.59295	0.67595	321.9521	2248.54931640625	6346.4189453125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	52.1671	321.95502:3145 322.99445:1645 323.96707:2308 324.99258:1384 325.27515:217 325.96915:1563	
38	Unknown	101	0.49335	0.59295	0.6372167	323.9671	1687.42529296875	3618.833984375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	41.72503	323.96707:2308 324.99258:1384 325.27515:217 325.96915:1563 326.99316:1493 327.91479:497 327.98846:1184	
39	Unknown	101	0.49335	0.59295	0.6538166	325.9691	1296.45959472656	2583.16748046875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	30.62767	325.96915:1563 326.99316:1493 327.91479:497 327.98846:1184 328.97302:637 329.93207:658 329.97797:573	
40	Unknown	101	0.438	0.59295	0.8087667	337.9378	1762.86340332031	2996.15380859375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	36.21951	337.9332:3048 338.95218:2802 339.95508:3720 340.95477:1138 341.94736:1718	
41	Unknown	101	0.4822833	0.59295	0.64275	339.9551	2692.17407226563	5939.322265625	null	[M+H]+	M + 1	isotope of 125	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	65.20343	339.95508:3720 340.95477:1138 341.94736:1718 342.9696:1233 343.96124:1440 344.90079:673	
42	Unknown	101	0.4601333	0.59295	0.7589667	345.9217	2497.40185546875	5798.70458984375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	57.29984	345.9241:3758 346.93503:1283 346.9986:910 347.32254:802 347.92166:4352 348.31058:256 348.93018:1469 349.91971:4573 350.32562:3466 350.418:284	
43	Unknown	101	0.4435333	0.59295	0.62615	347.9217	2681.37109375	4672.44580078125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	63.62897	347.92166:4352 348.31058:256 348.93018:1469 349.91971:4573 350.32562:3466 350.418:284 350.93176:1093 351.3342:655 351.91727:2198 352.32141:233 352.91071:1394	
44	Unknown	101	0.4601333	0.59295	0.65935	349.9197	2845.5478515625	5750.70361328125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	56.91096	349.91971:4573 350.32562:3466 350.418:284 350.93176:1093 351.3342:655 351.91727:2198 352.32141:233 352.91071:1394 352.98068:1309 353.91376:1591	
45	Unknown	101	0.4988833	0.59295	0.69255	351.9173	1526.61401367188	3843.73120117188	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	30.53228	351.91727:2198 352.32141:233 352.91071:1394 352.98068:1309 353.91376:1591 354.93536:6273 355.11813:245 355.27896:1476 355.94843:1217 356.28845:286	
46	Unknown	101	0.4988833	0.59295	0.65935	356.9589	2018.25	3711.9423828125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	30.91263	356.95889:2751 357.95465:1005 358.95139:2866 359.9389:667 360.97482:2610	
47	Unknown	101	0.4435333	0.59295	0.62615	358.9514	2118.00805664063	4049.66137695313	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	45.32084	358.95139:2866 359.9389:667 360.97482:2610 361.96426:460 362.95059:12382 363.09753:399	
48	Unknown	101	0.5154833	0.59295	0.6980833	362.9506	8420.0615234375	27015.00390625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	114.8242	362.95059:12382 363.09753:399 363.96149:1969 364.34195:3005 364.95004:12941 365.34232:524 365.95346:3495 366.94672:11494 367.87567:353	
49	Unknown	101	0.4601333	0.59295	0.7645	363.9615	1239.25280761719	2854.97045898438	null	[M+H]+	M + 1	isotope of 48	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	28.99673	363.96149:1969 364.34195:3005 364.95004:12941 365.34232:524 365.95346:3495 366.94672:11494 367.87567:353 367.95081:2403 368.94504:5231	
50	Unknown	101	0.3937333	0.59295	0.70915	364.95	8500.310546875	20615.642578125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	73.47249	364.95004:12941 365.34232:524 365.95346:3495 366.94672:11494 367.87567:353 367.95081:2403 368.94504:5231 369.29547:1454 369.93942:1004	
51	Unknown	101	0.4601333	0.59295	0.6482834	365.9535	2171.82250976563	4368.44677734375	null	[M+H]+	M + 1	isotope of 50	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	52.93892	365.95346:3495 366.94672:11494 367.87567:353 367.95081:2403 368.94504:5231 369.29547:1454 369.93942:1004 370.3085:286 370.88095:2348 370.94815:2577	
52	Unknown	101	0.52655	0.59295	0.64275	366.9467	7393.6650390625	13574.4560546875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	116.7937	366.94672:11494 367.87567:353 367.95081:2403 368.94504:5231 369.29547:1454 369.93942:1004 370.3085:286 370.88095:2348 370.94815:2577	
53	Unknown	101	0.4822833	0.59295	0.7202167	367.9508	1525.541015625	2982.61181640625	null	[M+H]+	M + 1	isotope of 52	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	33.78049	367.87567:353 367.95081:2403 368.94504:5231 369.29547:1454 369.93942:1004 370.3085:286 370.88095:2348 370.94815:2577 371.95651:1058	
54	Unknown	101	0.4988833	0.59295	0.67595	370.881	1578.0732421875	2741.47729492188	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	28.50748	370.88095:2348 370.94815:2577 371.95651:1058 372.9743:1078 373.06326:518 373.98184:702 374.06113:306 374.87491:433 374.97885:635	
55	Unknown	101	0.49335	0.59295	0.6980833	378.9896	2865.46435546875	5624.46728515625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	55.93054	378.88007:3970 378.98956:4030 379.89795:697 379.98291:1211 380.33307:333 380.87625:2846 380.98526:4783 381.05548:2879 381.16534:255 381.88278:902 381.98401:2088 382.04938:754 382.88748:1782 382.98666:4804 383.0535:1931 383.97659:1164	
56	Unknown	101	0.4656667	0.59295	0.7534167	380.9853	3604.83959960938	7070.0693359375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	83.41325	380.87625:2846 380.98526:4783 381.05548:2879 381.16534:255 381.88278:902 381.98401:2088 382.04938:754 382.88748:1782 382.98666:4804 383.0535:1931 383.97659:1164 384.0484:672 384.98166:2517 385.05057:1295 385.28629:290 385.91574:670 385.97592:723	
57	Unknown	101	0.4767333	0.59295	0.72575	381.0555	1975.4794921875	3848.15258789063	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.14354	380.87625:2846 380.98526:4783 381.05548:2879 381.16534:255 381.88278:902 381.98401:2088 382.04938:754 382.88748:1782 382.98666:4804 383.0535:1931 383.97659:1164 384.0484:672 384.98166:2517 385.05057:1295 385.28629:290 385.91574:670 385.97592:723 386.04297:389	
58	Unknown	101	0.4878167	0.59295	0.7036167	381.984	1284.90771484375	2323.0361328125	null	[M+H]+	M + 1	isotope of 56	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	31.54021	381.88278:902 381.98401:2088 382.04938:754 382.88748:1782 382.98666:4804 383.0535:1931 383.97659:1164 384.0484:672 384.98166:2517 385.05057:1295 385.28629:290 385.91574:670 385.97592:723 386.04297:389 386.94708:1989	
59	Unknown	101	0.4656667	0.59295	0.64275	382.9867	3494.51611328125	6604.00244140625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	80.11876	382.88748:1782 382.98666:4804 383.0535:1931 383.97659:1164 384.0484:672 384.98166:2517 385.05057:1295 385.28629:290 385.91574:670 385.97592:723 386.04297:389 386.94708:1989 387.94537:720	
60	Unknown	101	0.4988833	0.59295	0.6372167	385.0506	1066.81689453125	2328.64892578125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	14.34432	384.98166:2517 385.05057:1295 385.28629:290 385.91574:670 385.97592:723 386.04297:389 386.94708:1989 387.94537:720 388.93613:2209 389.92288:584	
61	Unknown	101	0.4656667	0.59295	0.64275	402.9487	1217.21936035156	2272.0556640625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	20.59611	402.95065:1630 403.96671:849 404.94836:1441 405.008:1516 405.97839:1248 406.96048:1088	
62	Unknown	101	0.4601333	0.59295	0.7534167	413.009	10706.662109375	21959.16796875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	191.7931	412.89359:608 413.009:14560 413.32297:1165 414.00714:2582 414.33554:287 415.00635:9519 416.00659:3048 416.87888:418 417.00464:5864 417.90442:337	
63	Unknown	101	0.4601333	0.59295	0.7534167	414.0071	1957.244140625	4142.27392578125	null	[M+H]+	M + 1	isotope of 62	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	48.03954	414.00714:2582 414.33554:287 415.00635:9519 416.00659:3048 416.87888:418 417.00464:5864 417.90442:337 418.01004:1051 418.89771:519 419.00388:794	
64	Unknown	101	0.4656667	0.59295	0.6372167	415.0063	6753.6953125	13360.5732421875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	135.7591	415.00635:9519 416.00659:3048 416.87888:418 417.00464:5864 417.90442:337 418.01004:1051 418.89771:519 419.00388:794 419.91119:290 419.98068:238	
65	Unknown	101	0.49335	0.59295	0.6870167	416.0066	1979.70910644531	3768.96997070313	null	[M+H]+	M + 1	isotope of 64	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	46.9126	416.00659:3048 416.87888:418 417.00464:5864 417.90442:337 418.01004:1051 418.89771:519 419.00388:794 419.91119:290 419.98068:238 421.00351:45447	
66	Unknown	101	0.4767333	0.59295	0.6372167	417.0046	4493.84033203125	8838.7998046875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	104.2377	416.87888:418 417.00464:5864 417.90442:337 418.01004:1051 418.89771:519 419.00388:794 419.91119:290 419.98068:238 421.00351:45447 421.58813:215	
67	Unknown	101	0.4435333	0.59295	0.7866333	421.0035	31342.734375	57938.3125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	487.8475	421.00351:45447 421.58813:215 422.00653:5161 423.00079:48789 424.00354:12932 424.19531:305 424.35211:312 424.99902:50455 426.00092:10099	
68	Unknown	101	0.4601333	0.59295	0.7589667	422.0065	3510.181640625	6346.7490234375	null	[M+H]+	M + 1	isotope of 67	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	92.88438	421.58813:215 422.00653:5161 423.00079:48789 424.00354:12932 424.19531:305 424.35211:312 424.99902:50455 426.00092:10099 426.18179:313 426.89334:798 426.996:20554	
69	Unknown	101	0.4546	0.59295	0.7645	423.0008	34100.62890625	67390.8515625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	644.2267	423.00079:48789 424.00354:12932 424.19531:305 424.35211:312 424.99902:50455 426.00092:10099 426.18179:313 426.89334:798 426.996:20554 427.23239:263 427.29871:227 427.99915:5724	
70	Unknown	101	0.4767333	0.59295	0.7312833	424.0035	8686.5166015625	17231.583984375	null	[M+H]+	M + 1	isotope of 69	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	216.0667	424.00354:12932 424.19531:305 424.35211:312 424.99902:50455 426.00092:10099 426.18179:313 426.89334:798 426.996:20554 427.23239:263 427.29871:227 427.99915:5724 428.8811:494 428.99466:7289	
71	Unknown	101	0.4546	0.59295	0.7589667	424.999	33901.00390625	65459.3984375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	643.1912	424.99902:50455 426.00092:10099 426.18179:313 426.89334:798 426.996:20554 427.23239:263 427.29871:227 427.99915:5724 428.8811:494 428.99466:7289 429.98865:977	
72	Unknown	101	0.4767333	0.59295	0.7312833	426.0009	6925.81591796875	13619.7822265625	null	[M+H]+	M + 1	isotope of 71	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	182.4749	426.00092:10099 426.18179:313 426.89334:798 426.996:20554 427.23239:263 427.29871:227 427.99915:5724 428.8811:494 428.99466:7289 429.98865:977 430.89697:755 430.99579:622	
73	Unknown	101	0.438	0.59295	0.6206167	426.9957	14606.8935546875	33466.84765625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	223.7551	426.89334:798 426.996:20554 427.23239:263 427.29871:227 427.99915:5724 428.8811:494 428.99466:7289 429.98865:977 430.89697:755 430.99579:622 431.3114:286 431.91269:277	
74	Unknown	101	0.4712	0.59295	0.7478833	427.9991	3968.50756835938	10880.615234375	null	[M+H]+	M + 1	isotope of 73	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	96.09669	427.99915:5724 428.8811:494 428.99466:7289 429.98865:977 430.89697:755 430.99579:622 431.3114:286 431.91269:277 432.89316:469	
75	Unknown	101	0.4601333	0.59295	0.62615	428.9944	5203.71875	10712.3564453125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	96.32635	428.8811:494 428.99466:7289 429.98865:977 430.89697:755 430.99579:622 431.3114:286 431.91269:277 432.89316:469 433.00092:215 433.92163:319	
76	Unknown	102	0.4988833	0.5984833	0.67595	119.9792	1302.53479003906	5437.55029296875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	13.66018	119.97918:1442 120.08252:292 120.97231:1510 121.05087:22848 121.15054:531 121.96887:1594 122.05297:1631 122.94199:5464 123.96621:1127 124.02397:9039 124.09334:464 124.93817:2113 124.96822:830	
