PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
191	Unknown	107	0.49335	0.62615	0.8087667	329.0073	4435.7353515625	15112.626953125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	47.4154	328.93365:1107 329.00732:4832 329.93964:346 330.00851:890 330.93466:573 331.004:857 331.96747:249 332.93054:266 333.29892:633 333.90866:387	
192	Unknown	107	0.4324667	0.62615	0.7977	330.0092	1036.19421386719	3226.30786132813	null	[M+H]+	M + 1	isotope of 191	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.36447	329.93964:346 330.00851:890 330.93466:573 331.004:857 331.96747:249 332.93054:266 333.29892:633 333.90866:387 334.29913:288	
193	Unknown	107	0.4656667	0.62615	0.69255	346.9783	1535.15380859375	4102.8896484375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	18.437	346.90445:1410 346.98145:1955 347.31616:453 347.94226:458 348.31796:546 348.96991:1114 349.90988:594 350.00381:240 350.32562:2648 350.89462:325 351.00153:21074 351.17169:452 351.3266:882 351.90222:406	
194	Unknown	107	0.4324667	0.62615	0.8364334	359.9306	1691.68212890625	7187.60107421875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	39.4124	359.93063:1959 360.94888:20005 361.12466:551 361.95563:2452 362.9509:3487 363.95255:513 364.3418:2774	
195	Unknown	107	0.4103333	0.62615	0.72575	360.9489	19515.2578125	66044.453125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	262.6733	360.94888:20005 361.12466:551 361.95563:2452 362.9509:3487 363.95255:513 364.3418:2774 364.94769:1804 365.11868:340 365.34479:818 365.94489:479	
196	Unknown	107	0.4601333	0.62615	0.8032333	361.9556	2019.53198242188	7516.8818359375	null	[M+H]+	M + 1	isotope of 195	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	35.21136	361.95563:2452 362.9509:3487 363.95255:513 364.3418:2774 364.94769:1804 365.11868:340 365.34479:818 365.94489:479	
197	Unknown	107	0.4324667	0.62615	0.8530333	368.9513	35159.15234375	123950.140625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	694.6236	368.95129:37577 369.29797:1218 369.95401:3171 370.29529:277 370.94888:18819 371.10675:531 371.17633:253 371.95108:4321 372.94745:13164 373.11819:298 373.9502:1301	
198	Unknown	107	0.4601333	0.62615	0.8032333	369.954	3281.05493164063	11653.5107421875	null	[M+H]+	M + 1	isotope of 197	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	66.78426	369.95401:3171 370.29529:277 370.94888:18819 371.10675:531 371.17633:253 371.95108:4321 372.94745:13164 373.11819:298 373.9502:1301 374.94806:924	
199	Unknown	107	0.4490667	0.62615	0.7478833	370.9489	19239.5625	68372	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	365.6301	370.94888:18819 371.10675:531 371.17633:253 371.95108:4321 372.94745:13164 373.11819:298 373.9502:1301 374.94806:924 375.93643:566	
200	Unknown	107	0.5652834	0.62615	0.8032333	371.9511	4408.654296875	16120.5810546875	null	[M+H]+	M + 1	isotope of 199	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	106.6488	371.95108:4321 372.94745:13164 373.11819:298 373.9502:1301 374.94806:924 375.93643:566 376.92892:4100	
201	Unknown	107	0.5376167	0.62615	0.8253667	372.9474	12775.01171875	44282.1484375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	248.1449	372.94745:13164 373.11819:298 373.9502:1301 374.94806:924 375.93643:566 376.92892:4100 377.32907:764	
202	Unknown	107	0.4767333	0.62615	0.7866333	373.9502	1451.5302734375	4619.2685546875	null	[M+H]+	M + 1	isotope of 201	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	37.0474	373.9502:1301 374.94806:924 375.93643:566 376.92892:4100 377.32907:764 377.95282:1111 378.33179:297 378.90366:1394	
203	Unknown	107	0.4490667	0.62615	0.8143	384.9248	9431.365234375	29102.61328125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	139.2989	384.92477:9899 385.28625:304 385.92404:914 386.92377:7306 387.92218:1241 388.92111:4975	
204	Unknown	107	0.4822833	0.62615	0.7589667	386.9238	7155.79541015625	23147.0546875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	180.4969	386.92377:7306 387.92218:1241 388.92111:4975 389.92883:650 390.91882:896 390.9776:664 391.33829:450	
205	Unknown	107	0.4878167	0.62615	0.7866333	388.9211	4631.21728515625	15354.537109375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	92.62435	388.92111:4975 389.92883:650 390.91882:896 390.9776:664 391.33829:450 391.94504:323 392.35159:288 392.91412:907 392.98773:400	
206	Unknown	107	0.5210167	0.62615	0.7312833	400.9022	1378.12951660156	3609.208984375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	27.56259	400.90222:1599 401.90616:284 402.90854:1259 403.90573:228 404.91422:1760 404.97971:877	
207	Unknown	107	0.4712	0.62615	0.7977	441.9292	1284.7548828125	4394.013671875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	18.82273	441.92923:1407 442.94974:12255 443.10489:505 443.32642:365 443.957:1279 444.94547:2918 445.94727:340	
208	Unknown	107	0.4490667	0.62615	0.8364334	452.951	9113.7900390625	24735.181640625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	171.0198	452.48114:259 452.95105:10091 453.40482:608 453.95636:2557 454.95032:6257 455.95364:801 456.9314:655 457.34991:434 457.93604:443	
209	Unknown	107	0.49335	0.62615	0.7645	453.9564	2300.2236328125	6311.85888671875	null	[M+H]+	M + 1	isotope of 208	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	55.32479	453.95636:2557 454.95032:6257 455.95364:801 456.9314:655 457.34991:434 457.93604:443 458.35196:234 458.92355:3164	
210	Unknown	107	0.4712	0.62615	0.7866333	454.9503	5742.3671875	17088.044921875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	140.1214	454.95032:6257 455.95364:801 456.9314:655 457.34991:434 457.93604:443 458.35196:234 458.92355:3164 459.94379:891	
211	Unknown	107	0.4656667	0.62615	0.7921667	468.9266	3834.86181640625	11126.36328125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	65.58223	468.92661:4335 469.93488:967 470.92358:3352 471.92044:637 472.91263:1057 473.00946:358 473.89081:357	
212	Unknown	107	0.4767333	0.62615	0.7977	470.9236	2840.96850585938	7963.56640625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	71.98936	470.92358:3352 471.92044:637 472.91263:1057 473.00946:358 473.89081:357 473.97565:270 474.91824:743	
213	Unknown	107	0.4988833	0.62615	0.7478833	509.9951	1274.58349609375	3289.05981445313	null	[M+H]+	M + 1	isotope of 261	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	31.61559	509.99515:1698 510.94559:1341 511.91122:445 511.98624:480 512.90369:1280 512.99268:880 513.92017:411 514.3725:214	
214	Unknown	107	0.4822833	0.62615	0.7755666	532.9559	14612.2373046875	37171.4609375	null	[M+H]+	M + 0	similar chromatogram in higher mz_172; similar chromatogram in higher mz_181	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	261.7783	532.51227:216 532.95593:16661 533.96228:2329 534.95392:10015 535.95789:2762 536.95331:6401 537.95087:1212	
215	Unknown	107	0.4712	0.62615	0.7977	534.9539	8716.9169921875	21158.23046875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	121.9747	534.95392:10015 535.95789:2762 536.95331:6401 537.95087:1212 538.922:883 539.90857:443	
216	Unknown	107	0.4878167	0.62615	0.7700334	535.9579	2614.93286132813	6435.9970703125	null	[M+H]+	M + 1	isotope of 215	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	55.55577	535.95789:2762 536.95331:6401 537.95087:1212 538.922:883 539.90857:443 540.45001:313 540.92664:2510	
217	Unknown	107	0.4656667	0.62615	0.7921667	536.9533	5744.8203125	14152.013671875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	89.68006	536.95331:6401 537.95087:1212 538.922:883 539.90857:443 540.45001:313 540.92664:2510 541.3858:208 541.92963:878	
218	Unknown	107	0.5210167	0.62615	0.7312833	548.9322	4987.994140625	12041.130859375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	83.90778	548.93219:6077 549.93756:1076 550.92694:5745 551.93488:1221 552.91937:4045 553.45453:208 553.92456:727	
219	Unknown	107	0.4656667	0.62615	0.7921667	550.9269	4482.50927734375	11067.99609375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	87.52151	550.92694:5745 551.93488:1221 552.91937:4045 553.45453:208 553.92456:727 554.43286:217 554.91614:1526 555.92633:451	
220	Unknown	107	0.4767333	0.62615	0.7811	552.9194	3534.18823242188	9239.6845703125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	73.36182	552.91937:4045 553.45453:208 553.92456:727 554.43286:217 554.91614:1526 555.92633:451 556.90997:1321 557.00116:441	
221	Unknown	107	0.49335	0.62615	0.7534167	556.9126	1257.64233398438	3500.46459960938	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.49961	556.90997:1321 557.00116:441 557.9314:615 558.90546:702 559.92133:322 560.89197:630 561.90552:339	
222	Unknown	107	0.49335	0.62615	0.7534167	564.9081	1229.974609375	3107.64135742188	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	30.42316	564.90808:1396 565.93237:407 566.9137:1238 567.91663:486 568.91205:1588 568.98291:799	
223	Unknown	107	0.4767333	0.62615	0.7811	584.9441	1185.48828125	3838.51782226563	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	17.9366	584.46686:254 584.94409:1824 585.44122:230 585.9325:495 586.9101:1024 587.89972:417 588.40057:283 588.91174:736 589.90137:317	
224	Unknown	107	0.4822833	0.62615	0.7866333	600.931	2466.11572265625	7384.26220703125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	40.92773	600.93298:2460 601.94574:618 602.92651:860 603.93341:788 604.93304:1148	
225	Unknown	107	0.49335	0.62615	0.7645	608.9448	2801.83447265625	8089.22705078125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	43.19155	608.94476:3167 609.94482:919 610.9375:1943 611.39819:256 611.92468:706 612.07318:214 612.42145:312 612.96838:2634 613.29565:211	
226	Unknown	107	0.4767333	0.62615	0.7811	610.9411	1639.32958984375	3897.19921875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.92211	610.9375:1943 611.39819:256 611.92468:706 612.07318:214 612.42145:312 612.96838:2634 613.29565:211 613.95538:821 614.95868:7474 615.18158:210 615.27826:211 615.38666:302	
227	Unknown	107	0.4822833	0.62615	0.7755666	632.9297	2344.54125976563	5365.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	53.82631	632.92969:2980 633.29602:223 633.92609:797 634.92194:2301 635.89471:775 636.91272:1514 637.92102:569	
228	Unknown	107	0.49335	0.62615	0.7534167	634.9133	1969.47253417969	5545.62255859375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	42.14227	634.92194:2301 635.89471:775 636.91272:1514 637.92102:569 638.5509:204 638.90747:1093 639.3847:230	
229	Unknown	107	0.4822833	0.62615	0.7700334	682.926	1866.15893554688	5192.71630859375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.62773	682.92596:2046 683.37976:209 683.92517:618 684.38629:238 684.48578:216 684.91449:894 685.39062:218 685.91467:728 686.92664:823 687.3479:248	
230	Unknown	107	0.49335	0.62615	0.7645	706.904	2099.166015625	5076.12060546875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	45.99836	706.90399:2247 707.3949:230 707.88141:826 708.42761:205 708.59839:213 708.90198:1648 709.89685:890 710.92401:1340 711.88531:622	
231	Unknown	107	0.4988833	0.62615	0.7478833	716.9205	1089.78540039063	2380.330078125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.53873	716.48492:251 716.92743:1683 717.3429:213 717.88995:622 718.91211:1306 719.354:207 719.89923:604 719.99182:317 720.9068:744 721.49426:296 721.91394:450	
232	Unknown	107	0.50995	0.62615	0.7478833	758.9017	1066.853515625	2478.95239257813	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	18.85092	758.90167:1677 759.91315:574 760.98242:1523 761.39294:222 761.92773:580 762.91132:824 763.36707:228	
233	Unknown	107	0.4988833	0.62615	0.74235	788.9067	1505.53430175781	3417.17163085938	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	33.39342	788.90668:1765 789.40619:327 789.89697:867 790.41791:264 790.91388:1438 791.37018:344 791.44141:208 791.88763:640 791.9621:462 792.91168:1007 793.40784:205	
234	Unknown	107	0.5044166	0.62615	0.74235	800.9104	1091.35986328125	2149.1611328125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	14.60924	800.9101:1351 801.90082:609 802.89978:858 803.901:502 804.34723:200 804.54266:243 804.88806:730 805.3941:290 805.90039:401	
235	Unknown	108	0.5708167	0.6316833	0.8364334	104.9926	163889.390625	648919.9375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	788.5016	104.99261:175294 105.99732:3681 106.99802:779 107.07103:483 107.96662:960	
236	Unknown	108	0.4988833	0.6316833	0.74235	120.9664	7226.3134765625	27403.548828125	null	[M+H]+	M + 0	similar chromatogram in higher mz_298; similar chromatogram in higher mz_239; similar chromatogram in higher mz_240; similar chromatogram in higher mz_243; similar chromatogram in higher mz_187; similar chromatogram in higher mz_188; similar chromatogram in higher mz_189; similar chromatogram in higher mz_190; similar chromatogram in higher mz_244; similar chromatogram in higher mz_193; similar chromatogram in higher mz_245; similar chromatogram in higher mz_194; similar chromatogram in higher mz_247; similar chromatogram in higher mz_203; similar chromatogram in higher mz_204; similar chromatogram in higher mz_205; similar chromatogram in higher mz_304; similar chromatogram in higher mz_252; similar chromatogram in higher mz_207; similar chromatogram in higher mz_253; similar chromatogram in higher mz_255; similar chromatogram in higher mz_208; similar chromatogram in higher mz_257; similar chromatogram in higher mz_258; similar chromatogram in higher mz_211; similar chromatogram in higher mz_212; similar chromatogram in higher mz_259; similar chromatogram in higher mz_261; similar chromatogram in higher mz_223; similar chromatogram in higher mz_225; similar chromatogram in higher mz_229	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	100.2051	120.96637:8232 121.0509:19198 121.14856:469 121.17664:388 121.968:530 122.05401:1277 122.94374:2840 123.96128:418 124.02485:3345 124.93777:1477 124.98116:238 125.02632:915 125.94073:364	
237	Unknown	108	0.5376167	0.6316833	0.7478833	186.9958	81909.3203125	285298.84375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	477.7866	186.99579:87952 187.93875:398 187.99788:4760 188.08832:223 188.13052:207 188.99966:1054 189.04715:337 189.96756:403	
238	Unknown	108	0.5874166	0.6316833	0.7368166	187.9979	3850.42163085938	13366.619140625	null	[M+H]+	M + 1	isotope of 237	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	51.80203	187.93875:398 187.99788:4760 188.08832:223 188.13052:207 188.99966:1054 189.04715:337 189.96756:403 192.11415:354 192.14609:218 192.91611:917	
239	Unknown	108	0.4324667	0.6316833	0.8530333	202.9698	12906.4912109375	38342.4609375	null	[M+H]+	M + 0	similar chromatogram in higher mz_215; similar chromatogram in higher mz_220; similar chromatogram in higher mz_227; similar chromatogram in higher mz_228; similar chromatogram in higher mz_286; similar chromatogram in higher mz_296	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	87.78721	202.96979:14982 203.09315:395 203.17732:532 203.96703:947 204.01637:284 204.16583:221 204.9465:24489 204.99146:14267 205.11218:570 205.16299:377 205.95168:1517 206.00967:982 206.94212:13411 206.98741:7174 207.10231:353 207.94341:3160	
240	Unknown	108	0.5652834	0.6316833	0.7589667	268.9991	74884.6484375	196551.90625	null	[M+H]+	M + 0	similar chromatogram in higher mz_219; similar chromatogram in higher mz_221; similar chromatogram in higher mz_226; similar chromatogram in higher mz_173; similar chromatogram in higher mz_230; similar chromatogram in higher mz_231; similar chromatogram in higher mz_232; similar chromatogram in higher mz_292; similar chromatogram in higher mz_293; similar chromatogram in higher mz_233	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	895.8591	268.89294:341 268.99905:84790 269.93436:206 270.00253:5026 270.11777:219 270.99973:1561 271.97815:581 272.93356:733 272.99222:242	
241	Unknown	108	0.49335	0.6316833	0.7811	270.0025	4687.31103515625	13259.3427734375	null	[M+H]+	M + 1	isotope of 240	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	68.05981	269.93436:206 270.00253:5026 270.11777:219 270.99973:1561 271.97815:581 272.93356:733 272.99222:242 274.91949:549 274.96762:251	
242	Unknown	108	0.4601333	0.6316833	0.7921667	270.9997	1250.00134277344	3106.04931640625	null	[M+H]+	M + 2	isotope of 240	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.71464	270.99973:1561 271.97815:581 272.93356:733 272.99222:242 274.91949:549 274.96762:251 275.92264:988	
243	Unknown	108	0.4490667	0.6316833	0.72575	284.9724	18968.38671875	48116.79296875	null	[M+H]+	M + 0	similar chromatogram in higher mz_312	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	240.8896	284.97244:21664 285.97751:1439 286.94913:44188 287.95108:3224 288.10226:204 288.21082:225 288.94604:24620 289.13757:400 289.20215:277 289.26935:615 289.94693:5019	
244	Unknown	108	0.5154833	0.6316833	0.7977	344.9852	19620.6328125	70121.1484375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	224.1638	344.90146:1588 344.98523:19088 345.14606:460 345.92111:512 345.98917:2448 346.90121:1698 346.98126:1686 347.3154:721 347.93326:611 348.31274:362 348.89984:837 348.97708:930 349.94397:315	
245	Unknown	108	0.4490667	0.6316833	0.8198333	351.0018	19193.4375	46989.59375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	273.733	351.0018:22559 351.21356:405 351.33145:810 351.90762:344 352.00443:2015 352.90784:419 352.99994:408 353.93988:719 354.92441:1721 355.28094:1872 355.92789:233	
246	Unknown	108	0.5542167	0.6316833	0.7534167	366.9747	6605.13525390625	15357.4248046875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	104.3377	366.97473:7026 367.15411:212 367.97455:1077 368.9519:34281 369.1214:786 369.29803:1361 369.9534:3388 370.29465:295 370.94818:20093 371.11914:473 371.17554:203 371.26923:315 371.94934:4821	
247	Unknown	108	0.4546	0.6316833	0.8198333	376.9262	4090.68530273438	13141.1337890625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	98.6105	376.92624:4344 377.33115:476 377.95517:1239 378.33688:211 378.91284:1216 379.89276:311 379.95856:209 380.91351:1013 381.07498:200 381.91214:312	
248	Unknown	108	0.4712	0.6316833	0.72575	387.9235	1368.16528320313	4763.6708984375	null	[M+H]+	M + 1	isotope of 204	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	30.45367	387.92349:1490 388.92239:4426 389.91931:573 390.91922:981 390.98441:628 391.34558:772 391.91522:343 392.34418:216 392.91037:1131	
249	Unknown	108	0.4712	0.6316833	0.7811	411.0094	2477.74291992188	7650.12646484375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	29.8772	410.93591:1139 411.0094:2847 411.91864:240 412.01132:1043 412.98599:366 413.20975:207 413.32632:750 413.94894:226 414.01041:204 414.32367:369 414.93127:409 415.01675:222 415.9639:206	
250	Unknown	108	0.4656667	0.6316833	0.7977	433.0046	15276.50390625	35029.6484375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	202.6147	433.00461:18731 433.89752:326 434.0079:2071 434.97684:635 435.93283:701 436.36899:228 436.92328:1977 437.93347:220	
251	Unknown	108	0.4878167	0.6316833	0.7700334	434.0079	1751.97583007813	3855.25561523438	null	[M+H]+	M + 1	isotope of 250	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	30.83128	433.89752:326 434.0079:2071 434.97684:635 435.93283:701 436.36899:228 436.92328:1977 437.93347:220 438.37988:1363 438.85956:256 438.93298:666	
252	Unknown	108	0.4601333	0.6316833	0.7478833	440.9293	1153.13928222656	4693.95947265625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	17.92212	440.93137:1227 441.92941:1366 442.94708:12692 443.33008:368 443.95407:1434 444.94821:2924	
253	Unknown	108	0.4546	0.6316833	0.8198333	442.9471	11410.5244140625	34080.10546875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	261.9405	442.94708:12692 443.33008:368 443.95407:1434 444.94821:2924 445.93781:355 446.95013:1242	
254	Unknown	108	0.4822833	0.6316833	0.7755666	443.9541	1359.90966796875	4008.92407226563	null	[M+H]+	M + 1	isotope of 253	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	30.95509	443.95407:1434 444.94821:2924 445.93781:355 446.95013:1242 447.9523:337	
255	Unknown	108	0.4822833	0.6316833	0.7921667	450.9554	15367.5419921875	44268.91015625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	349.7349	450.95535:16560 451.10513:533 451.86713:366 451.95663:2231 452.39011:1594 452.95145:8964 453.39362:734 453.9527:2365 454.95038:5858 455.95273:962	
256	Unknown	108	0.4767333	0.6316833	0.7921667	451.9566	2003.41577148438	5740.35400390625	null	[M+H]+	M + 1	isotope of 255	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	46.93525	451.86713:366 451.95663:2231 452.39011:1594 452.95145:8964 453.39362:734 453.9527:2365 454.95038:5858 455.95273:962 456.94376:750	
257	Unknown	108	0.4878167	0.6316833	0.7700334	458.9246	2684.8525390625	6779.3359375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	65.50842	458.92462:3088 459.94293:826 460.90598:1560 461.88632:358 462.90689:889 463.89743:422	
258	Unknown	108	0.4656667	0.6316833	0.7977	466.9299	5119.65380859375	14345.3701171875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	95.8941	466.9299:5534 467.93494:1055 468.92938:3748 469.92758:827 470.92575:2782 471.91403:548	
259	Unknown	108	0.49335	0.6316833	0.7589667	486.915	1151.31030273438	2961.21752929688	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	19.30511	486.91504:1023 486.98578:902 487.91571:464 487.98801:254 488.91422:744 489.91705:295 490.92633:585	
260	Unknown	108	0.49335	0.6316833	0.7589667	493.0129	2154.6728515625	5521.794921875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	41.56334	492.92896:644 493.01288:2355 494.01776:457 494.42087:208 494.91885:421 495.00772:567 496.41837:724 496.92078:424 497.42331:217 497.92075:284	
261	Unknown	108	0.4767333	0.6316833	0.7866333	508.9909	8358.7958984375	21745.369140625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	164.5438	508.99088:9767 509.98981:1177 510.95929:1012 511.89667:375 511.96802:341 512.89343:1070 512.96667:933 513.98102:242	
262	Unknown	108	0.4878167	0.6316833	0.7755666	515.0079	11546.9775390625	24423.9765625	null	[M+H]+	M + 0	similar chromatogram in higher mz_314	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	144.3286	515.00793:14458 515.90222:390 516.013:2066 516.92352:631 517.00342:768 517.93915:482 518.00983:287 518.92529:1925 519.94305:559	
263	Unknown	108	0.4988833	0.6316833	0.7589667	516.013	1717.71618652344	3564.70483398438	null	[M+H]+	M + 1	isotope of 262	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	35.5253	515.90222:390 516.013:2066 516.92352:631 517.00342:768 517.93915:482 518.00983:287 518.92529:1925 519.94305:559 520.92542:714	
264	Unknown	108	0.4656667	0.6316833	0.67595	524.9554	9836.322265625	23905.431640625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	140.1279	524.95544:11151 525.13702:372 525.37268:211 525.95587:1361 526.42761:485 526.94836:2854 527.94812:922 528.94122:2050 529.93457:665	
265	Unknown	108	0.49335	0.6316833	0.7589667	525.9559	1405.79260253906	3348.90966796875	null	[M+H]+	M + 1	isotope of 264	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	20.1126	525.95587:1361 526.42761:485 526.94836:2854 527.94812:922 528.94122:2050 529.93457:665 530.86157:537	
266	Unknown	108	0.4878167	0.6316833	0.7811	533.9599	2092.64526367188	4804.720703125	null	[M+H]+	M + 1	isotope of 214	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.18399	533.9599:2370 534.95416:9910 535.95288:2914 536.95093:6464 537.94684:659 538.93951:780	
267	Unknown	108	0.4767333	0.6316833	0.7811	540.9286	2713.0078125	6680.33349609375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	37.30915	540.43121:355 540.92859:2939 541.4361:325 541.92847:600 542.90942:2348 543.914:593 544.90674:1445 545.40564:201 545.90405:491	
268	Unknown	108	0.5044166	0.6316833	0.7478833	551.9349	1067.37878417969	2218.64404296875	null	[M+H]+	M + 1	isotope of 219	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	15.61558	551.92828:1171 552.92535:3955 553.38196:203 553.92487:709 553.99579:329 554.45612:248 554.91461:1680 555.91846:578 556.91119:1052	
269	Unknown	108	0.4878167	0.6316833	0.7700334	566.9137	1174.24572753906	2500.01098632813	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	16.89736	566.44604:211 566.90662:1613 567.89862:573 568.91876:1528 569.90417:477 569.98346:244 570.44513:304 570.90002:813 571.88416:361	
270	Unknown	108	0.5044166	0.6316833	0.74235	574.9976	1202.70385742188	2724.85571289063	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.97125	575.00018:1240 575.37256:202 575.91095:447 575.99469:427 576.55688:283 576.89868:588 576.99182:457 577.37189:236 577.55237:274 577.91064:363 578.91656:605 579.91754:332	
271	Unknown	108	0.4878167	0.6316833	0.7700334	590.9898	4613.619140625	10780.478515625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	73.00213	590.98981:5650 591.90833:520 591.99811:963 592.42047:232 592.52563:243 592.90186:1535 592.96472:1147 593.41504:204 593.92358:728 594.91382:1403 595.90106:530	
