PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	98	0.5213	0.5821667	0.6375	201.0696	2381.0341796875	8615.794921875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	13.05034	201.01112:1075 201.07257:2884 202.06036:936 203.00642:578 203.06848:583 203.1602:472 203.96495:239 204.0442:1627 204.94501:3640 204.99551:11235 205.96027:515 206.00191:969 206.03683:562	
1	Unknown	98	0.5434167	0.5821667	0.6430333	215.0042	4384.6513671875	16394.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	27.31779	215.0042:5049 215.11922:253 216.00801:697 216.06102:427 216.94263:211 217.04976:5919 217.10106:1602 218.03644:1953 218.10074:381 219.0128:1264 219.10822:514	
2	Unknown	98	0.5268334	0.5821667	0.6430333	217.0498	5029.39208984375	19556.232421875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	16.67989	216.94263:211 217.04976:5919 217.10106:1602 218.03644:1953 218.10074:381 219.0128:1264 219.10822:514 220.10107:228 220.97272:316 221.11644:430 222.01176:394	
3	Unknown	99	0.5268334	0.5877	0.6541	142.034	4574.1455078125	17208.224609375	null	[M+H]+	M + 0	similar chromatogram in higher mz_0	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	19.41996	141.96638:2082 142.03381:5427 142.1364:205 142.97073:515 143.02907:2146 143.96349:2102 143.99109:1007 144.02841:1363 144.06818:304 145.01137:1557 145.9635:315 146.01947:710 146.91829:552	
4	Unknown	99	0.5157667	0.5877	0.6430333	158.0123	18665.806640625	82808.90625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	27.89048	157.9733:2822 158.0123:22920 158.12202:567 158.99759:7771 159.97058:678 160.00586:678 162.00539:1273 162.98627:480	
5	Unknown	99	0.5323667	0.5877	0.6485667	173.9841	9915.35546875	37927.046875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	43.07304	173.98412:11269 174.99387:1370 175.9868:1621 176.05325:207 177.02345:242 177.09485:653 177.9756:429	
6	Unknown	99	0.5434167	0.5877	0.6707	183.0601	2671.99609375	10956.7255859375	null	[M+H]+	M + 0	similar chromatogram in higher mz_25	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	9.014	182.99147:4902 183.06055:3177 183.9769:14561 184.0451:6127 184.98657:5074 185.04605:2009 185.97511:9216 186.03314:2747 186.14787:263 186.22221:236 186.99109:3637 187.96848:542	
7	Unknown	99	0.5378833	0.5877	0.6375	218.0344	1906.13671875	6825.18359375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	10.86005	217.96957:240 218.03444:2255 218.10223:282 219.0173:1143 219.09726:611 219.14284:240 220.96825:365 221.10022:338 222.01422:511 223.00513:10940	
8	Unknown	99	0.5489666	0.5877	0.6817667	230.0468	2032.68713378906	4367.75048828125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	39.16483	230.04678:2939 231.04938:907 231.10506:265 232.03098:558 233.00066:2791 234.00899:226 234.94969:380 234.99405:225	
9	Unknown	99	0.5102333	0.5877	0.6319667	239.0479	5209.46337890625	14106.9140625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	33.04584	239.0479:5286 239.14267:529 240.03288:2205 241.02602:5145 241.14554:327 242.03101:1331 242.93767:429 243.03598:3553 244.02599:1333	
10	Unknown	99	0.5323667	0.5877	0.6596333	240.0298	1413.60546875	2936.65747070313	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	11.59308	240.03288:2205 241.02602:5145 241.14554:327 242.03101:1331 242.93767:429 243.03598:3553 244.02599:1333 244.93858:278 245.01369:1590	
11	Unknown	99	0.4050833	0.5877	0.6485667	282.9332	2082.87573242188	3882.04711914063	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	37.66632	282.93329:2553 283.93622:630 284.04047:400 284.92596:1817 285.05319:571 285.94022:376 286.04285:395 286.9487:2357	
12	Unknown	99	0.4659667	0.5877	0.6375	296.9153	1095.10791015625	2183.63671875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	19.1144	296.91248:1805 297.98254:1948 298.92758:1091 299.09177:308 299.94128:540 300.02228:1666 300.89993:785 300.95651:801 301.01733:594	
13	Unknown	99	0.5434167	0.5877	0.6430333	316.0013	1793.1181640625	4330.29345703125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	25.65369	316.00134:2540 316.98447:744 317.93024:396 317.99493:549 318.918:271 320.3175:539	
14	Unknown	99	0.4549	0.5877	0.6651667	358.9512	1863.18994140625	4606.84765625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	34.37729	358.9549:2826 359.95422:736 360.97668:2098 361.97763:423 362.95398:9643	
15	Unknown	99	0.4715	0.5877	0.7315834	400.9524	1387.57995605469	2364.51171875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	26.38954	400.95499:2047 401.95526:770 402.95676:1489 403.9772:1150 404.94394:1023 405.009:1222	
16	Unknown	100	0.5434167	0.5932333	0.6762334	114.9478	3738.833984375	17141.822265625	null	[M+H]+	M + 0	similar chromatogram in higher mz_3; similar chromatogram in higher mz_93; similar chromatogram in higher mz_6; similar chromatogram in higher mz_33; similar chromatogram in higher mz_37	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.8204	114.94783:4480 115.96145:225 116.94704:311 116.97367:207 117.11159:462 118.0875:222 119.0808:4550	
17	Unknown	100	0.5323667	0.5932333	0.7039	165.0506	4595.63037109375	23760.228515625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	17.77587	164.97734:3300 165.04993:4902 165.96542:40581 166.05144:2053 166.96706:7432 167.04861:713 167.96413:25262 168.08162:459 168.1216:818 168.96829:1097 169.02962:216 169.1194:203 169.96538:1254 170.02625:387	
18	Unknown	100	0.5434167	0.5932333	0.6319667	166.0514	1529.59313964844	3571.79028320313	null	[M+H]+	M + 1	isotope of 17	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	13.9109	165.96542:40581 166.05144:2053 166.96706:7432 167.04861:713 167.96413:25262 168.08162:459 168.1216:818 168.96829:1097 169.02962:216 169.1194:203 169.96538:1254 170.02625:387 170.12727:682 170.98114:203 171.01894:206	
19	Unknown	100	0.5489666	0.5932333	0.89205	181.979	23447.921875	105042.9765625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	180.3082	181.97899:30562 182.09755:751 182.99142:5977 183.06012:2967 183.97707:17356 184.0453:5651 184.1367:374 184.20898:206 184.98592:5689 185.04935:1792 185.11508:429 185.97523:11390 186.032:3078	
20	Unknown	100	0.5323667	0.5932333	0.6596333	182.9914	4571.19384765625	13386.82421875	null	[M+H]+	M + 1	isotope of 19	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.19848	182.99142:5977 183.06012:2967 183.97707:17356 184.0453:5651 184.1367:374 184.20898:206 184.98592:5689 185.04935:1792 185.11508:429 185.97523:11390 186.032:3078 186.99219:3867 187.12177:252 187.97563:666	
21	Unknown	100	0.3608167	0.5932333	0.6485667	183.9771	13321.16015625	36335.45703125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	133.8026	183.97707:17356 184.0453:5651 184.1367:374 184.20898:206 184.98592:5689 185.04935:1792 185.11508:429 185.97523:11390 186.032:3078 186.99219:3867 187.12177:252 187.97563:666 188.03783:259	
22	Unknown	100	0.4991667	0.5932333	0.7371167	184.0453	5258.28271484375	28635.857421875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	28.61288	183.97707:17356 184.0453:5651 184.1367:374 184.20898:206 184.98592:5689 185.04935:1792 185.11508:429 185.97523:11390 186.032:3078 186.99219:3867 187.12177:252 187.97563:666 188.03783:259	
23	Unknown	100	0.5489666	0.5932333	0.77585	184.9859	4561.9775390625	20281.59765625	null	[M+H]+	M + 1	isotope of 21	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	30.3133	184.98592:5689 185.04935:1792 185.11508:429 185.97523:11390 186.032:3078 186.99219:3867 187.12177:252 187.97563:666 188.03783:259 189.13092:224	
24	Unknown	100	0.5378833	0.5932333	0.6375	185.0493	1577.93139648438	5230.8330078125	null	[M+H]+	M + 1	isotope of 22	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	9.075198	184.98592:5689 185.04935:1792 185.11508:429 185.97523:11390 186.032:3078 186.99219:3867 187.12177:252 187.97563:666 188.03783:259 189.13092:224	
25	Unknown	100	0.4770333	0.5932333	0.6596333	185.9752	8878.486328125	26004.958984375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	99.82688	185.97523:11390 186.032:3078 186.99219:3867 187.12177:252 187.97563:666 188.03783:259 189.13092:224	
26	Unknown	100	0.36635	0.5932333	0.89205	223.0055	9777.0224609375	43330.64453125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	75.55103	223.00549:12418 224.02217:1465 225.00237:8272 225.93614:234 226.00706:1549 226.11357:214 227.00064:5561 227.12723:298 228.00369:445	
27	Unknown	100	0.41615	0.5932333	0.6430333	225.0024	6182.8857421875	17260.849609375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	148.1639	225.00237:8272 225.93614:234 226.00706:1549 226.11357:214 227.00064:5561 227.12723:298 228.00369:445 228.03972:294 228.99986:424	
28	Unknown	100	0.5213	0.5932333	0.6430333	241.0264	4457.509765625	10566.7939453125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	36.04203	241.0264:5462 242.03224:1204 243.03351:3079 244.02399:1239 244.94019:328 245.01399:1813 245.97507:1288	
29	Unknown	100	0.4549	0.5932333	0.6319667	243.036	2902.107421875	7171.37158203125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	29.84623	243.03351:3079 244.02399:1239 244.94019:328 245.01399:1813 245.97507:1288 246.89673:287 247.00166:842 247.97621:753	
30	Unknown	100	0.4604333	0.5932333	0.6541	245.014	1228.23510742188	2842.79858398438	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	19.93788	244.94019:328 245.01399:1813 245.97507:1288 246.89673:287 247.00166:842 247.97621:753 248.98111:308 249.96681:593	
31	Unknown	100	0.5489666	0.5932333	0.6430333	255.9559	6580.8994140625	19726.05859375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	128.0266	255.95593:8563 256.95636:6773 257.96912:711 258.9675:263 259.95557:213 260.00674:346 260.16336:319	
32	Unknown	100	0.5545	0.5932333	0.6485667	256.9567	5436.984375	13012.865234375	null	[M+H]+	M + 1	isotope of 31	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	51.73457	256.95636:6773 257.96912:711 258.9675:263 259.95557:213 260.00674:346 260.16336:319 260.96655:343 261.00073:236 261.06253:290 261.12323:266	
33	Unknown	100	0.5268334	0.5932333	0.6485667	272.9372	2564.57568359375	7835.77099609375	null	[M+H]+	M + 0	similar chromatogram in higher mz_104; similar chromatogram in higher mz_66	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.74157	272.93716:3360 273.9501:247 274.93176:592 275.91565:772 276.92896:1045 277.92642:727	
34	Unknown	100	0.43275	0.5932333	0.6541	280.9346	4196.84228515625	7973.265625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	50.25931	280.93283:5452 281.93652:513 282.01163:1302 282.93317:2993 283.94049:897 284.02536:466 284.92877:2457 285.05841:936	
35	Unknown	100	0.5545	0.5932333	0.6375	282.0116	1145.5419921875	2810.29125976563	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	17.21106	281.93652:513 282.01163:1302 282.93317:2993 283.94049:897 284.02536:466 284.92877:2457 285.05841:936 286.03616:439 286.94815:7311	
36	Unknown	100	0.5157667	0.5932333	0.6541	284.926	1488.19018554688	2595.14379882813	null	[M+H]+	M + 0	similar chromatogram in higher mz_53; similar chromatogram in higher mz_56; similar chromatogram in higher mz_57; similar chromatogram in higher mz_60; similar chromatogram in higher mz_62; similar chromatogram in higher mz_63; similar chromatogram in higher mz_68; similar chromatogram in higher mz_70; similar chromatogram in higher mz_71; similar chromatogram in higher mz_73; similar chromatogram in higher mz_75	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	29.7638	284.92877:2457 285.05841:936 286.03616:439 286.94815:7311 287.05008:406 287.11273:235 287.9527:672 288.94559:4329 289.09927:244 289.27054:507	
37	Unknown	100	0.5489666	0.5932333	0.6375	297.9814	1895.88586425781	4942.7763671875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.24389	297.98135:2629 298.92395:1051 299.99988:1303 300.20444:233 300.90271:1060 300.96289:922 301.02261:473 301.13852:236 301.95288:544 302.01385:444 302.9328:2245	
38	Unknown	100	0.4881	0.5932333	0.6485667	321.9545	2248.60961914063	5340.923828125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	48.47815	321.95432:3217 322.996:1455 323.97757:2840 324.99023:1370 325.11548:224 325.27457:213 325.96353:1705	
39	Unknown	100	0.4715	0.5932333	0.6264333	323.9776	1404.04296875	2817.6865234375	null	[M+H]+	M + 1	isotope of 105	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	34.58333	323.97757:2840 324.99023:1370 325.11548:224 325.27457:213 325.96353:1705 326.98578:827 327.97934:942	
40	Unknown	100	0.41615	0.5932333	0.80905	337.9349	1708.39184570313	3021.36547851563	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	38.34495	337.93494:2608 338.95682:2604 339.95847:3811 340.9523:1232 341.26288:263 341.95578:2087	
41	Unknown	100	0.4881	0.5932333	0.6375	339.9585	2569.18994140625	5560.14501953125	null	[M+H]+	M + 1	isotope of 114	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	64.81429	339.95847:3811 340.9523:1232 341.26288:263 341.95578:2087 342.97009:1010 343.96368:1343 344.89377:1119	
42	Unknown	100	0.4991667	0.5932333	0.6319667	341.9558	1437.27844238281	3081.39208984375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	30.66158	341.95578:2087 342.97009:1010 343.96368:1343 344.89377:1119 344.98657:1540 345.0816:236 345.92593:4192 346.88431:1383	
43	Unknown	100	0.4549	0.5932333	0.6430333	345.9271	2573.29516601563	5242.4384765625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	49.26445	345.92593:4192 346.88431:1383 346.95767:1415 347.31412:661 347.92154:4622 348.32043:280 348.92935:1688 349.91855:4033 350.32462:3379	
44	Unknown	100	0.4604333	0.5932333	0.6707	347.9215	2855.03955078125	6356.95654296875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	69.87857	347.92154:4622 348.32043:280 348.92935:1688 349.91855:4033 350.32462:3379 350.92859:1131 351.32883:687 351.91568:2491 352.91714:1151	
45	Unknown	100	0.4770333	0.5932333	0.6319667	349.9185	2694.375	5028.0615234375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	65.17261	349.91855:4033 350.32462:3379 350.92859:1131 351.32883:687 351.91568:2491 352.91714:1151 352.98361:1284 353.91098:1497 353.97302:680	
46	Unknown	100	0.4936333	0.5932333	0.6541	351.9157	1558.853515625	3680.9267578125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	31.17707	351.91568:2491 352.91714:1151 352.98361:1284 353.91098:1497 353.97302:680 354.93036:6330 355.28391:1547 355.95447:1040 356.28101:406	
47	Unknown	100	0.4604333	0.5932333	0.6707	356.959	2004.34973144531	3538.8935546875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	31.64153	356.95898:3375 357.94968:881 358.95117:2251 359.05896:344 359.94839:864 360.9744:3224	
48	Unknown	100	0.43275	0.5932333	0.7205167	362.9523	8143.646484375	25354.2578125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	139.0648	362.95233:11051 363.96167:1737 364.34134:3006 364.95084:11998 365.11496:421 365.34668:859 365.95493:3203 366.35425:235 366.94604:11203 367.9469:2283	
49	Unknown	100	0.4549	0.5932333	0.7703167	363.9617	1280.0498046875	2628.5712890625	null	[M+H]+	M + 1	isotope of 48	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	30.95919	363.96167:1737 364.34134:3006 364.95084:11998 365.11496:421 365.34668:859 365.95493:3203 366.35425:235 366.94604:11203 367.9469:2283 368.94781:6016	
50	Unknown	100	0.4604333	0.5932333	0.6873	364.9508	8147.955078125	19946.013671875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	85.13157	364.95084:11998 365.11496:421 365.34668:859 365.95493:3203 366.35425:235 366.94604:11203 367.9469:2283 368.94781:6016 369.29865:1620 369.36789:286 369.94562:1772	
51	Unknown	100	0.4659667	0.5932333	0.7481833	365.9549	2235.6630859375	4724.392578125	null	[M+H]+	M + 1	isotope of 50	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	54.52573	365.95493:3203 366.35425:235 366.94604:11203 367.9469:2283 368.94781:6016 369.29865:1620 369.36789:286 369.94562:1772 370.30261:499 370.88113:2785 370.93912:3129	
52	Unknown	100	0.5268334	0.5932333	0.6375	366.946	7210.00537109375	12767.8095703125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	112.1339	366.94604:11203 367.9469:2283 368.94781:6016 369.29865:1620 369.36789:286 369.94562:1772 370.30261:499 370.88113:2785 370.93912:3129 370.98947:2074	
53	Unknown	100	0.5047	0.5932333	0.6707	370.8818	1115.73266601563	1802.05224609375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	27.22818	370.88113:2785 370.93912:3129 370.98947:2074 371.96472:911 372.97723:1477 373.05524:374 373.97549:529 374.04828:228 374.91373:420 374.99777:676 375.87915:466	
54	Unknown	100	0.4383	0.5932333	0.8035167	378.9907	3333.54736328125	6291.7734375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	77.29065	378.88004:4233 378.99066:4472 379.32593:246 379.88034:855 379.98615:1398 380.34024:291 380.87994:2638 380.98871:5236 381.05341:2594 381.89697:744 381.98367:2010 382.03702:999 382.88464:1701 382.98679:5401 383.0495:2493 383.98187:1432	
55	Unknown	100	0.4383	0.5932333	0.6209	380.8797	1591.19946289063	2904.34912109375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	31.82399	380.87994:2638 380.98871:5236 381.05341:2594 381.89697:744 381.98367:2010 382.03702:999 382.88464:1701 382.98679:5401 383.0495:2493 383.98187:1432 384.0498:798 384.98367:2348 385.05286:1354	
56	Unknown	100	0.4770333	0.5932333	0.72605	380.9887	3678.06396484375	6854.01416015625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	52.09938	380.87994:2638 380.98871:5236 381.05341:2594 381.89697:744 381.98367:2010 382.03702:999 382.88464:1701 382.98679:5401 383.0495:2493 383.98187:1432 384.0498:798 384.98367:2348 385.05286:1354 385.97397:878	
57	Unknown	100	0.4770333	0.5932333	0.72605	381.0534	2076.91943359375	4084.86791992188	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	20.36172	380.87994:2638 380.98871:5236 381.05341:2594 381.89697:744 381.98367:2010 382.03702:999 382.88464:1701 382.98679:5401 383.0495:2493 383.98187:1432 384.0498:798 384.98367:2348 385.05286:1354 385.97397:878 386.05051:464	
58	Unknown	100	0.4936333	0.5932333	0.6928333	381.9837	1332.34387207031	2497.3369140625	null	[M+H]+	M + 1	isotope of 56	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	34.07603	381.89697:744 381.98367:2010 382.03702:999 382.88464:1701 382.98679:5401 383.0495:2493 383.98187:1432 384.0498:798 384.98367:2348 385.05286:1354 385.97397:878 386.05051:464 386.94525:1734	
59	Unknown	100	0.4549	0.5932333	0.7537166	382.9868	3560.60571289063	6612.32666015625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	65.27531	382.88464:1701 382.98679:5401 383.0495:2493 383.98187:1432 384.0498:798 384.98367:2348 385.05286:1354 385.97397:878 386.05051:464 386.94525:1734 387.93515:494	
60	Unknown	100	0.4881	0.5932333	0.7094333	383.0495	1707.82067871094	3220.83276367188	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.6916	382.88464:1701 382.98679:5401 383.0495:2493 383.98187:1432 384.0498:798 384.98367:2348 385.05286:1354 385.97397:878 386.05051:464 386.94525:1734 387.93515:494	
61	Unknown	100	0.4770333	0.5932333	0.72605	383.9819	1084.43420410156	2054.51342773438	null	[M+H]+	M + 1	isotope of 59	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	25.03389	383.98187:1432 384.0498:798 384.98367:2348 385.05286:1354 385.97397:878 386.05051:464 386.94525:1734 387.93515:494 388.92758:1901	
62	Unknown	100	0.4825667	0.5932333	0.7205167	384.9837	1590.84033203125	2759.28466796875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	25.12863	384.98367:2348 385.05286:1354 385.97397:878 386.05051:464 386.94525:1734 387.93515:494 388.92758:1901 389.92407:701	
63	Unknown	100	0.4770333	0.5932333	0.7315834	385.0529	1014.78900146484	1915.21667480469	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	12.98289	384.98367:2348 385.05286:1354 385.97397:878 386.05051:464 386.94525:1734 387.93515:494 388.92758:1901 389.92407:701	
64	Unknown	100	0.4659667	0.5932333	0.7481833	396.9585	1089.42346191406	2073.56567382813	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	18.13384	396.95853:1591 397.22253:571 397.97098:756 398.22617:306 398.95789:2557 399.3064:739 399.9642:761 400.30795:287 400.95239:2021 401.04416:380 401.94763:510	
65	Unknown	100	0.4659667	0.5932333	0.7481833	398.9579	1548.59301757813	2801.49780273438	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	26.87612	398.95789:2557 399.3064:739 399.9642:761 400.30795:287 400.95239:2021 401.04416:380 401.94763:510 402.95044:1630	
66	Unknown	100	0.4549	0.5932333	0.7537166	413.0099	9661.890625	19795.37890625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	215.2088	412.87997:505 413.00989:12856 413.32025:650 414.00098:2317 414.32794:224 414.87259:275 415.00763:8299 415.88208:212 416.00888:2634 417.00458:5971 418.0054:1178	
67	Unknown	100	0.4770333	0.5932333	0.72605	414.001	1746.19714355469	3313.37548828125	null	[M+H]+	M + 1	isotope of 66	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	42.49223	414.00098:2317 414.32794:224 414.87259:275 415.00763:8299 415.88208:212 416.00888:2634 417.00458:5971 418.0054:1178 418.91211:655 419.00015:678	
68	Unknown	100	0.4549	0.5932333	0.75925	415.0076	6359.685546875	12603.4169921875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	115.8592	414.87259:275 415.00763:8299 415.88208:212 416.00888:2634 417.00458:5971 418.0054:1178 418.91211:655 419.00015:678 419.31287:209 419.87509:260 419.98764:216	
69	Unknown	100	0.4825667	0.5932333	0.7094333	416.0089	1803.08862304688	3415.58447265625	null	[M+H]+	M + 1	isotope of 68	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	42.42587	415.88208:212 416.00888:2634 417.00458:5971 418.0054:1178 418.91211:655 419.00015:678 419.31287:209 419.87509:260 419.98764:216 421.00385:43993	
70	Unknown	100	0.4715	0.5932333	0.7315834	417.0046	4597.37109375	9076.5625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	104.3901	417.00458:5971 418.0054:1178 418.91211:655 419.00015:678 419.31287:209 419.87509:260 419.98764:216 421.00385:43993	
71	Unknown	100	0.41615	0.5932333	0.8145834	421.0038	30514.181640625	56627.44921875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	504.8379	421.00385:43993 422.00763:5857 422.14777:242 422.33585:261 423.00061:52966 423.67386:214 424.00256:13109 424.35883:306 424.99939:48213 426.00085:10631	
72	Unknown	100	0.4604333	0.5932333	0.6264333	422.0076	3891.71118164063	6998.25537109375	null	[M+H]+	M + 1	isotope of 71	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	81.96276	422.00763:5857 422.14777:242 422.33585:261 423.00061:52966 423.67386:214 424.00256:13109 424.35883:306 424.99939:48213 426.00085:10631 426.16229:311 426.89328:930 426.99594:21385	
73	Unknown	100	0.4549	0.5932333	0.75925	423.0006	35326.3828125	68733.5546875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	638.3876	423.00061:52966 423.67386:214 424.00256:13109 424.35883:306 424.99939:48213 426.00085:10631 426.16229:311 426.89328:930 426.99594:21385 427.28986:319 427.88861:410 427.99713:5022	
74	Unknown	100	0.4715	0.5932333	0.7371167	424.0026	8950.19921875	17511.216796875	null	[M+H]+	M + 1	isotope of 73	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	221.8316	423.67386:214 424.00256:13109 424.35883:306 424.99939:48213 426.00085:10631 426.16229:311 426.89328:930 426.99594:21385 427.28986:319 427.88861:410 427.99713:5022 428.99353:8044	
75	Unknown	100	0.4604333	0.5932333	0.74265	424.9994	33057.6640625	64656.81640625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	521.4675	424.99939:48213 426.00085:10631 426.16229:311 426.89328:930 426.99594:21385 427.28986:319 427.88861:410 427.99713:5022 428.99353:8044 429.30038:223 429.90442:519 429.99655:1263	
76	Unknown	100	0.4659667	0.5932333	0.74265	426.0009	7432.00390625	14233.9638671875	null	[M+H]+	M + 1	isotope of 75	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	176.5109	426.00085:10631 426.16229:311 426.89328:930 426.99594:21385 427.28986:319 427.88861:410 427.99713:5022 428.99353:8044 429.30038:223 429.90442:519 429.99655:1263 430.94662:854	
77	Unknown	100	0.4549	0.5932333	0.6209	426.9959	15361.2724609375	34742.44140625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	212.0085	426.89328:930 426.99594:21385 427.28986:319 427.88861:410 427.99713:5022 428.99353:8044 429.30038:223 429.90442:519 429.99655:1263 430.94662:854 431.92242:259	
