PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
166	Unknown	105	0.4604333	0.6209	0.7979833	502.9557	1806.85241699219	5517.14208984375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	27.68731	502.95816:1831 503.90283:310 503.97244:453 504.90866:563 506.93988:384	
167	Unknown	105	0.4604333	0.6209	0.8035167	526.9501	3261.20361328125	10109.7490234375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	72.91905	526.95007:3659 527.93994:531 528.93976:1938 529.0578:342 529.86322:240 529.95184:601 530.85956:721 530.97498:4041 531.95001:582	
168	Unknown	105	0.4770333	0.6209	0.7813833	552.9177	2707.642578125	7409.673828125	null	[M+H]+	M + 0	similar chromatogram in higher mz_170	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	57.63429	552.91772:4311 553.4386:210 553.92432:752 554.90991:1515 555.91376:433 556.90631:1308	
169	Unknown	105	0.4825667	0.6209	0.75925	556.9063	1171.22204589844	3405.36352539063	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.22888	556.90631:1308 557.93109:479 558.89386:1000 559.91138:290 560.9104:695 561.39471:216	
170	Unknown	105	0.4825667	0.6209	0.6485667	592.9067	1615.55895996094	3156.57836914063	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	29.33039	592.91321:1726 593.89905:758 593.96143:529 594.91254:1519 595.39014:240 595.91772:526 597.01001:3649 597.39948:210	
171	Unknown	105	0.4659667	0.6209	0.7979833	600.9281	2475.32348632813	7709.37451171875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	51.48434	600.9281:2493 601.93073:595 602.91846:936 603.92932:856 604.93561:1056	
172	Unknown	105	0.4715	0.6209	0.77585	624.9042	2582.84204101563	7828.54248046875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	39.16762	624.90417:2366 625.90259:632 626.39661:226 626.91205:2004 627.89215:575 628.4389:274 628.91437:1329	
173	Unknown	105	0.4770333	0.6209	0.7703167	626.9071	1882.67346191406	5517.36279296875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	42.88366	626.91205:2004 627.89215:575 628.4389:274 628.91437:1329 629.92285:556 630.93378:2284	
174	Unknown	105	0.4825667	0.6209	0.7537166	634.9181	1925.0126953125	4299.60693359375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	42.07271	634.44318:219 634.91809:2165 635.90857:927 636.02936:326 636.90521:1552 637.36346:259 637.91541:563 638.91101:1177	
175	Unknown	105	0.4881	0.6209	0.75925	676.9045	1765.54162597656	4821.54833984375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	44.15904	676.90454:1784 677.90558:738 677.98779:473 678.40326:304 678.62836:211 678.8988:1169 679.01013:1727 679.41211:260 679.97266:711 680.47736:226 680.92145:909	
176	Unknown	105	0.4770333	0.6209	0.7703167	692.9308	1238.47106933594	2425.99438476563	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	24.91881	692.43335:221 692.92303:1529 693.34283:201 693.43787:203 693.91595:915 694.62469:258 694.95184:1521 695.38098:309 695.89899:495 696.95813:3306 697.43933:245	
177	Unknown	105	0.4936333	0.6209	0.7537166	800.9066	1023.1416015625	2362.90014648438	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.15046	800.90656:1169 801.41187:248 801.89355:803 802.37183:276 802.88995:957 803.35126:210 803.75232:205 803.91083:634 804.89899:807 805.40796:223 805.89417:402	
178	Unknown	105	0.5047	0.6209	0.74265	870.8919	1169.06555175781	2462.921875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	21.6561	870.89709:1493 871.33734:263 871.91693:531 872.31067:230 872.43237:215 872.9021:1151 873.367:229 873.89783:854 874.2428:219 874.8927:945 875.3551:225 875.88361:466	
179	Unknown	106	0.5213	0.6264333	0.7371167	164.9216	1523.94494628906	5475.8798828125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	14.74394	164.92078:1593 164.99471:3406 165.0506:2332 165.96552:23065 166.12856:292 166.96744:4721 167.04115:778 167.07297:493 167.96428:14667 168.08109:381 168.12094:575 168.96745:791 169.03682:278 169.12196:211	
180	Unknown	106	0.4715	0.6264333	0.6762334	249.0018	1281.39208984375	3906.64111328125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	25.71562	249.0018:1492 249.97168:843 250.9874:240 251.09357:209 251.95583:212 252.02638:237 252.95213:260 253.01886:407 253.95189:1256 253.99481:493	
181	Unknown	106	0.4438333	0.6264333	0.6762334	292.942	1114.36743164063	4123.548828125	null	[M+H]+	M + 2	isotope of 159	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.59833	292.94202:1072 293.17361:233 293.94821:329 294.20505:1085 294.92581:3287 295.20908:277 295.95535:2243 296.93869:738	
182	Unknown	106	0.4825667	0.6264333	0.7371167	294.9258	3086.01953125	12277.0419921875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	74.28194	294.92581:3287 295.20908:277 295.95535:2243 296.93869:738 297.97803:554 298.10257:722 298.93835:432 299.10278:253	
183	Unknown	106	0.4493667	0.6264333	0.8201166	302.9231	7957.78173828125	28812.259765625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	159.1556	302.92307:8652 303.284:269 303.92786:806 304.92081:5409 305.92123:1003 306.29965:563 306.922:2978 307.91992:310	
184	Unknown	106	0.4549	0.6264333	0.8145834	304.9208	5109.2607421875	21441.626953125	null	[M+H]+	M + 0	similar chromatogram in higher mz_188	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	110.2209	304.92081:5409 305.92123:1003 306.29965:563 306.922:2978 307.91992:310 307.99805:215 308.91745:469 308.99176:770	
185	Unknown	106	0.4383	0.6264333	0.8311833	306.9186	3181.20922851563	14418.228515625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	73.62727	306.922:2978 307.91992:310 307.99805:215 308.91745:469 308.99176:770 309.92636:228 309.96588:404 310.90701:1110 311.00833:205	
186	Unknown	106	0.4659667	0.6264333	0.79245	326.9461	1026.55651855469	3104.716796875	null	[M+H]+	M + 0	similar chromatogram in higher mz_174; similar chromatogram in higher mz_175; similar chromatogram in higher mz_177	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	19.57885	326.94611:1146 327.94534:241 328.00385:265 328.93414:1055 329.00729:4403 330.00903:920 330.93597:609 331.00345:1329	
187	Unknown	106	0.4549	0.6264333	0.7371167	329.0073	4489.923828125	15070.751953125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	59.36597	328.93414:1055 329.00729:4403 330.00903:920 330.93597:609 331.00345:1329 331.95392:287 332.01392:271 332.94211:232 333.29846:698 333.91748:205	
188	Unknown	106	0.4659667	0.6264333	0.6762334	344.9033	1412.16162109375	5289.84130859375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	28.24323	344.90332:1360 344.98495:21465 345.31274:219 345.91556:533 345.98541:2038 346.90332:1220 346.98654:1670 347.31558:603 347.92599:616 347.99289:384 348.3114:320 348.89725:947 348.98645:1182	
189	Unknown	106	0.5600333	0.6264333	0.7979833	344.985	20009.16015625	70924.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	245.4601	344.90332:1360 344.98495:21465 345.31274:219 345.91556:533 345.98541:2038 346.90332:1220 346.98654:1670 347.31558:603 347.92599:616 347.99289:384 348.3114:320 348.89725:947 348.98645:1182 349.92468:273	
190	Unknown	106	0.4549	0.6264333	0.8145834	345.9854	2045.73388671875	6971.98974609375	null	[M+H]+	M + 1	isotope of 189	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	43.98502	345.91556:533 345.98541:2038 346.90332:1220 346.98654:1670 347.31558:603 347.92599:616 347.99289:384 348.3114:320 348.89725:947 348.98645:1182 349.92468:273 349.99179:319 350.32816:2655	
191	Unknown	106	0.5655667	0.6264333	0.6983666	348.9865	1025.3671875	2454.80126953125	null	[M+H]+	M + 0	similar chromatogram in higher mz_236; similar chromatogram in higher mz_237; similar chromatogram in higher mz_240; similar chromatogram in higher mz_178	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.29343	348.89725:947 348.98645:1182 349.92468:273 349.99179:319 350.32816:2655 351.00168:21973 351.16324:490 351.22485:369 351.32721:731 351.9137:336 352.00369:1959 352.98425:628 353.93848:502	
192	Unknown	106	0.4881	0.6264333	0.79245	357.9249	1153.83081054688	4619.53564453125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.07662	357.9249:1464 358.94495:1525 359.92847:2168 360.95032:20677 361.13217:506 361.95493:2163	
193	Unknown	106	0.4881	0.6264333	0.79245	359.9285	1783.98022460938	7747.53271484375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	35.6796	359.92847:2168 360.95032:20677 361.13217:506 361.95493:2163 362.94992:3677 363.32471:217 363.9505:486 364.34192:2704	
194	Unknown	106	0.5766333	0.6264333	0.7039	360.9503	19740.27734375	64033.37890625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	240.7251	360.95032:20677 361.13217:506 361.95493:2163 362.94992:3677 363.32471:217 363.9505:486 364.34192:2704 364.95062:1467 365.10101:258 365.34442:586 365.9451:480	
195	Unknown	106	0.4493667	0.6264333	0.8201166	361.9549	2134.18359375	7555.5908203125	null	[M+H]+	M + 1	isotope of 194	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	46.42078	361.95493:2163 362.94992:3677 363.32471:217 363.9505:486 364.34192:2704 364.95062:1467 365.10101:258 365.34442:586 365.9451:480	
196	Unknown	106	0.4438333	0.6264333	0.74265	368.9514	34502.578125	120815.1875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	620.6948	368.95145:37970 369.12054:918 369.2959:1095 369.95566:3319 370.30154:469 370.94867:20132 371.11938:529 371.24152:353 371.30292:254 371.95004:5016 372.94855:12764	
197	Unknown	106	0.4549	0.6264333	0.8035167	369.9557	3182.177734375	12107.28125	null	[M+H]+	M + 1	isotope of 196	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	64.48241	369.95566:3319 370.30154:469 370.94867:20132 371.11938:529 371.24152:353 371.30292:254 371.95004:5016 372.94855:12764 373.95181:1641 374.94406:1049	
198	Unknown	106	0.4493667	0.6264333	0.8201166	370.9487	19124.09765625	67356.96875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	277.6051	370.94867:20132 371.11938:529 371.24152:353 371.30292:254 371.95004:5016 372.94855:12764 373.95181:1641 374.94406:1049 375.92044:569	
199	Unknown	106	0.5323667	0.6264333	0.7647833	371.95	4634.74462890625	17211.56640625	null	[M+H]+	M + 1	isotope of 198	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	109.9076	371.95004:5016 372.94855:12764 373.95181:1641 374.94406:1049 375.92044:569 376.92343:3905	
200	Unknown	106	0.4383	0.6264333	0.84225	372.9485	12974.357421875	44849.6328125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	283.5843	372.94855:12764 373.95181:1641 374.94406:1049 375.92044:569 376.92343:3905 377.09634:205 377.33633:361	
201	Unknown	106	0.4659667	0.6264333	0.7979833	373.9518	1408.52026367188	4385.40966796875	null	[M+H]+	M + 1	isotope of 200	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	35.01403	373.95181:1641 374.94406:1049 375.92044:569 376.92343:3905 377.09634:205 377.33633:361 377.9509:961 378.33304:240 378.90521:1505	
202	Unknown	106	0.4659667	0.6264333	0.80905	376.9234	3948.97900390625	12465.9462890625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	92.98792	376.92343:3905 377.09634:205 377.33633:361 377.9509:961 378.33304:240 378.90521:1505 379.897:349 380.33295:258 380.88748:819 380.94849:652 381.08356:316	
203	Unknown	106	0.4549	0.6264333	0.6928333	377.9449	1057.31225585938	3415.06103515625	null	[M+H]+	M + 1	isotope of 202	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	25.90112	377.9509:961 378.33304:240 378.90521:1505 379.897:349 380.33295:258 380.88748:819 380.94849:652 381.08356:316	
204	Unknown	106	0.4825667	0.6264333	0.7979833	384.9255	9825.3037109375	30211.578125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	196.5061	384.92551:11045 385.93188:1163 386.92294:7655 387.92603:1424 388.9231:4851 389.92136:778	
205	Unknown	106	0.4438333	0.6264333	0.8311833	386.9229	6743.62451171875	22478.6328125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	155.2686	386.92294:7655 387.92603:1424 388.9231:4851 389.92136:778 390.92398:751 390.98474:538 391.35376:290	
206	Unknown	106	0.4549	0.6264333	0.80905	388.9226	4580.5078125	16001.3515625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	76.34726	388.9231:4851 389.92136:778 390.92398:751 390.98474:538 391.35376:290 391.93564:208 392.34338:486 392.90677:1035 392.9819:474	
207	Unknown	106	0.5157667	0.6264333	0.74265	400.9035	1494.59692382813	3836.39086914063	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	29.89194	400.9035:1608 401.89243:310 401.9361:235 402.90472:1279 403.91501:215 404.92532:1621	
208	Unknown	106	0.4549	0.6264333	0.80905	411.0088	2638.97412109375	8249.5234375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	37.64386	410.93896:1101 411.00882:2986 411.17535:204 411.93106:378 412.01419:617 412.93478:791 413.00299:837 413.32495:687 413.96219:272 414.33661:259 414.9259:269 415.00839:241	
209	Unknown	106	0.4549	0.6264333	0.8145834	450.9545	15306.3486328125	45600.62890625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	265.3565	450.9545:16113 451.95673:1655 452.39435:1788 452.95105:10190 453.38751:486 453.95456:2615 454.392:251 454.95126:6241 455.95166:978	
210	Unknown	106	0.4770333	0.6264333	0.7869167	451.9555	1870.97180175781	5520.203125	null	[M+H]+	M + 1	isotope of 209	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	43.33688	451.95673:1655 452.39435:1788 452.95105:10190 453.38751:486 453.95456:2615 454.392:251 454.95126:6241 455.95166:978 456.93762:593	
211	Unknown	106	0.4991667	0.6264333	0.77585	452.951	8926.9892578125	25838.064453125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	194.6233	452.95105:10190 453.38751:486 453.95456:2615 454.392:251 454.95126:6241 455.95166:978 456.93762:593 457.34982:517 457.90829:454	
212	Unknown	106	0.4825667	0.6264333	0.7703167	453.9546	2438.47998046875	6740.283203125	null	[M+H]+	M + 1	isotope of 211	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	58.57283	453.95456:2615 454.392:251 454.95126:6241 455.95166:978 456.93762:593 457.34982:517 457.90829:454 458.36014:241 458.92599:3531	
213	Unknown	106	0.4991667	0.6264333	0.77585	454.9513	5938.71875	17369.033203125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	138.8742	454.95126:6241 455.95166:978 456.93762:593 457.34982:517 457.90829:454 458.36014:241 458.92599:3531 459.94598:905	
214	Unknown	106	0.4659667	0.6264333	0.79245	466.9296	5162.443359375	14586.8798828125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	103.2489	466.92957:6074 467.9353:679 468.92435:5138 469.93433:991 470.92532:2870 471.91354:475	
215	Unknown	106	0.4770333	0.6264333	0.7869167	468.9243	4215.275390625	11907.5439453125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	84.3055	468.92435:5138 469.93433:991 470.92532:2870 471.91354:475 471.95895:343 472.91922:568 472.99594:338 473.90381:229	
216	Unknown	106	0.4770333	0.6264333	0.77585	470.9253	2647.3798828125	8007.71728515625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	66.55334	470.92532:2870 471.91354:475 471.95895:343 472.91922:568 472.99594:338 473.90381:229 474.90802:727	
217	Unknown	106	0.4825667	0.6264333	0.7703167	493.0078	2098.60375976563	5129.787109375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	35.30334	493.00775:2670 493.86392:218 494.01733:621 494.99261:550 495.88773:256 496.00247:218 496.42184:773 496.91302:410 497.42258:334 497.92914:229	
218	Unknown	106	0.4936333	0.6264333	0.75925	525.9534	1580.82800292969	4249.1298828125	null	[M+H]+	M + 1	isotope of 272	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	38.82764	525.95337:1603 526.07532:205 526.42212:343 526.94897:2978 527.94379:634 528.94427:2254 529.93872:634	
219	Unknown	106	0.4715	0.6264333	0.7813833	532.9569	14295.2802734375	36343.34375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	255.3233	532.95691:16410 533.96069:2134 534.95319:11153 535.48291:242 535.95703:2667 536.95276:6755 537.94794:1138	
220	Unknown	106	0.5102333	0.6264333	0.7537166	534.9532	9038.90625	20656.228515625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	136.4422	534.95319:11153 535.48291:242 535.95703:2667 536.95276:6755 537.94794:1138 538.94708:1013 539.91412:493	
221	Unknown	106	0.5213	0.6264333	0.74265	535.957	2559.24291992188	6351.14453125	null	[M+H]+	M + 1	isotope of 220	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	63.36446	535.48291:242 535.95703:2667 536.95276:6755 537.94794:1138 538.94708:1013 539.91412:493 540.44751:419 540.9314:2774	
222	Unknown	106	0.5213	0.6264333	0.74265	536.9528	5809.62158203125	14173.0556640625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	108.6432	536.95276:6755 537.94794:1138 538.94708:1013 539.91412:493 540.44751:419 540.9314:2774 541.92737:687	
223	Unknown	106	0.4715	0.6264333	0.7703167	548.9294	5347.17822265625	13422.2109375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	102.6075	548.92938:6111 549.93384:1101 550.41901:310 550.93195:4524 551.92834:1620 552.92822:3917 553.43298:266 553.91309:738	
224	Unknown	106	0.5932333	0.6264333	0.7869167	550.9319	4059.19189453125	8937.345703125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	91.09011	550.93195:4524 551.92834:1620 552.92822:3917 553.43298:266 553.91309:738 554.01367:248 554.42841:216 554.91455:1510 555.92175:469	
225	Unknown	106	0.4825667	0.6264333	0.7703167	551.9283	1235.74267578125	2784.80590820313	null	[M+H]+	M + 1	isotope of 224	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	19.27341	551.92834:1620 552.92822:3917 553.43298:266 553.91309:738 554.01367:248 554.42841:216 554.91455:1510 555.92175:469 556.91571:1079	
226	Unknown	106	0.4936333	0.6264333	0.74265	564.9063	1196.59436035156	2735.58227539063	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	28.55219	564.90625:1487 565.92584:463 566.91467:1319 567.91064:501 568.92682:1487 569.89465:547	
227	Unknown	106	0.4936333	0.6264333	0.75925	566.9086	1281.94543457031	3178.27416992188	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	16.60897	566.91467:1319 567.91064:501 568.92682:1487 569.89465:547 570.43787:344 570.89771:1039 571.4021:291	
228	Unknown	106	0.4715	0.6264333	0.7703167	608.9401	2809.44067382813	7682.50244140625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	48.39905	608.94415:2807 609.94073:831 610.93909:2287 611.40289:243 611.93604:709 612.3927:241 612.97217:2669 613.41193:240	
229	Unknown	106	0.4604333	0.6264333	0.8035167	616.949	3824.68603515625	8429.955078125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	68.75951	616.94897:4625 617.42377:208 617.95752:1667 618.95343:3021 619.93079:634 620.42786:288 620.90936:1000 621.91437:632	
230	Unknown	106	0.4770333	0.6264333	0.77585	632.9299	2241.66333007813	5206.68359375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	34.33903	632.9259:2519 633.92358:810 634.59344:263 634.92145:2007 635.91034:603 635.99194:318 636.91254:1348 637.42407:272 637.89532:550	
231	Unknown	106	0.4936333	0.6264333	0.7537166	674.9121	1520.298828125	3572.66381835938	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.81762	674.90942:1726 675.40887:239 675.89038:670 675.96106:488 676.90387:2007 677.45306:270 677.89923:839 678.00513:243 679.00336:2779 679.37225:262	
232	Unknown	106	0.4881	0.6264333	0.75925	682.9258	2030.40283203125	5832.21630859375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	28.11352	682.92578:2034 683.93781:552 684.91705:843 685.44135:242 685.91174:749 686.43549:209 686.92017:752 687.35834:225	
233	Unknown	106	0.4881	0.6264333	0.75925	690.9414	1868.82946777344	4784.947265625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	31.36183	690.94141:2132 691.44324:277 691.92291:583 692.45685:240 692.93018:1584 693.41461:218 693.93469:581 694.39111:238 694.6189:229 694.96289:1870	
234	Unknown	106	0.5213	0.6264333	0.7371167	706.9014	2030.43481445313	5086.55078125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	35.10073	706.90137:2218 707.3681:394 707.90857:522 708.63361:270 708.901:1451 709.37891:253 709.91632:797 710.42438:243 710.91943:1165 711.40778:240	
235	Unknown	106	0.4881	0.6264333	0.75925	708.9059	1456.66882324219	3341.82495117188	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	26.67604	708.63361:270 708.901:1451 709.37891:253 709.91632:797 710.42438:243 710.91943:1165 711.40778:240 711.90662:584 712.39832:263 712.47675:227 712.94:1834 713.38702:223	
236	Unknown	106	0.5047	0.6264333	0.6596333	758.9081	1077.63830566406	2123.81127929688	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	25.4022	758.90814:1147 759.39966:212 759.93213:576 760.38879:217 760.99518:1571 761.39777:243 761.92816:590 762.00958:508 762.38379:224 762.91321:727 763.89374:566	
237	Unknown	106	0.4991667	0.6264333	0.7481833	772.9414	1100.63171386719	2002.6591796875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	16.10373	772.94141:2004 773.45514:204 773.91339:604 774.93036:1317 775.39453:277 775.90381:802 776.07471:210 776.4007:386 776.95715:1476 777.37933:230 777.49054:242 777.89838:474	
238	Unknown	106	0.4991667	0.6264333	0.74265	778.9618	2314.49096679688	4643.49609375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	44.27944	778.96179:3213 779.38385:249 779.93085:969 780.42108:321 780.9361:1912 781.4389:256 781.94067:895 782.40912:234 782.94855:1199 783.36963:244 783.50177:377 783.9104:507	
239	Unknown	106	0.4991667	0.6264333	0.7481833	790.9037	1195.19604492188	2628.04443359375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	19.47938	790.90369:1472 791.45355:232 791.91058:931 792.38251:370 792.92206:1226 793.35187:247 793.90442:409 794.33038:270 794.9278:1439	
240	Unknown	106	0.5047	0.6264333	0.7315834	794.9278	1049.15026855469	2012.25720214844	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	17.0143	794.9278:1439 795.91852:783 796.92499:1618 797.3717:209 797.92694:581 798.3717:236 798.91693:1584 799.3819:307 799.51099:203 799.91132:620	
241	Unknown	106	0.4936333	0.6264333	0.7537166	796.925	1041.19323730469	2045.56567382813	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.52086	796.92499:1618 797.3717:209 797.92694:581 798.3717:236 798.91693:1584 799.3819:307 799.51099:203 799.91132:620 800.01862:235 800.90021:1171 801.39154:243 801.87402:470	
242	Unknown	107	0.5711	0.6319667	0.82565	104.9929	167934.671875	661724.9375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	753.145	104.99286:173740 105.99554:3881 106.99635:800 107.06995:1081 107.96653:477	
243	Unknown	107	0.4825667	0.6319667	0.7371167	105.9955	3530.98583984375	13802.5146484375	null	[M+H]+	M + 1	isotope of 242	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	45.76612	105.99554:3881 106.99635:800 107.06995:1081 107.96653:477	
244	Unknown	107	0.5213	0.6319667	0.74265	120.9663	7387.8125	27197.90625	null	[M+H]+	M + 0	similar chromatogram in higher mz_245; similar chromatogram in higher mz_246; similar chromatogram in higher mz_248; similar chromatogram in higher mz_249; similar chromatogram in higher mz_252; similar chromatogram in higher mz_184; similar chromatogram in higher mz_185; similar chromatogram in higher mz_186; similar chromatogram in higher mz_191; similar chromatogram in higher mz_255; similar chromatogram in higher mz_196; similar chromatogram in higher mz_198; similar chromatogram in higher mz_205; similar chromatogram in higher mz_206; similar chromatogram in higher mz_207; similar chromatogram in higher mz_208; similar chromatogram in higher mz_260; similar chromatogram in higher mz_262; similar chromatogram in higher mz_263; similar chromatogram in higher mz_209; similar chromatogram in higher mz_211; similar chromatogram in higher mz_213; similar chromatogram in higher mz_266; similar chromatogram in higher mz_214; similar chromatogram in higher mz_215; similar chromatogram in higher mz_216; similar chromatogram in higher mz_217; similar chromatogram in higher mz_267; similar chromatogram in higher mz_271; similar chromatogram in higher mz_272; similar chromatogram in higher mz_219; similar chromatogram in higher mz_223; similar chromatogram in higher mz_228; similar chromatogram in higher mz_172; similar chromatogram in higher mz_232	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	106.019	120.96627:7897 121.05089:21518 121.15057:512 121.96827:829 122.05368:1320 122.94716:1871 123.96673:311 124.02482:3015 124.93858:1711 124.98196:385 125.02512:469 125.94227:614	
