,m/z,rt,peak area
210,215.2549,4.94,6048982.45357259
211,216.0485,5.84,652351.0979817708
212,216.0485,5.96,755537.7519531249
213,216.1349,4.76,788301.455078125
214,216.1436,4.86,209610.62060546875
215,216.1954,4.14,106601.63496907552
216,216.256,4.72,266947.3024902344
217,217.0446,21.15,192859.60388183594
218,217.1054,4.55,2533454.329305013
219,217.1227,7.0,129251.19173177083
220,218.115,4.54,261883.88505045572
221,218.1412,3.53,279937.3616536458
222,218.1674,5.04,263062.590250651
223,219.0506,6.12,1174269.5104166667
224,219.0506,6.24,1332389.5794270833
225,219.147,7.55,3254680.4772135415
226,219.147,7.69,4205717.7949625645
227,219.147,7.83,4347015.246704101
228,219.182,9.55,137907.2659505208
229,221.1193,10.52,114935.50370279947
230,221.137,3.87,338114.6429036458
231,221.137,6.9,877181.8828125
232,221.1458,7.05,282982.3059895833
233,221.1547,7.22,153416.5166015625
234,221.1547,10.19,194338.74686686197
235,221.1635,6.63,388274.6207682292
236,221.1635,8.28,1682512.7561848955
237,221.1635,8.41,1782126.3640136719
238,221.1635,8.54,1892553.754720052
239,222.1121,5.08,196962.8809000651
240,222.1477,5.83,115996.03206380208
241,222.1654,8.25,174609.69254557294
242,223.1183,7.93,818462.8059895833
243,223.1183,8.06,762971.666015625
244,223.1183,8.19,818462.8059895833
245,223.1362,6.91,304405.314453125
246,223.154,4.23,2682087.0701497393
247,224.1291,8.48,5014183.936848958
248,224.1291,8.83,5118895.917968749
249,224.156,4.21,255907.4854736328
250,225.0454,7.36,100676.2814127604
251,225.1354,8.43,928412.0588378905
252,225.1354,8.54,913285.8549397785
253,225.1354,8.66,928412.0588378905
254,225.1444,5.7,161454.20381673175
255,225.1894,8.72,127346.91308593749
256,225.1984,8.37,5532084.52734375
257,225.1984,8.5,7682255.25447591
258,226.1282,8.49,221591.79850260416
259,226.1282,8.61,260306.58300781247
260,226.1463,4.65,140444.8186848958
261,226.1463,4.8,224331.8584391276
262,226.1643,3.64,100882.49841308594
263,226.2005,8.36,760573.4536132812
264,226.2005,8.48,1044513.0970052085
265,226.2005,8.59,1118233.2501627603
266,226.2186,11.09,327372.5129801432
267,226.2186,11.22,351969.80480957025
268,227.1253,4.22,1632496.732462565
269,227.1253,4.39,2001829.3088378906
