,m/z,rt,peak area
602,653.6597,17.79,479012.5
603,653.6597,17.91,583851.6695556641
604,663.671,19.28,4281642.235026041
605,664.6806,19.28,1420762.4892578125
606,666.4643,19.28,1254471.841796875
607,666.4643,19.39,1783830.033854167
608,666.4643,19.56,1801086.0176595051
609,674.5098,12.26,278999.19905598956
610,682.4887,19.28,2658475.4674479165
611,682.4887,19.43,4024398.3567708326
612,682.4887,19.6,4089833.9949951167
613,682.4887,19.72,4321022.463826497
614,683.4449,18.39,1782832.9686279297
615,683.4449,18.55,2157454.893880208
616,683.4449,18.67,2229707.7638346353
617,683.4996,19.32,229162.40901692706
618,684.4297,18.39,729504.7252604166
619,684.4297,18.52,914577.1002604167
620,688.4384,19.23,147712.59521484375
621,690.5897,17.28,122578.98763020834
622,690.5897,17.47,122658.74047851562
623,701.419,18.61,261619.514851888
624,701.419,19.24,622452.0094401041
625,701.419,19.36,644927.3738606771
626,705.499,18.87,421408.27099609375
627,707.6186,19.82,2309118.698486328
628,707.6186,19.95,1918597.0517578125
629,707.6186,20.2,1973220.1699218752
630,707.6186,20.32,2309118.698486328
631,708.525,19.33,565687.5017903645
632,708.61,19.84,1070463.864542643
633,708.61,19.96,992111.1132812501
634,708.61,20.12,1070463.864542643
635,709.5176,19.27,642176.5240885416
636,709.5176,19.39,1046223.3525390624
637,709.5176,19.51,1062165.001627604
638,709.5176,19.63,1069089.8388671873
639,721.74,19.27,9798650.516927082
640,721.74,19.39,13926179.135416666
641,723.59,17.41,185158.2063802083
642,723.7347,19.25,489203.6015625
643,723.7347,19.38,316306.96484374994
644,731.6225,17.48,577107.64453125
645,734.6135,16.37,137652.81201171875
646,734.6135,17.27,171799.61271158853
647,734.6135,17.43,234364.3069661458
648,734.6135,17.63,131928.3186848958
649,734.6135,17.84,110463.97436523438
650,736.5554,19.33,333905.27685546875
651,737.5578,19.27,280755.5987141927
652,737.5578,19.39,324826.11690266925
653,739.5075,19.62,111351.83666992186
654,757.6518,18.62,632238.7278645834
655,757.6518,18.74,569417.8226318359
656,757.6518,18.86,632238.7278645834
657,758.6526,18.65,215946.3683268229
658,764.5625,18.52,1798295.6979573565
659,764.5625,18.72,1787290.1361083982
660,764.5625,18.84,1777005.1482747395
661,764.5625,19.25,1798295.6979573565
662,764.5625,19.37,373044.2271728515
663,767.4426,19.25,1259041.5032552083
664,767.4426,19.38,1356065.9431559243
665,767.4426,19.53,1480245.9874674478
666,767.4426,19.67,1539385.187174479
667,768.4563,19.4,124918.603515625
668,768.61,18.2,260221.81547037757
669,768.61,18.44,547354.8033854166
670,799.4971,16.2,796040.8583984374
671,799.4971,16.32,840647.7302246094
672,800.5211,16.2,341007.7235107422
673,976.6603,17.26,258929.7589518229
674,976.6603,17.59,562360.1920166016
675,976.6603,17.72,645945.9313151041
676,981.595,17.59,296026.11474609375
677,982.6163,17.58,178133.921875
678,997.5861,17.59,241793.20564778644
679,998.5842,17.58,133146.96761067706
680,1018.675,17.59,1348256.5818684895
681,1019.6942,17.59,382412.1602376302
682,1019.6942,17.72,434061.85119628906
683,1019.7757,19.62,1020698.6100260416
684,1019.7757,19.75,970268.592610677
685,1019.7757,19.88,957741.999674479
686,1019.7757,20.0,1020698.6100260416
687,1019.7757,20.55,158129.06217447916
688,1020.7552,19.66,571862.9593098958
689,1063.6878,17.7,140791.25687662757
690,1096.0374,19.38,308292.9202067058
691,1097.0462,19.38,221602.63753255206
692,1152.093,20.29,416621.40722656244
693,1152.093,20.42,472426.63183593744
694,1153.1073,20.29,366002.55550130206
695,1154.1224,20.3,114568.02075195312
696,1194.8009,18.45,1155710.0427246094
697,1194.8009,18.58,1316094.4287109373
698,1195.8049,18.45,958914.7368977863
699,1195.8049,18.56,1049572.0890299478
700,1196.8098,18.44,376307.4546712239
701,1199.7815,18.45,725810.7425130208
702,1199.7815,18.57,751188.1214192708
703,1199.9735,19.38,1066199.454752604
704,1199.9735,19.5,1202632.7290039065
705,1200.7897,18.44,544943.5475260416
706,1200.7897,18.56,588934.3271077474
707,1200.9819,19.38,908728.475423177
708,1200.9819,19.53,997185.7696533203
709,1201.7988,18.44,187641.6306966146
710,1201.9911,19.37,361426.9485270182
711,1216.7449,18.44,397886.35237630206
712,1216.7449,18.57,428336.8909505208
713,1217.7674,18.44,156194.31612141925
714,1221.9636,19.37,940728.6373697916
715,1221.9636,19.51,1006908.3700764973
716,1223.9693,19.38,268753.51741536456
717,1235.8252,18.44,2040978.2296549478
718,1235.8252,18.67,2052231.8190104165
719,1236.8637,18.45,1669071.6539713542
720,1237.8535,18.44,591898.9609375
721,1237.8535,18.56,698931.2003173828
722,1238.8442,18.45,152198.84326171875
723,1325.908,19.28,1865131.032063802
724,1325.908,19.45,2030230.0183105469
725,1326.916,19.27,1702924.1457519531
726,1326.916,19.4,1824238.3276367185
727,1326.916,19.53,1876478.3634440103
728,1327.9248,19.27,689650.1278076172
729,1327.9248,19.39,792909.917643229
