,m/z,rt,peak area
146,239.2404,15.71,1171779.069173177
147,240.0168,0.65,309057.88920084643
148,240.2377,15.59,126173.98518880208
149,240.2665,5.13,479373.9329427083
150,240.9884,0.62,674935.1658528645
151,240.9884,0.74,741741.5469563801
152,242.2836,5.25,87810369.92415364
153,242.2836,5.4,419994462.04687494
154,242.2836,5.76,420806661.80208325
155,242.4193,5.25,56183157.07682292
156,243.2838,5.35,74003506.75
157,243.2838,5.71,1246405.546875
158,243.4298,5.41,5291820.295410156
159,244.2296,5.25,335617.00830078125
160,244.2882,5.24,14293323.83203125
161,244.2882,5.36,11624169.830078123
162,244.2882,5.52,14293323.83203125
163,244.425,5.35,451919.1685384114
164,245.2967,5.32,494655.06917317706
165,245.2967,5.46,576328.4052734376
166,247.168,6.4,235951.30371093747
167,249.1832,11.33,283558.8172607422
168,249.1832,11.46,356221.4630533854
169,251.1645,7.9,189715.75537109375
170,251.1846,5.16,426859.2593587239
171,253.2122,12.23,1395116.609863281
172,253.2122,12.44,382851.3014322917
173,254.2169,12.28,258648.01285807288
174,255.0113,6.64,606256.6389567058
175,255.0113,6.75,652437.5561523436
176,256.228,7.16,136271.1144205729
177,256.2997,5.76,6780261.377604166
178,256.2997,5.95,7329749.909586588
179,256.2997,6.11,7342577.151855468
180,256.967,0.62,1451383.3671875002
181,256.967,0.75,1705486.6798502603
182,256.967,21.06,308371.2305908203
183,257.2344,7.17,2168782.3675130205
184,257.2344,7.31,2304051.139770508
185,257.2344,7.44,2451505.002970377
186,257.2652,5.43,151016.88167317706
187,257.3064,5.76,1085259.6679687498
188,257.3064,5.87,1238432.5799153647
189,258.0898,4.18,171867.90218098956
190,258.1517,9.84,215993.6231282552
191,258.2757,4.64,3652748.1835937495
192,258.2757,5.05,2335088.9677734366
193,259.2797,4.65,1405020.0743001301
194,259.2797,4.83,1431781.8175455728
195,259.2797,5.05,344331.7151692708
196,262.2104,4.58,161197.40995279944
197,267.1758,12.03,310421.4886067709
198,267.272,16.53,606878.4953613281
199,267.272,16.65,756286.8819986979
200,272.2352,12.24,335172.1725260416
201,272.2352,12.41,170580.7322591146
202,272.257,4.71,1717368.098795573
203,272.257,14.88,214551.91194661456
204,273.2389,12.67,138098.3075358073
205,273.2607,4.78,222399.92740885416
206,274.1036,5.92,6201248.799235025
207,274.1036,6.13,6744754.86376953
208,274.2791,9.96,794900.9554036459
209,274.2791,10.13,102743.37145996094
210,275.1032,5.92,955615.1953124999
211,275.1032,6.05,967697.605143229
212,275.1582,4.59,323678.8520914713
213,276.25,5.46,214410.21643066406
214,276.25,5.62,2709626.7102864585
215,276.25,5.86,158496.33548990884
216,276.261,5.79,438990.4078776041
217,277.1797,11.08,264256.6514892578
218,277.1797,11.2,503620.2396240234
219,277.1797,11.32,520745.1334635416
220,277.2462,5.62,391248.58430989576
221,278.2461,5.62,850740.0305582681
222,278.2461,5.76,855868.0830078124
223,280.167,11.94,367714.3649088541
224,280.167,12.13,1063930.3381347656
225,280.167,12.26,1292774.9310709636
226,280.2679,14.84,675972.1872151692
227,280.2679,14.99,722852.4469401041
228,280.2679,15.12,734792.6801757812
229,281.2449,13.86,1049844.1861979167
230,281.2449,13.98,1581533.2716471353
231,282.0109,0.62,585956.0426432291
232,282.2479,13.84,171274.29557291663
233,282.2817,15.56,1813615.0481770835
234,282.2817,15.7,2046789.2123209636
235,282.2817,15.81,2681631.5217285156
236,282.2817,15.94,3012633.4694010415
237,282.2817,16.06,3177432.8225911455
238,283.1752,3.73,118359.41129557292
239,283.1978,8.26,371764.1598307292
240,283.2091,8.38,116688.01888020831
241,283.2658,14.07,764560.6484375
242,283.2658,14.19,1065329.5849609375
243,283.2658,14.31,1242714.552734375
244,283.2658,14.44,1249914.238647461
245,283.2658,14.75,101570.97045898438
246,283.2771,15.56,162459.67114257812
247,283.2771,15.69,295797.7854003906
248,284.185,8.29,128328.43896484374
249,284.2987,16.19,1396101.7421875
250,284.2987,16.32,2253002.6826985674
251,284.2987,16.44,2609910.256835938
252,284.2987,16.57,2650587.6790771484
253,285.1757,13.53,226404.41569010416
254,285.3012,16.18,252844.52506510413
255,285.3012,16.31,413281.0452067057
256,286.25,8.13,786321.9054361979
257,286.25,8.26,705978.7653401692
258,286.25,8.41,786321.9054361979
259,288.1224,6.14,4516265.0126953125
260,288.1224,6.31,4925165.6350911455
261,288.1224,6.49,4926945.271606445
262,288.2492,12.31,203376.9446614583
263,288.2492,12.42,288982.9180501302
264,288.2492,12.54,293456.47607421875
265,288.2492,12.66,390202.4538574219
266,288.2492,12.79,254249.15445963544
267,288.2953,4.78,337348.8092447916
268,289.1268,6.26,126820.54227701822
269,289.173,9.84,221380.8592122396
270,290.1811,9.86,6036061.231079102
271,290.1811,9.98,6191233.699869791
272,290.1811,10.09,7074266.220336913
273,290.1811,10.22,7098150.009765623
274,290.1811,10.34,7152144.372599283
275,291.181,9.85,1008001.8809000651
276,291.181,9.98,1060759.1419270833
277,291.1926,11.09,249412.76220703125
278,291.2392,9.74,120155.72298177083
279,292.1727,9.86,1781876.9477539062
280,292.1727,9.98,1800204.7275390623
281,292.2428,4.95,170716.19482421875
282,293.1795,9.84,296820.83300781244
283,293.2146,12.25,483013.37988281244
284,293.2146,12.38,358474.97949218744
285,293.2146,12.55,125787.23453776039
286,294.2015,9.79,151583.02913411456
287,295.2153,10.58,148875.72526041666
288,295.2271,12.67,305844.62849934894
289,296.2325,12.67,183107.21919759113
290,297.2295,11.06,624778.0478515624
291,297.2295,11.2,882558.876627604
292,297.9914,0.62,416449.6920572916
293,298.3492,8.36,407336.0813802083
294,299.1857,13.53,207932.43505859375
295,300.0246,0.61,648302.8966878254
296,300.2047,3.7,590845.9664713541
297,300.2647,13.83,336980.18819173175
298,300.2647,13.95,465395.73046874994
299,300.2887,16.05,105440.68326822916
300,301.0223,0.61,240828.93261718747
301,301.1427,11.93,136094.91658528644
302,301.1427,12.12,253981.0305989583
303,301.1789,11.02,191130.17281087238
304,301.215,16.04,110028.67574055989
305,301.2873,11.11,127174.13932291666
306,302.2409,7.85,423008.64644368493
307,302.2409,7.97,528428.774251302
308,302.3013,12.01,336533.52701822924
309,303.1853,13.53,148029.53877766925
310,303.2581,14.38,470543.3343098958
311,305.2173,6.4,1534550.7213541665
312,305.2173,6.52,1664407.680989583
313,305.2173,6.64,1807473.9654134111
314,306.2201,6.4,254633.44388834637
315,306.2813,16.19,148392.8955078125
316,308.0629,7.47,144823.82006835938
317,308.2971,15.83,1417486.4822591147
318,308.2971,15.95,2003947.6529947915
319,308.2971,16.08,2374269.401163737
320,309.211,10.66,758857.1647135417
321,309.211,10.8,937428.4468994141
322,309.2234,6.12,426369.75960286456
323,309.2234,6.24,423010.51806640625
324,309.2234,6.36,426369.75960286456
325,309.2976,15.83,320090.7854817709
326,309.2976,15.97,411900.9970703125
327,310.2144,10.63,135998.1551106771
328,310.2393,12.86,578369.0915120442
329,310.2393,13.0,914873.8671874999
330,310.3137,16.45,776511.8450520833
331,310.3137,16.58,1005458.0963134766
332,310.3137,16.69,1108321.7244466147
333,311.1838,8.85,161349.20572916666
334,311.246,12.86,123816.78287760416
335,311.3083,16.45,154986.42346191406
336,312.331,17.09,2312260.9082031245
337,312.331,17.25,2518040.795735677
338,312.331,17.36,2530187.503784179
339,313.0565,6.62,175986.67045084634
340,313.1441,12.04,597018.502766927
341,313.1441,12.17,658779.7954101561
342,313.3321,17.08,433581.7951660156
343,314.2735,15.59,549997.4713541666
344,314.2735,15.71,715526.2898763021
345,316.0004,0.65,947533.7271321614
346,316.1395,4.18,598379.8468424479
347,317.1146,4.91,1075822.2854817708
348,318.271,8.08,2205551.2838948565
349,318.271,8.2,1365499.4381510417
350,318.271,8.35,2071319.1997070315
351,318.271,8.47,2205551.2838948565
352,318.2965,14.06,119202.16589355469
353,319.2783,8.19,235946.95943196616
354,320.212,13.53,903581.8723958333
355,320.212,13.65,1137125.929321289
356,320.212,13.77,1330391.6977539062
357,320.276,14.38,354182.83740234375
358,321.2126,13.53,210860.02636718747
359,321.2383,13.83,540704.3678385416
360,321.2383,13.95,1073364.1232096353
361,322.0746,7.54,139335.91097005206
362,322.1519,5.21,248963.49117024738
363,322.9905,0.63,351782.6833496094
364,323.2619,14.05,240292.9661458333
365,325.1683,13.53,177649.528116862
366,325.2073,5.06,149324.8126627604
367,325.2073,10.36,126122.93408203124
368,325.2333,14.39,605246.7840983071
369,325.2333,14.51,650261.5921630859
370,326.2366,10.66,126226.11551920572
371,326.2496,6.16,109995.01497395833
372,327.0074,8.79,239385.92610677084
373,329.0016,8.79,226587.3320719401
374,329.2386,16.94,125632.52018229166
375,330.2806,12.24,1017386.9833984374
376,330.2806,12.39,807218.3720703124
377,330.2806,12.55,839771.2575276692
378,330.2806,12.67,1017386.9833984374
379,330.3334,13.65,259767.00553385416
380,331.2861,15.38,1361323.7154947915
381,331.2861,15.59,26242316.231770832
382,331.2861,15.71,30657804.41601562
383,331.2861,15.82,35165698.74674479
384,331.2861,15.95,35292207.371053055
385,331.4452,15.6,1090927.875
386,332.2948,15.59,5248043.876261393
387,332.2948,15.8,420648.9791666666
388,332.3346,12.83,357225.9291585286
389,332.3346,12.96,445111.71834309894
390,333.2931,15.59,727716.2101643881
391,333.2931,15.71,822995.2802734375
392,334.3079,17.08,261270.61816406247
393,335.2318,9.79,249565.3037109375
394,335.2318,10.59,687407.4850260415
395,335.2318,10.71,889425.1837565104
396,336.239,10.57,130493.6251627604
397,336.3062,14.66,125137.91044108072
398,337.1548,8.17,108683.66715494792
399,337.2087,11.94,2102989.92578125
400,337.2087,12.06,2440077.924153646
401,337.2087,12.21,2313497.5160319014
402,337.2087,12.32,2440077.924153646
403,337.2087,12.44,228383.25541178387
404,338.2219,11.94,124623.68619791666
405,338.2219,12.13,225166.56005859375
406,338.3166,14.81,281417.8277994792
407,338.3436,17.21,5937313.643229167
408,338.3436,17.35,7012785.430257162
409,338.3436,17.5,7111796.545328775
410,338.3436,17.63,7679459.23449707
411,338.9668,0.64,556127.5186360676
412,338.9668,0.79,644327.7823893229
413,339.3466,17.21,1265733.7805989583
414,339.3466,17.36,1641447.7361653645
415,339.3466,17.47,1656823.5288085938
416,340.3389,15.67,103657.45642089844
417,340.3525,17.21,116550.8193359375
418,341.3068,16.34,1074530.998860677
419,341.3068,16.47,3442503.3958333326
420,341.3068,16.64,3172867.0056152344
421,341.3068,16.75,3442503.3958333326
422,342.346,16.19,1309775.5345052083
423,343.1548,11.66,263933.38720703125
424,343.3471,16.19,244082.79589843747
425,344.2271,4.02,1091841.6461995444
426,345.2337,4.0,159683.94820149738
427,347.228,9.82,183495.76814778644
428,348.2294,9.86,4104402.9864095054
429,348.2294,9.97,4730781.087890625
430,348.2294,10.09,5288850.092407227
431,348.2294,10.22,5333350.430908203
432,348.2294,10.34,5356796.943277994
433,348.313,15.59,23771429.916585285
434,348.313,15.74,29034555.09895833
435,348.313,15.87,32326575.044270832
436,348.313,15.99,32801480.280924477
437,348.4802,15.6,1092667.96484375
438,349.2337,9.85,876482.1907145182
439,349.2337,9.97,1018417.8669840494
440,349.2337,10.09,1062002.4697265623
441,349.3176,15.59,5192682.2919921875
442,349.3176,15.71,6060005.159830729
443,349.3176,15.82,6954287.571370443
444,349.3176,15.95,6974222.850097656
445,350.2269,9.86,1281495.4005940754
446,350.2269,9.98,1564297.2839762368
447,350.2269,10.1,1614690.9444580078
448,350.325,14.46,256086.6974283854
449,350.325,15.01,203451.885172526
450,351.237,9.82,269544.301595052
451,351.237,9.94,284906.83654785156
452,351.237,10.05,122831.95100911458
453,353.266,15.38,1942982.6015625
454,353.266,15.52,32950805.570475258
455,353.266,15.7,27296935.15991211
456,353.266,15.81,32112386.046223957
457,353.266,15.99,32950805.570475258
458,353.2801,11.78,143279.4884033203
459,354.2281,10.26,220676.5003255208
460,354.2848,10.91,185423.81233723956
461,355.2782,15.59,650906.175455729
462,355.2782,15.7,839438.2596028645
463,355.2782,15.82,1004813.5675455729
464,355.2924,13.22,161052.0128580729
465,355.2924,13.61,125241.89274088542
466,355.3066,12.51,137664.0009765625
467,356.2743,5.92,142994.33365885416
468,357.1447,12.51,139771.41764322916
469,357.2876,15.59,231401.2941080729
470,358.318,13.84,736640.7561848958
471,358.318,13.98,1005426.3433024088
472,358.318,14.14,1144417.3955078125
473,359.3227,16.34,1213512.6845703125
474,359.3227,16.53,17265353.296549477
475,359.3227,16.65,17625829.52571614
476,359.3227,16.78,3000258.6276041665
477,360.3158,16.34,276689.1100260417
478,360.3158,16.53,3979992.8494466143
479,360.3158,16.65,4319223.340657552
480,360.3158,16.78,4808862.341389973
481,360.3302,17.21,854311.6067708333
482,360.3302,17.35,1103136.9099527993
483,360.359,14.15,195579.57279459637
484,361.3261,16.53,452183.2350260416
485,361.3261,16.65,570657.9345703124
486,361.3261,17.2,201117.484375
487,362.3247,11.66,105195.15983072916
488,363.326,13.89,137182.51619466144
489,364.3302,15.21,139645.6545003255
490,364.3302,15.33,211758.732421875
491,366.3175,13.95,215666.52868652344
492,366.3468,15.82,2362892.875732422
493,366.3468,16.04,3914108.1424153647
494,366.3468,16.18,3984101.1831054688
495,367.2565,10.67,107279.82609049478
496,367.2858,16.08,194469.92952473956
497,368.3599,16.45,844239.222330729
498,368.3599,16.59,252681.62251790363
499,368.4188,16.51,385435.828125
500,368.4188,16.64,350341.8055013021
501,368.4188,16.76,435242.8837890625
502,369.245,8.85,401205.525390625
503,369.245,8.98,475403.2822265625
504,369.245,15.59,372075.6420491536
505,369.245,15.71,518468.43851725257
506,369.3631,16.46,206349.109375
507,369.4223,16.49,126804.07149251303
508,370.384,17.09,2178860.7122395835
509,370.384,17.22,2647532.7451171875
510,371.1552,13.83,107594.84326171875
511,371.17,13.25,254766.83854166666
512,371.1997,12.04,687614.1494140625
513,371.1997,12.16,911485.7262369791
514,371.2888,10.93,189746.84765625
515,371.2888,11.07,174054.90425618488
516,371.3185,16.82,1352874.9385986328
517,371.3185,16.95,2115847.430989583
518,371.3185,17.08,2211888.200480143
519,371.3779,17.08,512144.1285807291
520,371.3779,17.21,603165.0485432942
521,372.315,16.82,312544.1793619791
522,372.315,16.94,428446.1043294271
523,372.3447,14.0,134165.6787516276
524,373.1797,9.74,302457.359781901
525,373.3141,15.57,307357.8758544922
526,373.3141,15.69,364135.8263346354
527,374.3159,15.82,323305.6438802083
528,375.1703,4.91,1567837.491455078
529,375.1853,5.02,152980.46476236978
530,375.3054,15.57,303807.1938883463
531,375.3054,15.7,309178.3927408854
532,376.1771,4.91,355320.6520182292
533,376.3426,16.53,18388420.20711263
534,376.3426,16.65,24297753.720703125
535,376.3426,16.78,26970663.04915365
536,376.3426,16.9,27478732.5365804
537,377.2318,15.13,151889.29052734375
538,377.3374,14.62,228259.45581054688
539,377.3525,16.53,5314757.464518229
540,377.3525,16.65,5774694.208333333
541,377.3525,16.78,6288040.0048828125
542,378.3501,16.53,628284.9140625
543,378.3501,16.64,814079.6078694661
544,379.2592,6.51,122502.50415039062
545,379.2592,15.57,358680.0758463541
546,379.2592,15.69,378325.3015136719
547,380.3378,14.42,156101.17724609375
548,380.3378,14.7,227559.15266927084
549,381.2974,16.34,1873586.844197591
550,381.2974,16.53,21808716.722981766
551,381.2974,16.65,24640812.46724446
552,381.2974,16.78,27745886.432739258
553,381.2974,16.91,28157486.404134113
554,382.3053,16.34,411237.6842447917
555,382.3053,16.53,5049532.701090494
556,382.3053,16.65,5630168.739176432
557,382.3053,16.78,6312141.4163411455
558,382.3053,16.9,6396485.7854817705
559,383.2546,10.36,202137.86507161456
560,383.2699,11.4,674315.9666748046
561,383.2699,11.53,887830.0229492186
562,383.3006,16.53,598369.6766764323
563,383.3006,16.65,697032.523844401
564,385.0678,8.78,134443.76363118488
565,385.3452,15.66,236328.88362630203
566,387.0599,8.79,194827.45011393225
567,388.2538,4.24,1270193.2266438801
568,388.347,16.82,237341.92338053384
569,388.347,16.94,332720.5655110677
570,391.2783,16.75,2290900.8400878906
571,391.2783,16.94,805049.4264322917
572,391.3566,14.41,557841.2301432291
573,391.3566,14.98,341316.1145833334
574,391.3566,15.11,336211.6614583334
575,392.2813,16.76,527382.0013020833
576,392.3127,15.58,280377.42171223956
577,393.3025,16.81,328270.8591308594
578,393.3025,16.95,631310.3474934895
579,394.3422,15.55,161776.576578776
580,394.3579,14.52,765575.4697265625
581,394.3579,15.01,514940.6954752604
582,394.3579,15.15,460710.99678548175
583,394.3579,15.34,134500.86881510416
584,395.2265,4.99,172142.1181640625
585,395.2581,10.26,335687.93375651044
586,395.3055,16.73,6099659.534505208
587,395.3055,16.91,6834451.399536133
588,396.3188,16.73,1505566.3256429033
589,396.3188,16.85,1702101.400105794
590,396.3188,16.97,1714001.714599609
591,396.3981,17.21,1555912.1789550781
592,396.3981,17.39,2062954.7255859377
593,397.2393,5.14,130406.77408854166
594,397.2711,15.38,114144.28580729166
595,397.2711,15.59,385875.4755859375
596,397.2711,15.73,445032.666015625
597,397.2711,16.53,392826.5059814453
598,397.2711,16.65,457827.15901692706
599,397.3982,17.22,447988.02050781244
600,397.3982,17.35,486565.4036458333
601,398.3372,13.96,1906639.9265136716
602,398.3372,14.08,1432217.158203125
603,398.3372,14.21,1535710.35546875
604,398.3372,14.34,1803083.7467854815
605,398.3372,14.45,1906639.9265136716
606,398.975,0.62,380285.71923828125
607,399.3422,14.03,353053.5551757812
608,399.3582,15.34,309636.13378906244
609,399.3742,15.21,672297.2341308594
610,400.3818,15.14,334971.0732421875
611,401.2155,11.61,1123278.491861979
612,401.2155,11.73,819426.0586751301
613,401.2155,11.84,1061709.9264322917
614,401.2155,11.97,1123278.491861979
615,401.3439,16.52,199209.04475911456
616,402.2117,11.7,164409.06591796875
617,402.3404,16.53,893825.6092936198
618,402.3404,16.65,1011165.3936360676
619,402.3404,16.77,1110173.226888021
620,403.3395,16.52,193665.50439453128
621,404.3733,17.26,259051.44042968747
622,405.2477,8.26,110857.49800618489
623,405.2477,9.52,105871.34847005208
624,407.2301,4.96,144052.12744140622
625,407.2301,5.12,165662.41861979166
626,407.2301,16.57,159491.52408854166
627,407.2464,5.73,181291.32938639325
628,407.2464,6.02,109145.96679687499
629,407.2464,6.25,143851.392578125
630,407.2464,6.45,172872.75732421872
631,407.2952,16.53,278850.85428873694
632,408.3719,15.63,193037.79085286456
633,409.2386,5.04,313605.6437174479
634,409.2549,5.69,210863.09204101562
635,410.3532,14.0,203633.58394368488
636,411.2405,5.1,116595.3107096354
637,411.3063,13.08,102979.3087158203
638,413.2687,16.75,409877.9013671875
639,413.2687,16.87,778603.6222330729
640,413.3679,16.56,202345.3909505208
641,414.9583,0.62,389646.13008626294
642,415.2073,10.14,1392778.2596028645
643,415.2073,10.26,1451013.3379720051
644,415.2738,11.7,876896.7923177083
645,415.2738,11.82,886025.8488769531
646,416.1883,10.49,605149.1578776041
647,416.1883,10.6,715599.2526041665
648,416.2216,10.13,331944.47928873694
649,417.1884,10.47,197791.44514973956
650,417.1884,11.05,141486.65555826822
651,417.2885,16.73,842076.4557291666
652,417.2885,16.85,1089892.0340169268
653,418.2912,16.73,175842.22823079425
654,419.2795,12.5,133526.5234375
655,420.3206,17.23,1065623.4302571616
656,420.3206,17.35,934860.1866861979
657,420.3206,17.48,951554.9314371744
658,420.3206,17.6,1065623.4302571616
659,420.3542,16.53,142933.76806640625
660,421.2294,4.99,371795.8530273438
661,423.2392,4.99,365387.29492187494
662,423.2562,5.56,126801.96032714844
663,424.358,14.46,264108.111328125
664,424.358,14.72,214080.00882975262
665,425.2416,5.02,201331.99576822916
666,425.3096,16.52,193976.79715983072
667,429.2576,15.56,189950.35632324222
668,429.292,12.27,3356622.8608398438
669,429.292,12.52,2714333.612141927
670,429.292,12.7,2937665.8241373696
671,429.292,12.82,3263091.552408854
672,429.292,12.94,3356622.8608398438
673,430.2891,12.49,587720.0688476562
674,430.2891,12.61,608647.6304931641
675,430.3751,16.82,284952.44335937494
676,430.3751,16.94,424978.02311197907
677,432.2383,10.13,2466449.0384114585
678,432.2383,10.3,2712799.7635091143
679,432.2383,10.41,3013994.2455647783
680,432.2729,4.43,694814.6074218749
681,432.2729,4.54,190110.4015299479
682,433.2423,10.14,572138.2565104166
683,433.2423,10.26,678988.2749023438
684,433.2769,4.42,192467.17427571613
685,433.3289,17.51,1271060.1185302734
686,433.3289,17.63,1165528.6497395833
687,433.3289,17.75,1271060.1185302734
688,433.3289,17.88,1282699.3392333984
689,434.3354,17.53,232317.6370442708
690,435.2746,15.56,624142.489095052
691,435.2746,15.69,742488.2612304688
692,435.2746,15.81,788621.0666910808
693,437.194,10.12,240993.997273763
694,438.3847,14.5,527819.690266927
695,438.3847,15.08,568667.1743164062
696,438.3847,15.24,592188.1979166666
697,438.3847,15.35,142583.78446451822
698,439.2448,4.98,277007.39774576825
699,441.3052,17.28,913265.649617513
700,441.3052,17.4,833999.1678059895
701,441.3052,17.52,884557.0571289062
702,441.3052,17.66,913265.649617513
703,443.3044,13.02,3408214.215820312
704,443.3044,13.25,2886935.8276367188
705,443.3044,13.46,3218341.531901041
706,443.3044,13.6,3373636.4057617183
707,443.3044,13.71,3408214.215820312
708,444.3163,13.29,383666.5725911459
709,444.3163,13.43,466517.3129882812
710,445.3126,13.23,140381.0626627604
711,445.3839,16.12,763782.5445963541
712,445.3839,16.24,1713415.3099772134
713,445.3839,16.38,1635979.0641276038
714,447.3478,17.75,1687868.9799804683
715,447.3478,17.87,1433364.837239583
716,447.3478,17.99,1553789.4778645833
717,447.3478,18.12,1698163.579101562
718,448.351,17.78,366246.78613281244
719,450.3461,16.77,1339631.0330403647
720,450.3461,16.89,1878108.2178955078
721,450.3461,17.01,1918271.439127604
722,450.3461,17.13,1955663.6814778645
723,451.3379,16.76,155112.9774169922
724,451.356,16.08,182252.626953125
725,452.35,16.73,116926.34033203125
726,452.3862,15.66,107441.82861328125
727,453.3644,16.73,8791826.471354168
728,453.3644,16.89,10117534.270955406
729,454.3629,16.73,2556528.4726155596
730,454.3629,16.86,2871821.6478271484
731,454.3629,17.02,2935114.948893229
732,455.3636,16.73,321177.50146484375
733,457.2069,7.81,109060.1277669271
734,457.2984,16.54,109130.99556477864
