,m/z,rt,sn,score,peak area
532,272.1591,5.24,0.393,3,3901879.5924479165
533,272.2027,8.08,4.833,1,523675.39241536456
534,272.2027,8.21,1.197,2,552707.1429036459
535,272.2027,9.3,0.0,1,168212.65946451822
536,272.2353,12.25,0.744,3,282165.83154296875
537,272.2571,4.69,0.0,3,1790974.4038492837
538,272.2571,14.88,3.475,2,230933.72326660156
539,273.1843,10.59,0.81,3,473670.6722005209
540,273.1843,12.28,1.711,2,305382.0751953125
541,273.1953,8.86,1.843,3,202752.35123697916
542,273.1953,9.1,1.764,1,176985.0149739583
543,273.2608,4.79,3.533,1,262166.4322916666
544,274.1038,5.92,13.331,1,1728243.6446126301
545,274.1038,6.09,1.68,2,1821918.9384765625
546,274.1695,4.55,1.045,1,103103.82763671875
547,274.1695,5.12,0.876,3,256671.1340332031
548,274.1695,6.57,1.603,3,106262.62076822916
549,274.2792,9.96,2.235,2,416005.39099121094
550,275.1693,5.83,0.768,3,128252.89567057292
551,275.1693,6.57,0.952,2,138164.32682291666
552,275.1693,6.82,0.765,3,113877.77270507812
553,275.1693,7.25,0.53,2,175106.07779947916
554,275.1693,8.31,1.145,3,169824.74088541666
