,m/z,rt,sn,score,peak area
543,382.3051,16.77,3.026,2,6952410.140177408
544,382.3051,16.89,0.0,1,7041534.360555013
545,383.2543,10.36,2.51,1,302866.49267578125
546,383.2543,10.48,1.226,1,374819.02636718744
547,383.2697,11.4,4.658,3,636990.7283528646
548,383.2697,11.54,1.603,1,696944.4562174479
549,383.3003,16.53,2.476,1,557891.8704427083
550,383.3003,16.65,1.977,2,816482.2543131509
551,385.0675,8.78,0.0,2,232758.8008219401
552,385.314,16.53,0.0,2,100835.47737630208
553,387.0596,8.78,0.0,3,219734.33833821613
554,388.2535,4.24,0.0,3,1001740.9781087239
555,388.3157,14.16,1.414,3,100095.8868815104
