Average m/z,Average RT (min),Average sn,Average score,20181114_CoulterCreek_2,20181114_Crescent-Creek-May_2,20181114_SR518-Cal_1000mL_dil-to-160mL_3,20181114_SR520-Cal-in-DI_1000mL_dil-to-60mL_1,20181114_SR520-Cal-in-DI_400mL_2,20181114_SwanCreek-Dec_3
377.2772,9.9,inf,0.6,0.0,0.0,0.0,0.0,304570.4,0.0
377.27747,11.73,0.937,1.0,0.0,0.0,111015.82,0.0,0.0,0.0
377.27747,12.06,0.831,0.1,0.0,0.0,100473.82,0.0,0.0,0.0
377.27747,11.87,0.929,1.0,0.0,0.0,125574.22,0.0,0.0,0.0
377.3225,14.71,1.625,0.1,0.0,0.0,0.0,0.0,129992.195,0.0
377.3373,14.41,inf,0.6,109425.39,0.0,0.0,0.0,0.0,0.0
377.33725,14.765,1.0975001,0.8,282465.03,0.0,0.0,0.0,0.0,339936.38
377.335,14.645,inf,0.8666666,239441.47,228259.45,160013.97,158533.34,174173.66,263848.56
377.3523,16.9,0.191,0.1,0.0,0.0,0.0,0.0,0.0,764367.2
377.34955,16.65,1.7104,0.48000002,5621736.5,5774694.0,126619.04,0.0,3095697.0,6360589.0
377.35248,16.528,4.415,0.55,4927289.0,5314757.5,0.0,0.0,2269501.0,4647049.5
377.3524,16.775,1.204,0.8,0.0,6288040.0,0.0,0.0,0.0,684864.0
378.1838,5.47,2.582,0.1,0.0,0.0,0.0,0.0,498686.47,0.0
378.1838,5.28,inf,1.0,0.0,0.0,0.0,0.0,209345.61,0.0
378.1989,5.55,0.831,0.1,0.0,0.0,0.0,0.0,118918.8,0.0
378.21405,5.775,6.3634996,0.35000002,0.0,0.0,0.0,530944.94,2192624.0,0.0
378.21405,5.9,inf,0.6,0.0,0.0,0.0,665621.44,2624048.5,0.0
378.2292,4.92,1.745,0.6,0.0,0.0,0.0,0.0,102694.555,0.0
378.3048,12.04,1.022,1.0,0.0,0.0,0.0,0.0,128628.48,0.0
378.32,11.86,2.157,0.6,0.0,0.0,0.0,0.0,1437629.9,0.0
378.32007,11.74,4.4395,0.35000002,0.0,0.0,0.0,242208.84,1233529.1,0.0
378.35007,16.526,inf,0.65999997,589690.25,628284.94,145422.92,0.0,327084.38,666415.7
378.34995,16.655,inf,0.775,777925.75,814079.6,0.0,0.0,445687.16,907199.75
379.2141,5.5,1.165,0.6,0.0,0.0,100135.14,0.0,0.0,0.0
379.229,5.99,1.054,0.6,0.0,0.0,0.0,0.0,201284.0,0.0
379.2445,8.31,0.942,0.1,0.0,0.0,105299.79,0.0,0.0,0.0
379.2445,7.65,0.836,0.6,0.0,0.0,654651.2,0.0,0.0,0.0
379.25903,15.577,2.0913334,0.73333335,351618.62,358680.06,0.0,0.0,0.0,368114.5
379.25903,15.7,1.5289999,0.26666668,389748.88,378325.3,0.0,0.0,0.0,414136.56
379.2591,6.51,inf,0.35000002,162727.47,122502.51,0.0,0.0,0.0,0.0
379.2593,9.31,1.129,0.1,0.0,0.0,0.0,0.0,136049.78,0.0
379.2593,9.47,0.787,0.1,0.0,0.0,0.0,0.0,506081.97,0.0
379.2593,9.89,0.885,0.6,0.0,0.0,0.0,0.0,151391.42,0.0
379.2596,9.4,0.885,0.6,0.0,0.0,476667.72,0.0,0.0,0.0
379.2595,10.025,0.9475,0.8,0.0,0.0,230873.03,0.0,145536.05,0.0
379.2596,9.82,0.952,0.1,0.0,0.0,191459.7,0.0,0.0,0.0
379.2748,11.02,0.847,0.1,0.0,0.0,262519.38,0.0,0.0,0.0
379.28983,11.855,0.969,0.6,0.0,0.0,655396.1,0.0,158311.12,0.0
379.29,12.46,1.075,0.6,0.0,0.0,314795.78,0.0,0.0,0.0
379.29,12.77,0.907,0.6,0.0,0.0,229250.31,0.0,0.0,0.0
379.28983,11.51,1.063,0.1,0.0,0.0,229921.5,0.0,380807.44,0.0
380.26193,6.72,2.309,1.0,0.0,0.0,0.0,0.0,2528901.5,0.0
380.26193,7.75,0.849,0.6,0.0,0.0,0.0,0.0,457743.06,0.0
380.26193,6.84,1.324,0.1,0.0,0.0,0.0,0.0,2540527.0,0.0
380.262,6.43,1.962,0.6,0.0,0.0,0.0,590401.94,0.0,0.0
380.26196,6.53,2.981,0.8,0.0,0.0,0.0,573594.3,2000353.1,0.0
380.29227,11.08,0.63,1.0,0.0,0.0,0.0,0.0,115442.05,0.0
380.29227,10.83,0.538,0.6,0.0,0.0,0.0,0.0,363724.94,0.0
380.3227,14.03,1.004,1.0,0.0,0.0,0.0,0.0,102019.984,0.0
380.3227,14.15,0.933,0.1,0.0,0.0,0.0,0.0,193665.02,0.0
380.33777,14.42,inf,0.56666666,205279.11,156101.17,0.0,0.0,158109.47,0.0
380.33783,14.688,inf,0.48000002,234021.77,227559.16,148399.14,0.0,271897.25,285896.56
380.33752,14.81,inf,0.55,255159.66,0.0,0.0,0.0,0.0,304203.56
381.2366,5.78,0.948,0.1,0.0,0.0,0.0,0.0,413607.0,0.0
381.2369,6.78,0.934,1.0,0.0,0.0,484440.62,0.0,0.0,0.0
381.2369,6.13,1.025,1.0,0.0,0.0,774742.94,0.0,0.0,0.0
381.2521,8.22,0.909,0.6,0.0,0.0,188797.23,0.0,0.0,0.0
381.2521,8.06,0.814,0.6,0.0,0.0,158576.03,0.0,0.0,0.0
381.2672,11.85,inf,1.0,0.0,0.0,0.0,146082.73,0.0,0.0
381.2823,13.06,1.273,1.0,0.0,0.0,0.0,0.0,100521.805,0.0
381.2826,11.52,0.913,1.0,0.0,0.0,185682.08,0.0,0.0,0.0
381.2826,11.71,0.964,0.6,0.0,0.0,108905.44,0.0,0.0,0.0
381.29745,16.893,inf,0.7,27511602.0,28157486.0,0.0,0.0,16299553.0,0.0
381.29736,16.345,9.450251,0.8,2120306.8,1873586.9,0.0,0.0,1007415.44,31070898.0
381.2975,16.527,7.8775,0.73333335,24523440.0,21808716.0,5971110.5,2664087.5,13972285.0,27322780.0
381.29745,16.748,7.9884005,0.48000002,27173004.0,27745886.0,0.0,3406258.2,16230623.0,31070898.0
381.29767,16.653,1.9850001,0.7,0.0,24640812.0,6514551.0,2997512.8,0.0,0.0
381.2979,16.79,inf,0.6,0.0,0.0,6906600.5,0.0,0.0,0.0
382.275,6.97,2.593,0.6,0.0,0.0,0.0,870948.5,0.0,0.0
382.275,6.81,2.61,1.0,0.0,0.0,0.0,926759.9,0.0,0.0
382.3054,16.66,inf,0.1,5461638.5,5630168.5,1462195.2,644143.5,0.0,6211581.0
382.30515,16.34,2.6736667,0.4,405665.53,411237.7,0.0,0.0,0.0,478759.97
382.3052,16.45,inf,1.0,6215589.0,0.0,0.0,0.0,0.0,0.0
382.30515,16.78,2.8896666,0.56666666,6131869.5,6312141.5,0.0,0.0,0.0,6952410.0
382.30515,16.897,inf,0.56666666,6215589.0,6396486.0,0.0,0.0,0.0,7041534.5
382.30548,16.525,4.6635,0.55,0.0,5049532.5,1145312.8,587225.8,0.0,4523874.5
382.3364,13.07,inf,0.6,0.0,0.0,185328.34,0.0,0.0,0.0
382.4432,15.4,5.373,1.0,0.0,0.0,0.0,0.0,477860.03,0.0
382.4432,15.52,inf,1.0,0.0,0.0,0.0,0.0,508941.75,0.0
383.2244,5.07,0.981,1.0,0.0,0.0,191388.64,0.0,0.0,0.0
383.23953,6.6,0.802,0.1,0.0,0.0,0.0,0.0,102496.65,0.0
383.23953,6.26,1.018,0.1,0.0,0.0,0.0,0.0,136705.03,0.0
383.23965,5.775,0.8025,1.0,0.0,0.0,167780.56,0.0,189967.34,0.0
383.2398,5.94,0.799,0.1,0.0,0.0,813802.6,0.0,0.0,0.0
383.25433,10.48,1.226,1.0,0.0,0.0,0.0,0.0,0.0,374819.03
383.2545,10.36,2.431,0.73333335,263424.88,202137.86,0.0,0.0,0.0,302866.5
383.26974,11.53,1.7103333,1.0,701365.3,887830.0,0.0,0.0,0.0,696944.44
383.26974,11.4,4.1813335,0.1,594732.06,674315.94,0.0,0.0,0.0,636990.75
383.2704,10.45,0.86,0.1,0.0,0.0,673734.5,0.0,0.0,0.0
383.2704,9.52,0.941,1.0,0.0,0.0,106978.13,0.0,0.0,0.0
383.2704,9.85,0.917,1.0,0.0,0.0,185711.98,0.0,0.0,0.0
383.2704,10.04,0.911,1.0,0.0,0.0,489079.97,0.0,0.0,0.0
383.2854,6.85,inf,0.1,0.0,0.0,0.0,0.0,938073.5,0.0
383.2854,11.31,0.725,0.6,0.0,0.0,0.0,0.0,168361.92,0.0
383.28564,11.23,0.8385,0.8,0.0,0.0,966166.9,221716.06,0.0,0.0
383.2857,12.13,0.909,1.0,0.0,0.0,154690.8,0.0,0.0,0.0
383.2857,11.91,0.884,1.0,0.0,0.0,103006.43,0.0,0.0,0.0
383.3005,16.65,inf,0.45000002,729101.56,697032.5,0.0,0.0,416990.06,816482.25
383.30063,16.524,2.7199998,0.56000006,524551.5,598369.7,142179.39,0.0,302422.4,557891.9
383.3008,15.37,0.931,1.0,0.0,0.0,0.0,0.0,149704.25,0.0
384.25253,5.28,1.116,0.1,0.0,0.0,0.0,0.0,482829.3,0.0
384.25253,5.59,0.628,0.1,0.0,0.0,0.0,0.0,327719.7,0.0
384.25253,6.09,1.231,0.6,0.0,0.0,0.0,0.0,102001.57,0.0
384.25253,6.21,0.723,1.0,0.0,0.0,0.0,0.0,465240.97,0.0
384.25253,5.14,4.586,1.0,0.0,0.0,0.0,0.0,406520.34,0.0
384.2679,8.4,inf,0.1,0.0,0.0,0.0,0.0,248502.2,0.0
384.2679,7.88,0.978,1.0,0.0,0.0,0.0,0.0,1137358.4,0.0
384.2679,10.66,1.564,0.1,0.0,0.0,0.0,0.0,181970.45,0.0
384.2679,8.68,1.117,0.1,0.0,0.0,0.0,0.0,104869.39,0.0
384.2682,8.02,1.071,0.6,0.0,0.0,357221.25,0.0,0.0,0.0
384.2682,8.29,0.869,1.0,0.0,0.0,465594.56,0.0,0.0,0.0
384.2833,11.1,0.746,0.6,0.0,0.0,0.0,0.0,127185.08,0.0
384.2833,13.0,0.688,0.6,0.0,0.0,0.0,0.0,136300.55,0.0
384.2833,7.0,0.533,0.6,0.0,0.0,0.0,0.0,120741.52,0.0
384.2833,7.77,0.786,1.0,0.0,0.0,0.0,0.0,129240.11,0.0
384.2833,8.34,inf,0.1,0.0,0.0,0.0,0.0,420080.44,0.0
384.2911,7.58,1.5239999,0.55,0.0,0.0,162733.9,0.0,9470860.0,0.0
384.2986,7.7,1.276,1.0,0.0,0.0,0.0,0.0,9574056.0,0.0
384.2987,7.21,1.991,1.0,0.0,0.0,0.0,1376926.4,0.0,0.0
384.2987,7.52,1.952,0.6,0.0,0.0,0.0,1405703.5,0.0,0.0
384.29877,7.13,1.1695,0.55,0.0,0.0,2231636.0,0.0,9574056.0,0.0
384.29877,7.315,3.6479998,0.35000002,0.0,0.0,1922053.2,0.0,8835222.0,0.0
384.2989,7.44,2.979,0.1,0.0,0.0,2231636.0,0.0,0.0,0.0
385.0678,8.778,inf,0.4,218952.92,134443.77,0.0,128820.27,568345.25,232758.8
385.06805,8.92,1.0485001,0.35000002,0.0,0.0,0.0,113478.13,604181.4,0.0
385.06827,8.84,0.963,0.1,0.0,0.0,116560.75,0.0,0.0,0.0
385.1755,13.9,1.631,1.0,145949.58,0.0,0.0,0.0,0.0,0.0
385.2223,4.87,0.789,0.1,0.0,0.0,353052.22,0.0,0.0,0.0
385.2378,5.61,0.986,0.1,0.0,0.0,363309.28,0.0,0.0,0.0
385.2378,6.2,1.012,0.6,0.0,0.0,246626.92,0.0,0.0,0.0
385.2378,6.44,1.005,1.0,0.0,0.0,183692.47,0.0,0.0,0.0
385.2686,7.46,1.307,0.1,0.0,0.0,134104.92,0.0,0.0,0.0
385.2686,10.62,0.986,0.6,0.0,0.0,190763.38,0.0,0.0,0.0
385.2686,11.05,1.032,1.0,0.0,0.0,198357.86,0.0,0.0,0.0
385.2837,7.52,1.805,0.1,0.0,0.0,0.0,0.0,218189.53,0.0
385.2837,13.76,0.96,1.0,0.0,0.0,0.0,0.0,106777.67,0.0
385.284,7.26,1.087,0.6,0.0,0.0,399584.03,0.0,0.0,0.0
385.29913,7.18,inf,0.6,0.0,0.0,0.0,0.0,1725008.5,0.0
385.29913,7.42,inf,0.6,0.0,0.0,0.0,0.0,1725008.5,0.0
385.29913,7.29,1.5895001,0.55,0.0,0.0,0.0,170347.23,1621875.5,0.0
385.314,16.53,inf,0.6,0.0,0.0,0.0,0.0,0.0,100835.48
385.3299,15.69,0.831,0.1,0.0,0.0,0.0,0.0,186255.53,0.0
385.34537,15.647,inf,0.43333337,0.0,236328.89,445509.34,322066.5,0.0,0.0
385.3456,15.03,1.245,0.1,0.0,0.0,112321.305,0.0,0.0,0.0
385.34552,15.76,inf,0.55,0.0,0.0,572492.75,407391.1,0.0,0.0
386.2404,5.08,0.944,1.0,0.0,0.0,0.0,0.0,327625.2,0.0
386.2404,4.96,3.194,1.0,0.0,0.0,0.0,0.0,259990.9,0.0
386.2404,4.49,1.149,0.1,0.0,0.0,0.0,0.0,173765.0,0.0
386.27133,5.47,inf,0.6,0.0,0.0,0.0,0.0,271781.06,0.0
386.2867,7.26,0.918,1.0,0.0,0.0,0.0,0.0,207576.89,0.0
387.0599,8.787,inf,0.55,203645.42,194827.45,227713.48,228348.06,574170.06,219734.34
387.06,8.94,1.538,0.6,0.0,0.0,0.0,0.0,590187.3,0.0
387.0758,5.94,inf,0.6,0.0,0.0,201265.75,0.0,0.0,0.0
387.1375,13.26,3.318,0.6,0.0,0.0,0.0,0.0,271088.47,0.0
387.2304,6.8,0.741,0.6,0.0,0.0,0.0,0.0,568862.75,0.0
387.2304,8.74,0.795,0.6,0.0,0.0,0.0,0.0,278158.1,0.0
387.2307,8.85,0.883,0.1,0.0,0.0,130120.41,0.0,0.0,0.0
387.2462,8.64,1.024,0.1,0.0,0.0,145179.72,0.0,0.0,0.0
387.2462,8.24,0.936,0.1,0.0,0.0,196548.95,0.0,0.0,0.0
387.2462,9.02,0.973,0.6,0.0,0.0,310177.22,0.0,0.0,0.0
387.2462,7.96,1.029,0.1,0.0,0.0,101600.445,0.0,0.0,0.0
387.2462,8.49,1.003,0.1,0.0,0.0,155447.42,0.0,0.0,0.0
387.2617,9.91,1.056,0.6,0.0,0.0,172715.75,0.0,0.0,0.0
387.2617,10.47,0.855,0.6,0.0,0.0,146806.73,0.0,0.0,0.0
387.2617,10.63,1.069,0.1,0.0,0.0,419690.06,0.0,0.0,0.0
387.2617,11.21,1.024,0.6,0.0,0.0,224454.55,0.0,0.0,0.0
388.2385,6.85,1.133,0.6,0.0,0.0,0.0,0.0,159275.61,0.0
388.2539,4.238,inf,0.39999998,1164544.2,1270193.2,644249.0,610385.8,1360142.0,1001741.0
388.254,4.383,inf,0.4,1168522.6,0.0,710374.56,0.0,1466848.0,0.0
388.254,4.62,1.043,1.0,0.0,0.0,0.0,0.0,154641.0,0.0
388.31573,14.42,2.315,0.1,0.0,0.0,0.0,0.0,0.0,220659.61
388.31573,14.16,1.414,0.1,0.0,0.0,0.0,0.0,0.0,100095.89
388.34692,16.935,inf,0.8,333436.38,332720.56,0.0,0.0,0.0,0.0
388.34708,16.815,inf,0.41666666,214384.42,237341.92,131716.78,132255.55,214748.28,236818.78
388.3938,15.22,11.055,1.0,0.0,0.0,0.0,0.0,1792014.4,0.0
388.3938,15.37,2.054,1.0,0.0,0.0,0.0,0.0,1907066.0,0.0
389.0624,8.79,1.391,0.6,0.0,0.0,0.0,0.0,106453.96,0.0
389.21805,7.66,1.9105,0.1,0.0,0.0,0.0,353221.44,1080031.5,0.0
389.2181,7.55,0.785,0.1,0.0,0.0,0.0,361060.9,0.0,0.0
389.2181,7.33,1.291,0.1,0.0,0.0,0.0,2263085.0,0.0,0.0
389.21805,7.21,inf,0.8,0.0,0.0,0.0,2176801.8,7089831.5,0.0
389.23373,7.37,0.844,0.6,0.0,0.0,0.0,206705.06,0.0,0.0
389.2339,7.06,0.599,1.0,0.0,0.0,177516.98,0.0,0.0,0.0
389.24905,9.62,inf,0.55,416926.0,0.0,0.0,0.0,544007.8,0.0
389.24893,9.49,3.404,1.0,371315.1,0.0,0.0,0.0,0.0,0.0
389.2492,8.85,0.705,0.1,0.0,0.0,0.0,0.0,662384.25,0.0
389.2492,9.43,1.043,0.1,0.0,0.0,0.0,0.0,224378.53,0.0
389.2492,10.64,0.953,0.1,0.0,0.0,0.0,0.0,100896.27,0.0
389.24927,13.96,inf,0.1,0.0,0.0,0.0,122871.57,413562.1,0.0
389.2647,14.3,0.953,0.6,0.0,0.0,0.0,0.0,135502.78,0.0
389.2647,10.85,0.89,0.1,0.0,0.0,0.0,0.0,111161.35,0.0
389.2647,13.79,0.879,1.0,0.0,0.0,0.0,0.0,102370.484,0.0
389.2647,14.07,0.912,0.6,0.0,0.0,0.0,0.0,373933.34,0.0
389.2651,11.48,0.933,0.6,0.0,0.0,115532.66,0.0,0.0,0.0
389.2651,11.32,0.971,1.0,0.0,0.0,141729.05,0.0,0.0,0.0
389.2651,11.18,1.006,0.1,0.0,0.0,134437.83,0.0,0.0,0.0
389.2649,10.99,0.90699995,0.35000002,0.0,0.0,182459.44,0.0,912046.06,0.0
389.2651,10.79,0.872,1.0,0.0,0.0,112092.94,0.0,0.0,0.0
389.28033,13.58,0.906,1.0,0.0,0.0,0.0,0.0,157819.38,0.0
389.2806,12.44,1.071,0.1,0.0,0.0,150750.45,0.0,0.0,0.0
389.28043,12.64,1.2385,0.35000002,0.0,0.0,212983.03,0.0,127587.68,0.0
389.28043,12.85,0.8225,0.6,0.0,0.0,156997.6,0.0,111956.305,0.0
390.20013,7.53,inf,0.6,0.0,0.0,0.0,0.0,213497.97,0.0
390.21567,7.58,1.156,0.1,0.0,0.0,0.0,0.0,229330.05,0.0
390.2158,7.32,inf,0.6,0.0,0.0,0.0,407890.34,0.0,0.0
390.21576,7.205,inf,0.8,0.0,0.0,0.0,353375.1,1311273.9,0.0
390.2313,7.45,inf,0.6,0.0,0.0,0.0,0.0,367799.06,0.0
390.2313,7.32,2.138,1.0,0.0,0.0,0.0,0.0,277890.03,0.0
391.18475,4.78,inf,0.35000002,0.0,0.0,251979.55,0.0,1216239.6,0.0
391.23163,6.985,26.407501,1.0,0.0,0.0,0.0,48252310.0,138201330.0,0.0
391.23163,6.76,9.2895,0.55,0.0,0.0,0.0,42369550.0,122242930.0,0.0
391.2315,6.725,1.356,0.8,0.0,0.0,583926.1,0.0,0.0,126596.21
391.24747,9.11,0.971,0.6,0.0,0.0,427056.66,0.0,0.0,0.0
391.24747,8.63,0.915,0.1,0.0,0.0,493511.62,0.0,0.0,0.0
391.24747,8.42,0.949,1.0,0.0,0.0,117435.57,0.0,0.0,0.0
391.2629,11.47,0.978,1.0,0.0,0.0,0.0,0.0,144426.16,0.0
391.2629,11.06,1.015,0.6,0.0,0.0,0.0,0.0,232838.12,0.0
391.27823,16.765,1.8782501,0.8,1162132.5,2290900.8,0.0,2338012.2,0.0,1996270.1
391.2783,16.94,0.732,0.1,0.0,805049.44,0.0,0.0,0.0,0.0
391.27853,14.7,0.953,0.6,0.0,0.0,0.0,0.0,135268.83,0.0
391.27853,14.41,0.925,0.1,0.0,0.0,0.0,0.0,320456.47,0.0
391.2786,17.02,0.141,1.0,0.0,0.0,0.0,1725675.4,0.0,0.0
391.2786,16.89,0.232,0.6,0.0,0.0,0.0,1600711.1,0.0,0.0
391.2942,17.21,0.249,0.6,0.0,0.0,0.0,0.0,489093.16,0.0
391.2942,17.09,0.505,0.1,0.0,0.0,0.0,0.0,255078.86,0.0
391.3411,15.26,0.869,1.0,0.0,0.0,0.0,0.0,136952.1,0.0
391.3411,15.14,0.908,0.1,0.0,0.0,0.0,0.0,113530.11,0.0
391.3411,15.0,0.761,1.0,0.0,0.0,0.0,0.0,159175.48,0.0
391.3411,14.38,0.615,0.6,0.0,0.0,0.0,0.0,296343.0,0.0
391.3411,14.71,0.873,0.1,0.0,0.0,0.0,0.0,145633.22,0.0
391.3565,14.96,1.089,0.55,432090.53,341316.12,0.0,0.0,0.0,0.0
391.3564,15.21,0.878,1.0,432090.53,0.0,0.0,0.0,0.0,0.0
391.3565,15.1,2.0279999,0.8,403050.94,336211.66,0.0,0.0,0.0,0.0
391.35645,14.403,0.9906667,0.7,739875.06,557841.25,0.0,0.0,0.0,776778.2
391.40375,6.755,inf,0.55,0.0,0.0,0.0,1840768.9,7513987.5,0.0
392.1873,4.78,inf,0.1,0.0,0.0,0.0,0.0,291541.5,0.0
392.23444,6.995,10.9925,0.35000002,0.0,0.0,0.0,8979620.0,26038970.0,0.0
392.23444,6.76,9.184999,0.1,0.0,0.0,0.0,7902188.0,22805896.0,0.0
392.2814,16.76,2.6555,0.35000002,0.0,527382.0,0.0,567267.9,0.0,0.0
392.31256,15.585,2.9155002,0.55,0.0,280377.4,0.0,0.0,0.0,291698.66
392.407,6.76,inf,0.1,0.0,0.0,0.0,0.0,767981.7,0.0
393.23987,6.76,5.327,1.0,0.0,0.0,0.0,1104892.8,0.0,0.0
393.23987,7.01,1.428,0.6,0.0,0.0,0.0,1426063.8,0.0,0.0
393.23987,6.89,1.954,1.0,0.0,0.0,0.0,1352813.4,0.0,0.0
393.2558,8.59,0.898,0.6,0.0,0.0,336766.38,0.0,0.0,0.0
393.2558,9.1,0.964,0.6,0.0,0.0,102960.69,0.0,0.0,0.0
393.2712,10.94,0.97,0.1,0.0,0.0,0.0,0.0,683068.4,0.0
393.2712,10.67,0.895,0.6,0.0,0.0,0.0,0.0,306207.38,0.0
393.2712,9.45,1.227,0.6,0.0,0.0,0.0,0.0,280265.3,0.0
393.2715,11.18,0.993,0.1,0.0,0.0,175155.47,0.0,0.0,0.0
393.2715,9.93,0.88,1.0,0.0,0.0,1522182.4,0.0,0.0,0.0
393.28687,13.01,1.17,0.6,0.0,0.0,0.0,0.0,124157.67,0.0
393.28687,12.32,0.928,0.6,0.0,0.0,0.0,0.0,256986.3,0.0
393.3026,16.814,1.9738001,0.56000006,465915.34,328270.84,362036.88,184129.28,0.0,311257.12
393.3025,16.945,inf,0.775,628781.8,631310.4,0.0,330998.03,0.0,628121.56
393.303,12.85,1.132,1.0,0.0,0.0,765839.0,0.0,0.0,0.0
393.3184,14.15,1.195,0.6,0.0,0.0,0.0,0.0,777639.56,0.0
393.3184,14.01,3.274,0.6,0.0,0.0,0.0,0.0,623473.6,0.0
394.232,6.89,1.118,0.1,0.0,0.0,0.0,0.0,395719.44,0.0
394.232,6.75,2.303,0.6,0.0,0.0,0.0,0.0,369285.44,0.0
394.232,4.99,1.297,1.0,0.0,0.0,0.0,0.0,138805.88,0.0
394.232,7.01,1.181,1.0,0.0,0.0,0.0,0.0,114519.2,0.0
394.3266,14.01,1.905,0.6,0.0,0.0,0.0,0.0,132670.94,0.0
394.34244,15.552,inf,0.775,0.0,161776.58,378337.28,245458.52,125785.89,0.0
394.3423,14.37,0.482,1.0,0.0,0.0,0.0,0.0,267715.62,0.0
394.3423,14.77,0.98,1.0,0.0,0.0,0.0,0.0,188911.16,0.0
394.3423,14.92,0.852,1.0,0.0,0.0,0.0,0.0,219543.39,0.0
394.3427,15.67,inf,1.0,0.0,0.0,417970.88,0.0,0.0,0.0
394.3576,14.41,1.081,0.1,0.0,0.0,0.0,0.0,0.0,1175228.2
394.3576,14.7,1.981,0.6,0.0,0.0,0.0,0.0,0.0,1175228.2
394.3579,15.01,1.288,0.6,0.0,514940.7,0.0,0.0,0.0,0.0
394.35776,14.525,1.556,0.55,0.0,765575.5,0.0,0.0,0.0,919757.75
394.358,15.335,1.5725,0.8,0.0,134500.88,0.0,0.0,150998.88,0.0
394.3579,15.15,2.152,0.6,0.0,460711.0,0.0,0.0,0.0,0.0
394.3581,15.08,1.254,0.6,0.0,0.0,0.0,0.0,420480.8,0.0
394.3581,14.62,1.08,1.0,0.0,0.0,0.0,0.0,192392.89,0.0
395.22653,4.99,0.84,1.0,0.0,172142.12,0.0,0.0,0.0,0.0
395.2425,6.43,1.026,1.0,0.0,0.0,0.0,0.0,343455.44,0.0
395.2428,6.55,0.898,0.1,0.0,0.0,106126.62,0.0,0.0,0.0
395.2428,7.18,0.901,1.0,0.0,0.0,186153.39,0.0,0.0,0.0
395.2428,6.68,0.94,1.0,0.0,0.0,479620.88,0.0,0.0,0.0
395.2428,6.37,0.971,0.6,0.0,0.0,194017.1,0.0,0.0,0.0
395.24265,6.23,0.82350004,0.55,0.0,0.0,116651.875,0.0,113046.34,0.0
395.25812,10.258,inf,0.48000002,353071.56,335687.94,0.0,272445.06,359322.0,357132.38
395.25833,7.05,0.949,0.1,0.0,0.0,0.0,0.0,136030.61,0.0
395.25812,10.385,inf,0.55,0.0,0.0,0.0,283173.66,0.0,374708.53
395.2586,8.54,0.934,0.6,0.0,0.0,301628.97,0.0,0.0,0.0
395.2586,8.25,0.921,0.6,0.0,0.0,131401.44,0.0,0.0,0.0
395.2741,10.66,0.979,0.1,0.0,0.0,0.0,0.0,221953.98,0.0
395.2744,10.73,1.0,1.0,0.0,0.0,113183.94,0.0,0.0,0.0
395.2744,10.35,0.925,1.0,0.0,0.0,580837.5,0.0,0.0,0.0
395.2744,9.27,0.853,0.6,0.0,0.0,1115802.5,0.0,0.0,0.0
395.2744,10.15,0.672,1.0,0.0,0.0,207275.58,0.0,0.0,0.0
395.2899,12.58,1.069,0.1,0.0,0.0,0.0,0.0,145576.75,0.0
395.2899,11.12,0.854,1.0,0.0,0.0,0.0,0.0,457815.3,0.0
395.2902,11.46,1.007,0.1,0.0,0.0,1095315.1,0.0,0.0,0.0
395.30545,16.91,inf,0.67499995,6781785.0,6834451.5,0.0,0.0,5458061.5,6719529.0
395.30557,16.728,inf,0.5,6204822.0,6099659.5,786823.25,340343.8,4873955.5,5826973.5
395.3057,11.03,1.233,0.6,0.0,0.0,0.0,0.0,1550803.0,0.0
395.30573,10.89,4.1145,1.0,0.0,0.0,0.0,360690.97,1380555.6,0.0
395.306,16.85,1.225,0.1,0.0,0.0,810889.06,0.0,0.0,0.0
395.306,13.22,0.935,0.6,0.0,0.0,125223.72,0.0,0.0,0.0
395.32153,14.88,0.755,0.1,0.0,0.0,0.0,0.0,112214.03,0.0
395.32153,15.03,0.789,0.6,0.0,0.0,0.0,0.0,222128.83,0.0
395.32162,13.03,1.3505,0.35000002,0.0,0.0,109768.64,0.0,311069.28,0.0
396.2556,6.18,1.69,1.0,0.0,0.0,0.0,0.0,2164398.8,0.0
396.2556,5.84,1.898,1.0,0.0,0.0,0.0,0.0,2164398.8,0.0
396.25568,5.945,3.489,0.35000002,0.0,0.0,0.0,254504.53,1836137.6,0.0
396.2873,8.96,0.526,1.0,0.0,0.0,0.0,0.0,492578.75,0.0
396.2873,8.29,0.494,0.1,0.0,0.0,0.0,0.0,231948.56,0.0
396.2873,8.66,0.77,0.1,0.0,0.0,0.0,0.0,492578.75,0.0
396.2873,8.83,0.984,1.0,0.0,0.0,0.0,0.0,427430.78,0.0
396.3188,16.728,inf,0.5,1304955.4,1505566.4,166640.14,0.0,1208656.9,1377580.8
396.31873,16.855,inf,0.8,1694912.2,1702101.4,0.0,0.0,1356679.8,1693406.4
396.3187,16.98,inf,0.35000002,0.0,1714001.8,0.0,0.0,0.0,1705177.1
396.3348,13.18,1.184,0.1,0.0,0.0,0.0,0.0,600747.56,0.0
396.3348,13.05,2.668,0.6,0.0,0.0,0.0,0.0,426571.78,0.0
396.39813,17.482,inf,0.54999995,5050475.0,0.0,1917011.4,1382869.4,0.0,3185811.2
396.39816,17.363,inf,0.56666666,4967951.5,2062954.8,1890700.6,1321320.0,787750.3,3156677.8
396.39816,17.213,6.8193336,0.35,4435170.0,1555912.1,1539249.6,835013.7,758958.44,2768440.8
