Average m/z,Average RT (min),Average sn,Average score,20181114_CoulterCreek_2,20181114_Crescent-Creek-May_2,20181114_SR518-Cal_1000mL_dil-to-160mL_3,20181114_SR520-Cal-in-DI_1000mL_dil-to-60mL_1,20181114_SR520-Cal-in-DI_400mL_2,20181114_SwanCreek-Dec_3
323.1974,4.85,0.735,0.6,0.0,0.0,0.0,0.0,341443.88,0.0
323.1974,6.53,0.834,0.6,0.0,0.0,0.0,0.0,167762.88,0.0
323.1977,5.41,1.008,0.6,0.0,0.0,337633.22,0.0,0.0,0.0
323.2104,9.36,1.045,0.1,0.0,0.0,0.0,0.0,123054.18,0.0
323.2104,5.51,0.953,0.6,0.0,0.0,0.0,0.0,124682.734,0.0
323.2104,9.19,0.976,0.1,0.0,0.0,0.0,0.0,491974.8,0.0
323.2105,8.795,1.6500001,0.6,0.0,0.0,327000.56,0.0,354820.53,0.0
323.2105,9.085,2.7115,0.35000002,0.0,0.0,687144.0,0.0,447078.28,0.0
323.2106,4.65,1.08,0.6,0.0,0.0,126863.52,0.0,0.0,0.0
323.2233,7.63,0.97,1.0,0.0,0.0,0.0,0.0,145006.83,0.0
323.2233,10.74,0.913,1.0,0.0,0.0,0.0,0.0,127074.875,0.0
323.2362,7.35,1.002,0.1,0.0,0.0,0.0,0.0,139759.7,0.0
323.2492,14.45,0.892,0.1,0.0,0.0,0.0,0.0,485197.1,0.0
323.2619,14.05,1.474,0.6,0.0,240292.97,0.0,0.0,0.0,0.0
323.3009,14.03,1.352,0.6,0.0,0.0,0.0,0.0,3525649.2,0.0
323.30072,13.895,inf,0.55,0.0,0.0,0.0,0.0,3388086.0,176333.61
323.3009,13.69,0.565,0.6,0.0,0.0,0.0,0.0,3525649.2,0.0
324.1814,4.99,0.44,1.0,0.0,0.0,0.0,0.0,192023.06,0.0
324.1814,4.87,1.211,0.6,0.0,0.0,0.0,0.0,147292.06,0.0
324.1814,4.45,inf,1.0,0.0,0.0,0.0,0.0,278457.97,0.0
324.2333,6.03,0.969,0.1,0.0,0.0,0.0,0.0,3493730.5,0.0
324.2333,6.5,2.321,1.0,0.0,0.0,0.0,0.0,217660.73,0.0
324.2334,5.69,1.074,0.6,0.0,0.0,0.0,561602.56,0.0,0.0
324.23334,5.8,5.6809998,0.55,0.0,0.0,0.0,544606.9,3467820.0,0.0
324.2465,10.92,inf,0.6,0.0,0.0,162485.66,0.0,0.0,0.0
324.2982,13.9,4.954,0.6,0.0,0.0,0.0,0.0,355513.16,0.0
325.16833,13.522,inf,0.91999996,199804.95,177649.53,164825.11,176346.95,0.0,207318.66
325.2072,10.36,inf,0.26666668,161877.89,126122.94,0.0,0.0,0.0,204549.38
325.20752,5.063,1.8283334,0.7,0.0,149324.81,395848.3,244725.3,0.0,0.0
325.2077,5.93,0.866,1.0,0.0,0.0,931369.2,0.0,0.0,0.0
325.2077,6.79,0.94,0.6,0.0,0.0,190610.0,0.0,0.0,0.0
325.2077,5.46,1.058,1.0,0.0,0.0,126461.1,0.0,0.0,0.0
325.2205,12.04,3.012,0.1,0.0,0.0,0.0,633209.75,0.0,0.0
325.22717,5.72,0.4625,0.35000002,0.0,0.0,445750.56,211241.23,0.0,0.0
325.2332,14.383,5.2186666,0.73333335,668934.75,605246.8,0.0,0.0,0.0,608584.44
325.2332,14.51,1.4846667,0.1,686880.56,650261.56,0.0,0.0,0.0,719135.5
325.2336,11.86,inf,0.6,0.0,0.0,0.0,128454.15,0.0,0.0
326.1845,7.39,3.185,0.6,0.0,0.0,0.0,0.0,506768.56,0.0
326.1976,7.46,2.025,1.0,0.0,0.0,0.0,0.0,153583.88,0.0
326.1976,7.57,1.248,1.0,0.0,0.0,0.0,0.0,226063.17,0.0
326.2106,8.49,0.542,1.0,0.0,0.0,0.0,0.0,190346.61,0.0
326.2106,8.33,1.237,0.6,0.0,0.0,0.0,0.0,554189.7,0.0
326.2106,7.99,1.108,0.6,0.0,0.0,0.0,0.0,842246.2,0.0
326.2106,5.22,0.538,0.1,0.0,0.0,0.0,0.0,329625.47,0.0
326.2106,5.09,1.318,1.0,0.0,0.0,0.0,0.0,208082.58,0.0
326.22385,5.615,inf,0.35000002,0.0,0.0,170217.02,190211.86,0.0,0.0
326.2239,8.42,0.888,0.6,0.0,0.0,113755.4,0.0,0.0,0.0
326.2239,8.17,0.739,0.1,0.0,0.0,274758.56,0.0,0.0,0.0
326.23645,10.655,inf,0.35000002,0.0,126226.12,0.0,0.0,0.0,119151.53
326.2367,12.09,0.637,0.1,0.0,0.0,0.0,0.0,107453.83,0.0
326.24985,6.187,inf,0.4,0.0,109995.016,738433.7,377899.66,0.0,0.0
326.24994,6.08,1.1745,0.1,0.0,0.0,820383.0,401364.34,0.0,0.0
326.25,6.31,1.65,0.1,0.0,0.0,820383.0,0.0,0.0,0.0
326.3803,13.48,inf,1.0,0.0,0.0,0.0,0.0,343581.03,0.0
327.00745,8.792,inf,0.65000004,247261.77,239385.92,383670.44,359117.22,1447359.6,273843.6
327.0075,9.07,1.268,1.0,0.0,0.0,0.0,0.0,1786575.2,0.0
327.0075,8.922,inf,0.55,0.0,0.0,429041.25,393061.2,1644741.4,280346.2
327.1907,4.67,0.857,1.0,0.0,0.0,0.0,0.0,193707.94,0.0
327.1907,4.34,inf,0.1,0.0,0.0,0.0,0.0,207500.48,0.0
327.191,4.48,0.847,0.6,0.0,0.0,598775.1,0.0,0.0,0.0
327.2038,5.21,0.472,0.6,0.0,0.0,0.0,0.0,140869.67,0.0
327.2038,5.53,0.924,1.0,0.0,0.0,0.0,0.0,142947.78,0.0
327.2038,5.05,1.679,1.0,0.0,0.0,0.0,0.0,340307.28,0.0
327.2038,4.83,1.061,1.0,0.0,0.0,0.0,0.0,185346.23,0.0
327.217,8.77,1.515,0.1,0.0,0.0,0.0,507444.53,0.0,0.0
327.217,8.65,2.497,1.0,0.0,0.0,0.0,360147.84,0.0,0.0
327.23,6.32,1.366,1.0,0.0,0.0,0.0,0.0,265750.88,0.0
327.23,5.94,1.005,0.6,0.0,0.0,0.0,0.0,348924.8,0.0
327.23663,6.24,0.9885,0.35000002,0.0,0.0,158776.84,0.0,210374.52,0.0
327.23663,6.095,0.9785,0.8,0.0,0.0,184219.17,0.0,194912.12,0.0
327.2431,11.53,1.083,1.0,0.0,0.0,0.0,0.0,2483426.8,0.0
327.2561,14.03,2.031,1.0,0.0,0.0,0.0,0.0,2970249.0,0.0
327.25592,13.89,inf,0.35000002,0.0,0.0,0.0,0.0,2306782.8,136509.64
327.2561,14.16,1.137,0.1,0.0,0.0,0.0,0.0,3062447.8,0.0
327.2823,15.62,inf,0.6,0.0,0.0,0.0,0.0,108065.99,0.0
328.2,4.24,inf,0.6,0.0,0.0,0.0,0.0,104561.336,0.0
328.2262,4.62,inf,0.6,0.0,0.0,0.0,0.0,152867.14,0.0
328.2262,10.18,inf,1.0,0.0,0.0,0.0,0.0,106539.49,0.0
328.2265,4.85,0.385,0.6,0.0,0.0,153262.1,0.0,0.0,0.0
328.2394,4.76,3.314,0.1,0.0,0.0,0.0,0.0,1903099.2,0.0
328.2525,13.88,4.378,0.1,0.0,0.0,0.0,0.0,383085.94,0.0
329.00168,8.788,inf,0.63333327,237058.88,226587.33,391959.38,368349.56,1469040.8,265977.8
329.0017,0.62,inf,1.0,0.0,0.0,0.0,0.0,124909.97,0.0
329.0017,9.07,1.124,0.1,0.0,0.0,0.0,0.0,1685865.6,0.0
329.00186,8.915,inf,0.35000002,0.0,0.0,415531.0,0.0,1649580.4,0.0
329.1993,5.75,1.148,1.0,0.0,0.0,0.0,151184.86,0.0,0.0
329.1995,5.06,0.938,1.0,0.0,0.0,172496.1,0.0,0.0,0.0
329.2124,11.05,0.902,0.6,0.0,0.0,0.0,0.0,158521.47,0.0
329.2257,10.03,inf,0.1,0.0,0.0,357867.25,186120.48,0.0,0.0
329.2258,4.76,inf,1.0,0.0,0.0,114939.4,0.0,0.0,0.0
329.2258,10.16,1.283,0.1,0.0,0.0,539382.1,0.0,0.0,0.0
329.2386,16.94,1.069,1.0,0.0,125632.52,0.0,0.0,0.0,0.0
329.27142,12.74,inf,0.8,0.0,0.0,0.0,0.0,550002.06,2107899.5
329.2778,12.23,inf,1.0,0.0,0.0,0.0,0.0,0.0,2107899.5
329.278,12.45,2.0870001,0.35000002,0.0,0.0,0.0,0.0,1706193.6,1969681.0
329.278,12.585,inf,0.6,0.0,0.0,0.0,0.0,2100608.5,1995003.4
329.27817,12.33,inf,0.4,0.0,0.0,274161.6,0.0,1280389.9,1570717.6
330.2015,5.76,1.054,0.1,0.0,0.0,0.0,0.0,148787.14,0.0
330.2279,10.05,1.535,1.0,0.0,0.0,0.0,0.0,106017.555,0.0
330.2411,9.1,inf,0.6,0.0,0.0,0.0,0.0,112970.234,0.0
330.2543,8.09,inf,1.0,0.0,0.0,0.0,0.0,236744.1,0.0
330.2805,12.287,1.1286666,0.56666666,114296.586,0.0,0.0,0.0,230686.33,182689.52
330.2806,12.39,1.831,0.1,0.0,807218.4,0.0,0.0,0.0,0.0
330.2806,12.24,inf,1.0,0.0,1017387.0,0.0,0.0,0.0,0.0
330.2806,12.55,1.379,0.1,0.0,839771.25,0.0,0.0,0.0,0.0
330.2806,12.67,inf,1.0,0.0,1017387.0,0.0,0.0,0.0,0.0
330.281,15.82,inf,1.0,0.0,0.0,129651.06,0.0,0.0,0.0
330.3069,10.72,inf,0.6,108153.78,0.0,0.0,0.0,0.0,0.0
330.33337,13.645,inf,0.45000002,248212.69,259767.0,0.0,0.0,182090.64,306198.25
331.0081,8.76,inf,0.6,0.0,0.0,0.0,0.0,445439.2,0.0
331.1803,5.2,1.649,1.0,0.0,0.0,0.0,0.0,1082751.0,0.0
331.1803,5.43,1.711,1.0,0.0,0.0,0.0,0.0,392000.4,0.0
331.1803,5.56,0.63,0.6,0.0,0.0,0.0,0.0,612680.3,0.0
331.18036,5.08,3.964,0.1,0.0,0.0,0.0,142181.86,1054833.5,0.0
331.1935,13.97,3.508,1.0,0.0,0.0,0.0,0.0,467004.47,0.0
331.2069,6.64,0.378,0.1,0.0,0.0,0.0,135281.16,0.0,0.0
331.2069,6.35,1.062,0.6,0.0,0.0,0.0,441842.62,0.0,0.0
331.2069,6.24,1.991,0.6,0.0,0.0,0.0,414792.16,0.0,0.0
331.2069,6.11,1.428,0.1,0.0,0.0,0.0,441842.62,0.0,0.0
331.22,11.46,0.746,0.1,0.0,0.0,0.0,0.0,337245.2,0.0
331.2862,15.59,3.5859997,0.7833333,21720978.0,26242316.0,5049832.0,2074855.0,11214830.0,26227072.0
331.2862,15.825,3.6295002,0.5,34709840.0,35165700.0,7694506.0,2923992.0,19478238.0,40995424.0
331.2862,15.967,2.6374998,0.65000004,34920732.0,35292210.0,7778456.0,2914850.8,19522754.0,41046750.0
331.28625,15.712,2.334,0.45999998,30858692.0,30657804.0,6754214.5,2497684.8,17180920.0,0.0
331.28607,15.375,3.441,0.70000005,1525871.8,1361323.8,0.0,0.0,864366.3,1353518.5
331.44504,15.6,inf,0.8666666,1135149.4,1090927.9,0.0,0.0,0.0,1435324.5
332.0959,3.85,inf,1.0,0.0,0.0,492291.72,0.0,0.0,0.0
332.1483,9.73,inf,0.1,0.0,0.0,0.0,0.0,0.0,255523.52
332.1886,5.09,1.393,1.0,0.0,0.0,0.0,0.0,114921.19,0.0
332.2152,7.67,1.122,0.6,0.0,0.0,0.0,0.0,243876.72,0.0
332.2152,6.35,1.188,0.1,0.0,0.0,0.0,0.0,466310.75,0.0
332.2152,6.11,1.419,0.6,0.0,0.0,0.0,0.0,466310.75,0.0
332.2152,6.58,2.224,1.0,0.0,0.0,0.0,0.0,229067.34,0.0
332.2152,6.22,1.94,1.0,0.0,0.0,0.0,0.0,454924.62,0.0
332.2945,15.99,0.407,0.6,0.0,0.0,0.0,0.0,0.0,329758.53
332.29468,15.59,4.2050004,0.22500002,4696887.0,5248044.0,0.0,0.0,3027138.8,5550005.5
332.29465,15.72,1.4526668,0.56666666,5749877.0,0.0,0.0,0.0,3247470.5,6847010.0
332.2946,15.45,0.377,0.6,216944.27,0.0,0.0,0.0,0.0,0.0
332.29465,15.82,0.546,0.35000002,0.0,420648.97,0.0,0.0,0.0,715811.5
332.2949,15.86,0.55,0.6,0.0,0.0,0.0,0.0,207201.75,0.0
332.3346,12.832,2.9194999,0.35000002,389867.66,357225.94,0.0,0.0,436411.38,253748.75
332.33472,12.96,inf,0.8,0.0,445111.72,0.0,0.0,589498.75,0.0
333.1867,5.31,inf,0.1,0.0,0.0,0.0,611540.94,0.0,0.0
333.2,5.86,0.888,0.6,0.0,0.0,0.0,0.0,293099.03,0.0
333.2,6.37,0.991,0.6,0.0,0.0,0.0,0.0,135752.64,0.0
333.2,8.45,0.965,0.6,0.0,0.0,0.0,0.0,118344.84,0.0
333.2136,6.82,1.129,1.0,0.0,0.0,153972.97,0.0,0.0,0.0
333.22665,5.585,inf,0.35000002,0.0,0.0,0.0,233969.3,691742.4,0.0
333.2267,10.66,2.729,0.4,0.0,0.0,7455519.0,20102246.0,37743796.0,0.0
333.2269,11.01,1.371,0.6,0.0,0.0,7594855.5,0.0,0.0,0.0
333.23346,10.895,1.5135,0.8,0.0,0.0,7464329.5,0.0,810367.0,0.0
333.2268,10.53,2.2905,1.0,0.0,0.0,6558591.0,17022288.0,0.0,0.0
333.2267,10.39,8.756666,0.26666668,0.0,0.0,6285434.5,17031754.0,32154778.0,0.0
333.24,10.94,0.878,0.1,0.0,0.0,0.0,313259.66,0.0,0.0
333.24,11.47,1.629,0.1,0.0,0.0,0.0,0.0,322694.44,0.0
333.2533,11.27,0.459,0.6,0.0,0.0,0.0,0.0,1292503.2,0.0
333.25336,11.045,1.5855,0.35000002,0.0,0.0,0.0,348999.34,777049.56,0.0
333.25336,11.165,1.137,1.0,0.0,0.0,0.0,398567.38,1221396.0,0.0
333.2931,15.712,1.84375,0.325,796867.7,822995.25,0.0,0.0,445750.94,957394.94
333.29315,15.588,inf,0.3,672091.75,727716.2,134534.78,0.0,390990.03,757722.44
333.3333,12.81,inf,0.1,0.0,0.0,0.0,0.0,107380.64,0.0
333.3866,10.38,inf,0.1,0.0,0.0,0.0,0.0,1006592.3,0.0
334.2278,10.26,0.178,0.1,0.0,0.0,0.0,0.0,7637593.5,0.0
334.2278,5.58,2.045,0.1,0.0,0.0,0.0,0.0,162772.98,0.0
334.22784,10.625,1.9185001,0.8,0.0,0.0,0.0,4293291.0,7637593.5,0.0
334.2279,10.82,2.305,0.6,0.0,0.0,0.0,4299379.5,0.0,0.0
334.2279,10.383,5.3856664,0.8666666,0.0,0.0,1081998.5,3536607.8,6127149.0,0.0
334.2279,10.513,2.0236666,0.56666666,0.0,0.0,1266432.0,3733388.8,6490346.5,0.0
334.2412,10.9,0.838,1.0,0.0,0.0,0.0,0.0,216902.33,0.0
334.2412,11.05,0.371,0.1,0.0,0.0,0.0,0.0,302906.8,0.0
334.30807,17.075,inf,0.775,0.0,261270.62,401240.2,222967.84,137432.22,0.0
335.192,6.05,1.521,1.0,0.0,0.0,165943.8,0.0,0.0,0.0
335.2051,5.08,inf,0.6,0.0,0.0,0.0,0.0,101861.47,0.0
335.2051,6.49,1.129,0.1,0.0,0.0,0.0,0.0,131282.22,0.0
335.2185,8.2,0.884,0.1,0.0,0.0,0.0,0.0,116149.83,0.0
335.2185,9.47,1.118,0.6,0.0,0.0,0.0,0.0,105393.1,0.0
335.2185,7.46,0.939,1.0,0.0,0.0,0.0,0.0,106251.27,0.0
335.2315,9.92,1.027,1.0,0.0,0.0,0.0,0.0,0.0,291944.22
335.23166,10.71,1.7983333,0.8666666,1030195.3,889425.2,0.0,0.0,0.0,1095574.4
335.23166,10.583,3.7553337,0.56666666,818174.8,687407.5,0.0,0.0,0.0,772065.9
335.23166,9.803,inf,1.0,129834.35,249565.3,0.0,0.0,0.0,226634.92
335.2317,10.83,1.01,1.0,1057912.8,0.0,0.0,0.0,0.0,0.0
335.232,10.37,1.9015,0.6,0.0,0.0,0.0,356960.7,832441.25,0.0
335.232,10.26,0.554,0.1,0.0,0.0,0.0,0.0,2307190.8,0.0
335.232,9.08,1.257,0.6,0.0,0.0,0.0,0.0,177999.53,0.0
335.232,8.93,inf,0.6,0.0,0.0,0.0,0.0,132421.4,0.0
335.232,10.495,1.3455,0.35000002,0.0,0.0,0.0,775472.4,2307190.8,0.0
335.2454,8.58,inf,0.1,0.0,0.0,0.0,0.0,13238373.0,0.0
335.2454,8.71,2.437,0.1,0.0,0.0,0.0,0.0,13188609.0,0.0
335.24545,8.81,2.464,0.1,0.0,0.0,0.0,6962960.0,13189983.0,0.0
335.2455,8.65,inf,1.0,0.0,0.0,0.0,6993397.5,0.0,0.0
335.24554,8.52,1.7820001,0.55,0.0,0.0,1309527.8,6911441.5,0.0,0.0
335.24548,8.383,19.550333,0.8666666,0.0,0.0,1175689.2,6106345.5,11719306.0,0.0
335.2589,11.66,1.308,1.0,0.0,0.0,327248.0,0.0,325290.62,0.0
335.2723,11.39,0.827,1.0,0.0,0.0,0.0,210004.44,0.0,0.0
335.27228,11.2,1.089,0.35000002,0.0,0.0,1172503.6,0.0,1639624.0,0.0
336.23895,10.57,inf,0.45000002,163266.1,130493.625,0.0,0.0,213937.66,181138.25
336.2391,8.6,1.158,0.6,0.0,0.0,0.0,0.0,362544.2,0.0
336.2526,9.91,inf,0.1,0.0,0.0,0.0,0.0,119260.336,0.0
336.25266,8.375,inf,0.6,0.0,0.0,0.0,1207334.8,2415728.2,0.0
336.2932,15.55,inf,0.6,0.0,0.0,125406.85,0.0,0.0,0.0
336.3062,14.65,inf,0.45000002,151084.48,125137.914,0.0,0.0,196110.14,174473.38
337.15497,8.173,inf,1.0,0.0,108683.664,309655.06,0.0,727385.06,0.0
337.2086,12.48,0.85899997,0.8666666,101528.3,228383.25,0.0,0.0,0.0,212077.52
337.20865,12.325,1.1315,0.55,216944.4,2440078.0,0.0,0.0,0.0,0.0
337.21555,12.07,0.80899996,0.35000002,2244714.8,2440078.0,388974.22,0.0,907590.06,0.0
337.2133,11.94,2.1701667,0.65000004,776026.0,2102990.0,225124.9,544052.1,533202.5,786935.75
337.21555,12.23,1.112,0.6,0.0,2313497.5,554415.44,0.0,643798.2,2173732.5
337.2089,7.78,0.724,1.0,0.0,0.0,0.0,0.0,223393.64,0.0
337.2089,7.37,1.065,0.6,0.0,0.0,0.0,0.0,246030.7,0.0
337.2089,7.12,inf,0.6,0.0,0.0,0.0,0.0,274417.75,0.0
337.2089,7.0,2.113,0.6,0.0,0.0,0.0,0.0,258693.9,0.0
337.2089,6.36,0.994,0.1,0.0,0.0,0.0,0.0,352480.06,0.0
337.20877,12.125,3.033,0.8,0.0,0.0,0.0,656520.5,0.0,1601633.6
337.2155,12.4,0.8215,0.55,0.0,0.0,0.0,104122.99,0.0,2260254.8
337.23593,11.06,1.046,0.1,0.0,0.0,0.0,0.0,1110831.1,0.0
337.2361,9.7,1.015,1.0,0.0,0.0,207077.14,0.0,0.0,0.0
337.23605,9.215,0.938,0.8,0.0,0.0,535209.9,0.0,106101.76,0.0
337.2361,8.78,1.026,1.0,0.0,0.0,108554.555,0.0,0.0,0.0
337.2361,9.9,0.96,0.1,0.0,0.0,514326.47,0.0,0.0,0.0
337.2361,8.9,0.884,1.0,0.0,0.0,324259.25,0.0,0.0,0.0
337.2494,8.36,inf,0.1,0.0,0.0,0.0,126556.53,0.0,0.0
338.195,9.27,0.225,0.6,0.0,0.0,0.0,0.0,592756.9,0.0
338.195,9.15,1.123,0.6,0.0,0.0,0.0,0.0,428948.7,0.0
338.2216,12.26,inf,0.6,0.0,0.0,0.0,0.0,0.0,356035.94
338.2217,11.937,inf,0.7,122303.41,124623.69,0.0,0.0,0.0,135270.17
338.2219,12.128,inf,0.56,184521.34,225166.56,0.0,101744.695,200788.61,293210.34
338.222,5.14,0.99,0.6,0.0,0.0,0.0,0.0,379531.2,0.0
338.2492,7.09,1.076,0.1,0.0,0.0,0.0,149536.1,0.0,0.0
338.3166,14.83,1.4308,0.38000003,263487.3,281417.8,205082.0,232290.66,0.0,278558.53
338.34372,17.217,8.696166,0.65000004,16581793.0,5937313.5,5533153.5,4122707.2,3669567.5,9313327.0
338.34372,17.377,4.924333,0.18333334,18770976.0,7012785.5,6380284.0,4985250.5,4259082.5,10686580.0
338.3436,17.627,1.5296668,0.7,0.0,7679459.0,0.0,0.0,4561956.0,10876180.0
338.34384,17.527,2.138,0.56666666,0.0,7111796.5,6594506.5,0.0,4443076.0,0.0
338.3438,17.93,1.265,0.1,0.0,0.0,0.0,0.0,128065.32,0.0
338.34393,17.57,1.837,0.6,0.0,0.0,0.0,5307453.5,0.0,0.0
338.344,17.685,1.4530001,0.35000002,0.0,0.0,6962185.0,5496155.0,0.0,0.0
338.96667,0.768,inf,0.67499995,634836.06,644327.8,0.0,0.0,577012.9,710478.1
338.9668,0.63,inf,0.91999996,517939.56,556127.5,374857.44,0.0,433475.12,561229.0
339.18396,8.88,inf,0.55,0.0,0.0,0.0,206215.64,281793.16,0.0
339.1975,9.08,0.584,0.1,0.0,0.0,0.0,0.0,230491.56,0.0
339.1975,4.54,0.924,0.6,0.0,0.0,0.0,0.0,150011.95,0.0
339.1975,4.82,0.893,0.6,0.0,0.0,0.0,0.0,143322.75,0.0
339.211,6.57,0.938,0.1,0.0,0.0,0.0,0.0,137931.42,0.0
339.211,6.44,1.006,1.0,0.0,0.0,0.0,0.0,102433.73,0.0
339.211,5.12,1.179,0.6,0.0,0.0,0.0,0.0,181144.05,0.0
339.21133,5.93,0.911,0.6,0.0,0.0,127967.48,0.0,0.0,0.0
339.21133,5.66,0.865,0.1,0.0,0.0,206641.06,0.0,0.0,0.0
339.2517,12.14,0.989,0.6,0.0,0.0,0.0,0.0,1615322.6,0.0
339.2517,11.99,0.872,1.0,0.0,0.0,0.0,0.0,105983.3,0.0
339.34665,17.352,inf,0.65000004,4513171.0,1641447.8,1484014.5,1152494.5,965297.94,2500654.8
339.34653,17.47,inf,0.57500005,4581762.5,1656823.5,0.0,0.0,976728.25,2558943.2
339.34665,17.215,5.7128334,0.5833333,3444571.8,1265733.8,1223382.9,859840.0,693027.4,2149297.0
340.2166,5.65,1.385,1.0,0.0,0.0,0.0,0.0,129796.69,0.0
340.2302,5.1,1.567,0.1,0.0,0.0,0.0,0.0,1579048.2,0.0
340.23026,4.97,inf,0.55,0.0,0.0,0.0,253019.45,1556759.2,0.0
340.2303,5.43,inf,0.35000002,0.0,0.0,178388.95,0.0,125890.336,0.0
340.2574,4.35,inf,1.0,0.0,0.0,0.0,0.0,158352.64,0.0
340.2574,7.78,1.021,1.0,0.0,0.0,0.0,0.0,817798.94,0.0
340.2574,7.93,0.975,0.6,0.0,0.0,0.0,0.0,181928.55,0.0
340.271,8.12,2.813,1.0,0.0,0.0,0.0,0.0,395019.9,0.0
340.271,7.31,1.615,1.0,0.0,0.0,0.0,0.0,1490258.0,0.0
340.27115,7.535,1.65,0.55,0.0,0.0,602850.7,0.0,1478602.4,0.0
340.33887,15.67,1.114,0.1,0.0,103657.45,0.0,0.0,0.0,0.0
340.3524,17.34,inf,0.6,475708.16,0.0,0.0,0.0,0.0,0.0
340.3525,17.21,inf,0.9,438366.88,116550.82,109291.4,0.0,0.0,220669.53
340.353,17.73,inf,1.0,0.0,0.0,189732.56,0.0,0.0,0.0
341.2115,4.53,0.993,0.6,0.0,0.0,0.0,661027.5,0.0,0.0
341.21173,5.44,1.052,0.6,0.0,0.0,497949.78,0.0,0.0,0.0
341.21173,5.21,0.885,0.1,0.0,0.0,167358.42,0.0,0.0,0.0
341.21173,5.01,0.861,0.6,0.0,0.0,135050.11,0.0,0.0,0.0
341.21173,4.82,0.862,1.0,0.0,0.0,257843.8,0.0,0.0,0.0
341.22507,10.12,0.884,1.0,0.0,0.0,0.0,0.0,229189.84,0.0
341.22507,9.69,0.924,0.1,0.0,0.0,0.0,0.0,186380.38,0.0
341.22507,10.75,0.983,0.1,0.0,0.0,0.0,0.0,197850.97,0.0
341.22507,10.31,1.036,0.6,0.0,0.0,0.0,0.0,148392.02,0.0
341.22507,9.86,0.875,1.0,0.0,0.0,0.0,0.0,170207.06,0.0
341.2254,6.42,0.859,0.1,0.0,0.0,214078.19,0.0,0.0,0.0
341.2254,6.63,0.762,1.0,0.0,0.0,191973.44,0.0,0.0,0.0
341.2254,6.81,1.0,0.1,0.0,0.0,307049.0,0.0,0.0,0.0
341.2388,10.58,inf,0.6,0.0,0.0,0.0,294664.06,0.0,0.0
341.2388,8.54,5.53,1.0,0.0,0.0,0.0,11410459.0,0.0,0.0
341.2388,8.79,14.177,1.0,0.0,0.0,0.0,13870901.0,0.0,0.0
341.239,7.35,1.029,0.6,0.0,0.0,109641.91,0.0,0.0,0.0
341.239,7.47,0.954,1.0,0.0,0.0,133049.98,0.0,0.0,0.0
341.239,8.44,0.761,0.1,0.0,0.0,612170.06,0.0,0.0,0.0
341.239,7.68,0.876,0.1,0.0,0.0,170986.2,0.0,0.0,0.0
341.2524,12.86,0.81,1.0,0.0,0.0,0.0,0.0,141450.8,0.0
341.2524,12.53,0.622,0.1,0.0,0.0,0.0,0.0,424265.12,0.0
341.266,13.03,1.031,0.1,0.0,0.0,0.0,0.0,1051755.5,0.0
341.3066,16.77,1.948,1.0,0.0,0.0,0.0,0.0,0.0,3857747.5
341.30695,16.712,inf,0.675,3410398.2,3442503.5,467821.28,0.0,1994615.2,0.0
341.30695,16.528,3.2845001,0.57500005,2853025.5,0.0,400724.4,166506.22,0.0,2899752.5
341.3068,16.348,1.035,0.775,1045688.6,1074531.0,0.0,0.0,644537.5,1169814.8
341.30673,16.85,1.196,1.0,3422787.5,0.0,0.0,0.0,0.0,0.0
341.3068,16.637,2.4653332,0.7,0.0,3172867.0,0.0,0.0,1890301.0,3565746.0
341.3069,16.47,inf,0.6,0.0,3442503.5,0.0,0.0,1994615.2,0.0
342.2092,4.28,1.077,1.0,0.0,0.0,0.0,0.0,161113.52,0.0
342.2092,4.75,2.434,0.1,0.0,0.0,0.0,0.0,351189.12,0.0
342.2092,4.86,1.246,0.6,0.0,0.0,0.0,0.0,377322.56,0.0
342.2092,4.51,0.312,0.6,0.0,0.0,0.0,0.0,219445.97,0.0
342.2367,8.74,1.869,0.6,0.0,0.0,0.0,2810857.2,0.0,0.0
342.2367,8.54,3.607,0.6,0.0,0.0,0.0,2321744.0,0.0,0.0
342.2367,9.0,inf,1.0,0.0,0.0,0.0,3135706.5,0.0,0.0
342.2367,8.87,2.308,0.1,0.0,0.0,0.0,3098364.8,0.0,0.0
342.2504,5.217,inf,0.26666668,0.0,0.0,376670.5,152473.05,905542.5,0.0
342.3047,16.525,2.5165,0.35000002,307226.5,0.0,0.0,0.0,0.0,323590.97
342.31836,16.355,inf,0.55,196420.06,0.0,0.0,0.0,0.0,197191.39
342.34604,16.188,inf,0.41666663,463205.94,1309775.5,2300334.8,1586115.8,601659.5,462471.56
342.34595,16.317,inf,0.4,0.0,0.0,0.0,1705361.1,728463.5,598445.9
342.3462,16.44,inf,0.6,0.0,0.0,0.0,1856293.8,0.0,0.0
342.3464,16.37,inf,0.1,0.0,0.0,2481912.2,0.0,0.0,0.0
343.1546,11.81,2.023,0.6,0.0,0.0,0.0,0.0,0.0,852375.9
343.1549,11.662,inf,0.73333335,318395.9,263933.38,104068.53,154906.77,246151.78,846862.56
343.1825,6.11,inf,1.0,0.0,0.0,0.0,175177.0,0.0,0.0
343.1963,8.633,3.691333,0.6,0.0,0.0,364703.66,270417.84,1220710.8,0.0
343.20987,7.55,0.891,0.1,0.0,0.0,0.0,0.0,102082.92,0.0
343.20987,6.99,1.155,0.1,0.0,0.0,0.0,0.0,267010.0,0.0
