,mz,assymetric,integration,sn,hw,ab,label
669,211.0994833958382,"[-0.038733330999999996, 0.088533328]",132988.53865559894,3.198,77477.0,0.586,1
670,311.3139032205401,"[-0.044266664, 0.07746666199999999]",214095.4324951172,3.712,135563.0,0.59,1
671,311.3139032205401,"[-0.16599999, 0.022133332]",262621.7469685872,0.0,20752.0,1.978,1
672,318.2767527202369,"[-0.005533333, 0.713799957]",2087582.9322509766,1.307,6302.0,3.542,1
673,318.2767527202369,"[-0.16046665699999998, 0.099599994]",1343529.0375976562,2.448,234595.0,0.469,1
674,318.2767527202369,"[-0.27666664999999996, 0.13833332499999998]",1755665.561686198,2.33,53386.0,1.057,1
675,318.2767527202369,"[-0.42606664099999997, 0.188133322]",2004681.100097656,1.833,15478.0,1.9,1
676,318.2767527202369,"[-0.547799967, 0.171533323]",2087582.9322509766,2.116,10201.0,2.188,1
677,244.29257550951561,"[-0.044266664, 0.13833332499999998]",514082.02628580725,12.079,199928.0,0.427,1
678,244.29257550951561,"[-0.16599999, 0.022133332]",518812.819946289,1.31,21049.0,3.853,1
679,441.2955180775328,"[-0.038733330999999996, 0.503533303]",1105996.7563883464,2.365,19506.0,1.067,2
680,441.2955180775328,"[-0.16046665699999998, 0.260066651]",974813.2595621744,2.163,39049.0,0.781,2
681,441.2955180775328,"[-0.30986664799999997, 0.16599999]",1041912.5316569011,2.057,27435.0,0.928,2
682,441.2955180775328,"[-0.42606664099999997, 0.14939999099999998]",1131073.0173543296,1.698,13192.0,1.433,2
683,441.2955180775328,"[-0.542266634, 0.044266664]",1138648.0049031577,1.165,8159.0,2.245,2
684,476.31206248706314,"[-0.049799997, 0.088533328]",368175.4181315104,4.41,188874.0,0.564,3
685,476.31206248706314,"[-0.16599999, 0.033199997999999994]",421611.7892049153,0.0,25471.0,2.308,3
686,589.4730308860417,"[-0.005533333, 0.105133327]",1492976.0439453125,0.454,1214818.0,0.555,2
687,589.4730308860417,"[-0.127266659, 0.038733330999999996]",1976078.5146484373,0.174,310054.0,1.28,2
688,589.4730308860417,"[-0.005533333, 0.094066661]",204616.97542317706,0.568,185371.0,0.616,2
689,589.4730308860417,"[-0.12173332599999999, 0.105133327]",407896.31640624994,0.311,44521.0,0.985,2
690,589.4730308860417,"[-0.022133332, 0.099599994]",138776.5628255208,0.863,60344.0,0.859,2
691,389.20931042320785,"[-0.033199997999999994, 0.049799997]",285134.6207682291,2.578,314765.0,0.728,1
692,375.2370663473101,"[-0.060866662999999994, 0.088533328]",415101.7294921875,3.313,165584.0,0.621,1
693,375.2370663473101,"[-0.188133322, 0.082999995]",529756.0611979166,1.909,21896.0,1.821,1
694,345.184712639793,"[-0.038733330999999996, 0.06639999599999999]",471882.6139322917,3.727,362921.0,0.651,3
695,291.2444855660255,"[-0.033199997999999994, 0.082999995]",140117.3116861979,2.491,85635.0,0.671,1
696,388.26081630892054,"[-0.06639999599999999, 0.049799997]",455486.3587239583,2.474,299069.0,0.624,3
697,483.35575691710267,"[-0.06639999599999999, 0.027666665]",103870.01399739583,0.223,43241.0,1.502,3
698,1347.88560975444,"[-0.07193332899999999, 0.182599989]",3879611.754964192,6.856,740588.0,0.447,1
699,1347.88560975444,"[-0.199199988, 0.254533318]",4537020.878051758,9.112,82057.0,1.486,1
700,1347.88560975444,"[-0.448199973, 0.044266664]",4566791.282552084,1.405,9084.0,11.47,1
701,257.0024383401487,"[-0.027666665, 0.088533328]",155684.29842122394,0.0,100031.0,0.638,1
702,1195.804934512652,"[-0.05533333, 0.11619999299999999]",966913.6386718748,6.423,399223.0,0.455,1
703,1195.804934512652,"[-0.171533323, 0.082999995]",1073999.020731608,0.0,44586.0,2.057,1
704,599.4356532069872,"[-0.033199997999999994, 0.060866662999999994]",111722.03572591145,0.0,111545.0,0.626,1
705,242.2879153226186,"[-0.060866662999999994, 0.30986664799999997]",38143032.98470052,74.034,6604999.0,0.232,1
706,411.2478896045673,"[-0.027666665, 0.13833332499999998]",138128.15393066406,1.433,26286.0,1.055,3
707,225.15030893683968,"[-0.05533333, 0.06639999599999999]",294198.49861653644,2.267,174727.0,0.629,1
708,225.15030893683968,"[-0.188133322, 0.060866662999999994]",414458.83219401044,1.309,17353.0,2.132,1
709,493.3370098706815,"[-0.011066666, 0.07746666199999999]",223053.0516764323,0.524,242263.0,0.65,2
710,493.3370098706815,"[-0.033199997999999994, 0.177066656]",255338.07948811847,0.771,44621.0,0.716,2
711,493.3370098706815,"[-0.204733321, 0.044266664]",279769.625406901,0.289,14141.0,1.766,2
712,539.3424688544784,"[-0.038733330999999996, 0.05533333]",199425.0598958333,1.924,176751.0,0.706,3
713,551.3833519262344,"[-0.044266664, 0.22133332]",403825.64687093097,2.649,39740.0,0.797,1
714,551.3833519262344,"[-0.193666655, 0.105133327]",426299.5284220377,0.0,25037.0,1.055,1
715,242.42363183796482,"[-0.038733330999999996, 0.07193332899999999]",2024632.433268229,0.0,1566896.0,0.584,1
716,463.3458654707331,"[-0.005533333, 0.188133322]",190840.4122721354,0.962,35888.0,0.785,3
717,432.33258746564513,"[-0.022133332, 0.094066661]",118372.99365234374,2.337,70002.0,0.693,3
718,1217.767397263782,"[-0.033199997999999994, 0.13833332499999998]",195963.8132324219,2.346,52780.0,0.698,1
719,1217.767397263782,"[-0.16599999, 0.038733330999999996]",217439.11678059894,0.0,19081.0,1.504,1
720,357.30829563810613,"[-0.033199997999999994, 0.326466647]",308991.7267252604,1.954,18712.0,0.706,2
721,229.18461634948682,"[-0.044266664, 0.06639999599999999]",237471.92116292316,2.795,161346.0,0.665,1
722,229.18461634948682,"[-0.16046665699999998, 0.005533333]",287459.6442057291,1.117,21365.0,2.702,1
723,479.3701740440007,"[-0.005533333, 0.099599994]",105127.92789713542,1.213,38193.0,1.378,3
724,550.633995232699,"[-0.044266664, 0.099599994]",471036.7462158203,4.264,240920.0,0.523,1
725,550.633995232699,"[-0.171533323, 0.13833332499999998]",613398.2485148113,0.0,20952.0,1.687,1
726,550.633995232699,"[-0.28773331599999996, 0.027666665]",616854.5428059896,0.0,11721.0,2.927,1
727,759.5330984378802,"[-0.038733330999999996, 0.182599989]",183829.14849853516,1.683,27746.0,0.748,2
728,588.5541882182084,"[-0.005533333, 0.647399961]",2035008.265767415,1.085,5730.0,4.61,1
729,588.5541882182084,"[-0.193666655, 0.171533323]",1638982.4118041992,2.348,61791.0,1.1,1
730,588.5541882182084,"[-0.30986664799999997, 0.24346665199999998]",1939346.9231160479,1.969,24465.0,1.433,1
731,588.5541882182084,"[-0.431599974, 0.199199988]",2019606.2804158528,2.455,15315.0,1.834,1
732,588.5541882182084,"[-0.569933299, 0.082999995]",2035008.265767415,1.816,9590.0,2.754,1
733,1237.853526709218,"[-0.044266664, 0.105133327]",591898.9609375,4.031,261449.0,0.561,1
734,1237.853526709218,"[-0.16599999, 0.07193332899999999]",709260.2356770834,0.0,40578.0,1.708,1
735,623.0257577447045,"[-0.011066666, 0.082999995]",236315.6865234375,0.983,163105.0,0.906,3
736,331.2788590249986,"[-0.005533333, 0.182599989]",146517.5014444987,0.707,22196.0,1.032,2
737,645.5012545689002,"[-0.044266664, 0.07193332899999999]",194354.2423502604,3.341,142845.0,0.558,1
738,645.5012545689002,"[-0.16599999, 0.027666665]",257668.49877929685,1.241,23567.0,1.613,1
739,334.2336560803707,"[-0.088533328, 0.177066656]",966146.3424682617,7.449,178312.0,0.425,1
740,334.2336560803707,"[-0.215799987, 0.127266659]",1042027.5547892251,2.181,27157.0,1.804,1
741,334.2336560803707,"[-0.343066646, 0.215799987]",1185313.9287109375,0.0,8525.0,2.463,1
742,416.3456996806746,"[-0.005533333, 0.520133302]",517081.529296875,1.206,7392.0,1.401,2
743,416.3456996806746,"[-0.193666655, 0.304333315]",498514.1471150716,1.883,12876.0,0.864,2
744,416.3456996806746,"[-0.37073331099999995, 0.15493332399999998]",517081.529296875,1.944,11911.0,0.869,2
745,1216.744922598917,"[-0.049799997, 0.14386665799999998]",405368.16715494794,2.866,95081.0,0.629,1
746,1216.744922598917,"[-0.177066656, 0.07193332899999999]",458407.7255859375,2.438,30945.0,1.322,1
747,255.00565682782718,"[-0.060866662999999994, 0.15493332399999998]",1382511.2701822915,9.846,409184.0,0.401,1
748,255.00565682782718,"[-0.215799987, 0.07746666199999999]",1478794.5109049478,1.906,32245.0,2.951,1
749,255.00565682782718,"[-0.33199998, 0.11066666]",1594864.6963297527,1.503,10729.0,4.198,1
750,266.1778970040731,"[-0.06639999599999999, 0.049799997]",359733.14941406244,1.71,237527.0,0.621,2
751,266.1778970040731,"[-0.193666655, 0.05533333]",642590.4384765624,2.506,46179.0,1.242,2
752,582.3485857313523,"[-0.038733330999999996, 0.082999995]",200307.85192871094,2.257,105295.0,0.71,1
753,582.3485857313523,"[-0.16599999, 0.07746666199999999]",295072.35825602215,0.0,17305.0,1.592,1
754,1194.800900201661,"[-0.060866662999999994, 0.105133327]",1163173.2003173828,5.458,515060.0,0.453,1
755,1194.800900201661,"[-0.199199988, 0.07193332899999999]",1340242.8158365884,0.0,45937.0,2.196,1
756,708.524962003655,"[-0.011066666, 0.099599994]",565687.5017903645,0.769,368140.0,0.694,3
757,395.24940234096846,"[-0.038733330999999996, 0.12173332599999999]",318855.7569986979,2.604,95499.0,0.717,2
758,395.24940234096846,"[-0.16046665699999998, 0.033199997999999994]",352095.9181315104,1.172,32620.0,1.592,2
759,1350.908197102957,"[-0.044266664, 0.14386665799999998]",431107.3354085286,4.673,117238.0,0.575,1
760,1350.908197102957,"[-0.16599999, 0.14386665799999998]",517165.12115478504,1.611,18442.0,1.616,1
761,1327.924833336121,"[-0.049799997, 0.099599994]",693436.9759114584,4.413,314606.0,0.546,1
762,1327.924833336121,"[-0.171533323, 0.07746666199999999]",819479.5341796875,2.161,35972.0,2.033,1
763,1200.981882447992,"[-0.06639999599999999, 0.11619999299999999]",911819.9212239583,6.478,337200.0,0.449,1
764,1200.981882447992,"[-0.22133332, 0.060866662999999994]",1025392.7320963541,2.238,25157.0,2.832,1
765,723.8504879527172,"[-0.011066666, 0.11066666]",116099.88061523436,0.934,54728.0,0.792,3
766,736.5554449333441,"[-0.005533333, 0.14939999099999998]",333905.27685546875,0.741,113052.0,0.681,3
767,458.3137545907372,"[-0.044266664, 0.127266659]",279788.29671223956,6.121,113845.0,0.462,1
768,329.00752823827963,"[-0.011066666, 0.16046665699999998]",144149.54321289062,0.0,28563.0,0.949,1
769,768.4562764838645,"[-0.005533333, 0.088533328]",124918.603515625,0.941,95379.0,0.819,3
770,556.3903548438152,"[-0.038733330999999996, 0.11066666]",277988.69051106763,6.133,141497.0,0.487,1
771,359.1998348778016,"[-0.06639999599999999, 0.24899998499999998]",10006881.349609373,16.04,1771016.0,0.314,1
772,359.1998348778016,"[-0.22133332, 0.16599999]",10436363.091308594,2.089,149074.0,2.582,1
773,359.1998348778016,"[-0.337533313, 0.315399981]",11902114.025227861,4.555,50522.0,3.058,1
774,538.5448483376496,"[-0.060866662999999994, 0.105133327]",1053385.3947753906,2.681,366067.0,0.578,1
775,538.5448483376496,"[-0.188133322, 0.24346665199999998]",1710311.5929361978,2.49,45914.0,1.107,1
776,538.5448483376496,"[-0.315399981, 0.16599999]",1776034.6772460935,2.192,25187.0,1.684,1
777,538.5448483376496,"[-0.44266664, 0.088533328]",1819293.6504109697,1.771,14984.0,2.381,1
778,538.5448483376496,"[-0.558866633, 0.038733330999999996]",1863030.0306803384,1.061,6218.0,4.642,1
779,356.36626460619937,"[-0.033199997999999994, 0.060866662999999994]",125514.16040039062,0.0,122441.0,0.641,1
780,391.3479892991496,"[-0.016599998999999997, 0.752533288]",608472.564860026,1.076,5010.0,1.136,3
781,391.3479892991496,"[-0.22686665299999997, 0.337533313]",466353.9038899739,1.631,11374.0,0.712,3
782,391.3479892991496,"[-0.348599979, 0.420533308]",608472.564860026,1.224,5700.0,0.999,3
783,1153.107268448752,"[-0.038733330999999996, 0.15493332399999998]",398630.2590332031,5.623,101734.0,0.578,1
784,381.3042764948749,"[-0.049799997, 0.105133327]",971293.0551350911,5.503,460402.0,0.486,2
785,274.27840255192484,"[-0.06639999599999999, 0.16599999]",659650.7982991537,2.327,100671.0,0.671,1
786,274.27840255192484,"[-0.188133322, 0.16046665699999998]",832310.6526692709,2.364,40111.0,0.945,1
787,274.27840255192484,"[-0.30986664799999997, 0.05533333]",853830.6655680338,1.609,22436.0,1.579,1
788,375.16930107254115,"[-0.027666665, 0.13279999199999998]",1242281.0872395835,0.0,361907.0,0.738,1
789,550.6226452735569,"[-0.044266664, 0.14386665799999998]",317082.1237792969,2.172,72341.0,0.685,1
790,550.6226452735569,"[-0.188133322, 0.033199997999999994]",353495.7130126953,1.358,31859.0,1.253,1
791,454.3616938365203,"[-0.06639999599999999, 0.127266659]",1940956.5455729165,2.533,498449.0,0.574,1
792,454.3616938365203,"[-0.188133322, 0.14386665799999998]",2403427.4087320957,0.0,100796.0,1.197,1
793,234.1932942475321,"[-0.027666665, 0.094066661]",257288.75256347656,2.938,127024.0,0.756,1
794,309.22255485976865,"[-0.005533333, 0.470333305]",1659670.0134684243,0.0,11974.0,3.387,1
795,309.22255485976865,"[-0.15493332399999998, 0.210266654]",1483626.5981852212,2.407,91642.0,0.672,1
796,309.22255485976865,"[-0.343066646, 0.105133327]",1631782.6730143228,2.57,37626.0,1.195,1
797,309.22255485976865,"[-0.46479997199999995, 0.011066666]",1659670.0134684243,0.0,11678.0,3.473,1
798,411.2229638270021,"[-0.011066666, 0.182599989]",192904.6897786458,0.968,28319.0,1.005,3
799,315.19165346915787,"[-0.016599998999999997, 0.094066661]",106777.99202473958,1.122,53616.0,0.9,2
800,389.2479938577779,"[-0.011066666, 0.07746666199999999]",142357.6543782552,0.998,160147.0,0.628,1
801,389.2479938577779,"[-0.011066666, 0.431599974]",599914.9113769531,1.166,13806.0,1.227,1
802,255.2351041378999,"[-0.044266664, 0.27666664999999996]",536172.3391113281,2.201,37752.0,0.763,1
803,255.2351041378999,"[-0.177066656, 0.14939999099999998]",541642.74609375,1.991,33575.0,0.838,1
804,427.40617323920446,"[-0.022133332, 0.082999995]",105674.55891927083,1.111,61588.0,0.859,3
805,1195.828117160325,"[-0.033199997999999994, 0.11066666]",195293.46952311197,0.0,77046.0,0.678,1
806,482.3993826907638,"[-0.011066666, 0.24899998499999998]",286463.00244140625,0.958,21057.0,1.113,1
807,482.3993826907638,"[-0.027666665, 0.315399981]",580821.8394775391,1.549,22748.0,1.2,1
808,482.3993826907638,"[-0.14939999099999998, 0.15493332399999998]",537166.6173502604,2.07,47709.0,0.673,1
809,482.3993826907638,"[-0.271133317, 0.07193332899999999]",580821.8394775391,1.434,21063.0,1.296,1
810,338.31569267118937,"[-0.011066666, 0.24899998499999998]",303387.3435872396,1.082,25172.0,0.986,1
811,584.9746481823529,"[-0.033199997999999994, 0.06639999599999999]",369127.70906575513,3.651,357431.0,0.576,1
812,221.1205365160978,"[-0.005533333, 0.12173332599999999]",143361.01367187497,1.093,50219.0,0.975,2
813,1018.6947355270531,"[-0.038733330999999996, 0.13279999199999998]",427137.3564453125,2.588,120971.0,0.664,1
814,1018.6947355270531,"[-0.16599999, 0.038733330999999996]",467635.0304361979,0.0,43201.0,1.429,1
815,590.428369974916,"[-0.005533333, 0.11619999299999999]",135883.19173177084,1.158,56063.0,0.905,1
816,1201.005165459326,"[-0.033199997999999994, 0.14386665799999998]",272872.6545410156,2.219,66441.0,0.725,1
817,293.1904285459132,"[-0.016599998999999997, 0.13833332499999998]",173299.98335774738,0.0,39792.0,1.004,1
818,717.5512863848847,"[-0.016599998999999997, 0.07193332899999999]",109574.0303548177,0.0,100476.0,0.77,1
819,1199.996764875755,"[-0.027666665, 0.15493332399999998]",335565.1871744791,2.328,72526.0,0.768,1
820,1199.996764875755,"[-0.14386665799999998, 0.060866662999999994]",357762.08235677076,0.0,40109.0,1.178,1
821,258.0891002261735,"[-0.011066666, 0.14386665799999998]",255445.60668945312,0.0,47997.0,1.227,1
822,742.6343055236435,"[-0.049799997, 0.171533323]",1355352.4060872397,0.0,324268.0,0.472,1
823,674.4959437584013,"[-0.005533333, 0.38179997699999996]",820855.8388264973,0.0,14853.0,2.038,1
824,674.4959437584013,"[-0.12173332599999999, 0.22133332]",769378.9313151041,2.426,52221.0,0.693,1
825,674.4959437584013,"[-0.23793331899999998, 0.127266659]",796779.6041666666,2.273,36991.0,0.894,1
826,674.4959437584013,"[-0.365199978, 0.022133332]",820855.8388264973,0.0,17230.0,1.757,1
827,514.3228001458716,"[-0.044266664, 0.193666655]",411385.7452799479,0.0,63617.0,0.632,1
828,366.3458635643363,"[-0.05533333, 0.215799987]",2021720.5097656248,4.406,235341.0,0.647,1
829,366.3458635643363,"[-0.254533318, 0.11619999299999999]",2211220.5978190103,3.576,52306.0,1.702,1
830,396.3970232013787,"[-0.044266664, 0.14939999099999998]",1268659.9466145833,2.221,265331.0,0.705,1
831,396.3970232013787,"[-0.193666655, 0.11619999299999999]",1605022.4972737632,3.69,84294.0,1.097,1
832,396.3970232013787,"[-0.337533313, 0.016599998999999997]",1654537.8789876304,0.0,15657.0,4.662,1
833,338.3427584679082,"[-0.07193332899999999, 0.337533313]",5911378.018351236,18.546,485626.0,0.402,1
834,338.3427584679082,"[-0.354133312, 0.127266659]",6027764.695800781,2.032,31861.0,4.517,1
835,338.3427584679082,"[-0.481399971, 0.11619999299999999]",6167669.336588541,1.316,13875.0,6.887,1
836,312.3302307379159,"[-0.044266664, 0.210266654]",1582881.1583658853,5.202,236740.0,0.571,1
837,312.3302307379159,"[-0.193666655, 0.127266659]",1687193.6752115884,4.383,71600.0,1.266,1
838,416.35377122761423,"[-0.016599998999999997, 0.082999995]",103255.35347493489,1.206,66683.0,0.864,2
839,283.17441631425237,"[-0.022133332, 0.188133322]",280908.57360839844,1.505,36661.0,0.959,1
840,605.4474805282076,"[-0.016599998999999997, 0.07193332899999999]",102570.70593261717,1.268,91659.0,0.79,2
841,561.5884722219588,"[-0.016599998999999997, 0.105133327]",189928.86197916666,0.0,83827.0,0.846,1
842,687.5711244523039,"[-0.044266664, 0.210266654]",1570886.6245524087,0.0,252587.0,0.531,1
843,551.3940414004169,"[-0.033199997999999994, 0.13279999199999998]",187032.37740071613,1.432,45547.0,0.825,1
844,348.2285036492135,"[-0.088533328, 0.204733321]",3422662.42578125,2.897,354700.0,0.621,1
845,348.2285036492135,"[-0.22133332, 0.254533318]",4029150.3857421875,0.0,131151.0,0.751,1
846,348.2285036492135,"[-0.420533308, 0.060866662999999994]",4031537.5167643228,0.0,20040.0,4.803,1
847,559.4137740859697,"[-0.011066666, 0.354133312]",585233.0561523438,0.0,14519.0,1.672,1
848,559.4137740859697,"[-0.15493332399999998, 0.16046665699999998]",531673.6061197916,1.933,40244.0,0.735,1
849,559.4137740859697,"[-0.28773331599999996, 0.07746666199999999]",585233.0561523438,0.0,23082.0,1.052,1
850,217.0457886583435,"[-0.011066666, 0.127266659]",309372.2431640625,0.821,127741.0,0.7,2
851,217.0457886583435,"[-0.13279999199999998, 0.033199997999999994]",342065.5788574219,0.384,49735.0,1.381,2
852,545.5802483749839,"[-0.05533333, 0.16599999]",1701463.150024414,0.0,418926.0,0.459,1
853,664.4542067411537,"[-1.5382665739999999, 0.409466642]",34057789.2322998,12.986,399787.0,0.124,1
854,664.4542067411537,"[-2.036266544, 0.254533318]",34462743.18607584,6.732,176225.0,0.206,1
855,664.4542067411537,"[-2.285266529, 0.15493332399999998]",35632181.47493489,2.013,25827.0,1.282,1
856,664.4542067411537,"[-2.4014665219999998, 0.39286664299999996]",37043913.46061198,2.027,12802.0,2.051,1
857,664.4542067411537,"[-2.523199848, 1.134333265]",39367452.6595052,5.028,7210.0,2.258,1
858,325.232480212785,"[-0.033199997999999994, 0.210266654]",619029.3142903645,2.239,64614.0,0.894,1
859,325.232480212785,"[-0.15493332399999998, 0.105133327]",639174.9729817708,2.158,55769.0,0.938,1
860,325.232480212785,"[-0.27666664999999996, 0.005533333]",663790.1066080729,0.0,20430.0,2.258,1
861,425.3085412252392,"[-0.033199997999999994, 0.14386665799999998]",295181.2659098307,2.466,72554.0,0.718,2
862,425.3085412252392,"[-0.14939999099999998, 0.038733330999999996]",306675.2913004557,0.0,42345.0,1.132,2
863,391.2303649789972,"[-0.016599998999999997, 0.06639999599999999]",107443.85725911458,1.059,103981.0,0.83,3
864,373.1787397895173,"[-0.049799997, 0.215799987]",695150.4937744141,2.596,76661.0,0.711,1
865,373.1787397895173,"[-0.16599999, 0.14386665799999998]",754946.2357991536,2.341,45181.0,0.963,1
866,373.1787397895173,"[-0.282199983, 0.044266664]",775418.9560546874,1.393,23318.0,1.726,1
867,591.4920768158379,"[-0.022133332, 0.204733321]",275446.33382161456,1.352,32495.0,0.911,1
868,668.2924296783942,"[-0.027666665, 0.088533328]",143395.95182291666,0.0,81950.0,0.717,1
869,285.3004599182318,"[-0.033199997999999994, 0.171533323]",286287.7071940104,0.0,52267.0,0.723,1
870,727.6092400873814,"[-0.033199997999999994, 0.082999995]",224885.83056640625,3.077,145881.0,0.632,1
871,727.6092400873814,"[-0.082999995, 0.282199983]",16514855.607421873,0.0,1586964.0,0.432,1
872,444.3862013899418,"[-0.060866662999999994, 0.409466642]",3211827.65234375,5.341,106703.0,0.753,1
873,444.3862013899418,"[-0.46479997199999995, 0.088533328]",3331567.32421875,1.427,17397.0,3.461,1
874,444.3862013899418,"[-0.011066666, 0.15493332399999998]",166987.28674316403,1.142,36049.0,0.93,1
875,212.1192885172914,"[-0.011066666, 0.171533323]",342623.9013671875,0.0,44807.0,1.269,1
876,701.4045884637642,"[-0.011066666, 0.171533323]",201843.8046875,1.212,39443.0,0.849,2
877,277.2455132506727,"[-0.044266664, 0.13279999199999998]",388195.5317789713,0.0,104318.0,0.657,1
878,433.25848567277774,"[-0.049799997, 0.16046665699999998]",396185.5884195963,2.113,70695.0,0.701,2
879,433.25848567277774,"[-0.171533323, 0.094066661]",458793.67541503895,0.0,33814.0,1.064,2
880,683.4854696083903,"[-0.027666665, 0.16599999]",241564.2503255208,0.0,49959.0,0.713,1
881,292.17191945829063,"[-0.05533333, 0.099599994]",1024802.9537760415,1.437,304476.0,0.776,2
882,292.17191945829063,"[-0.005533333, 0.082999995]",177718.1924641927,0.749,187079.0,0.671,2
883,342.3450767683767,"[-0.044266664, 0.24346665199999998]",828882.0798746743,3.79,80983.0,0.684,1
884,344.15740285800047,"[-0.005533333, 0.13279999199999998]",138313.7638346354,0.0,43094.0,0.928,1
885,284.2979877347375,"[-0.06639999599999999, 0.188133322]",1575883.3881835938,2.572,191715.0,0.702,1
886,284.2979877347375,"[-0.215799987, 0.16599999]",1853140.5366210938,4.748,72775.0,0.967,1
887,284.2979877347375,"[-0.38179997699999996, 0.022133332]",1877938.7431640625,1.33,17327.0,3.675,1
888,407.29419023478516,"[-0.027666665, 0.15493332399999998]",256669.88183593747,0.0,52299.0,0.814,1
889,404.2105487413777,"[-0.027666665, 0.177066656]",340023.02376302076,0.0,49962.0,0.898,1
890,337.20785719915517,"[-0.060866662999999994, 0.033199997999999994]",340098.5546875,1.05,305686.0,0.696,2
891,337.20785719915517,"[-0.15493332399999998, 0.22133332]",1800028.959065755,1.519,118941.0,0.591,2
892,337.20785719915517,"[-0.27666664999999996, 0.11066666]",1824989.587565104,0.866,65876.0,1.022,2
893,337.20785719915517,"[-0.420533308, 0.060866662999999994]",1971040.5266927085,0.344,21042.0,2.237,2
894,725.5167819108666,"[-0.005533333, 0.177066656]",214581.4189453125,0.913,30416.0,1.171,2
895,284.1729266367988,"[-0.038733330999999996, 0.13833332499999998]",385085.6941731771,1.863,88852.0,0.765,1
896,142.035470618681,"[-0.07746666199999999, 0.127266659]",403578.6888020833,1.41,34620.0,1.539,2
897,408.37084592423537,"[-0.016599998999999997, 0.182599989]",240522.61869303382,1.017,28629.0,1.172,2
898,368.4178503056816,"[-0.022133332, 0.07746666199999999]",136605.8030598958,0.961,86660.0,0.879,3
899,508.9813080448909,"[-0.033199997999999994, 0.049799997]",122237.17431640625,0.152,108279.0,0.907,3
900,327.2027893310083,"[-0.033199997999999994, 0.127266659]",209145.5852864583,1.466,51240.0,0.877,1
901,1343.92790065212,"[-0.060866662999999994, 0.32093331399999997]",3018247.502929687,0.0,289476.0,0.396,1
902,743.6449550522078,"[-0.049799997, 0.082999995]",472083.4968261719,2.443,222800.0,0.665,1
903,207.1554073433435,"[-0.005533333, 0.082999995]",152828.46927897134,1.057,152304.0,0.708,2
904,747.5817055560568,"[-0.049799997, 0.171533323]",1157498.3869628906,0.0,238418.0,0.548,1
905,339.34571661973035,"[-0.049799997, 0.16599999]",1133087.7958984373,2.867,213182.0,0.632,1
906,339.34571661973035,"[-0.215799987, 0.099599994]",1320552.6362304688,0.0,53604.0,1.37,1
907,341.3059487921963,"[-0.044266664, 0.127266659]",543785.720703125,0.543,148829.0,0.687,1
908,341.3059487921963,"[-0.16046665699999998, 0.32093331399999997]",2075686.207845052,0.0,28829.0,1.719,1
909,341.3059487921963,"[-0.28773331599999996, 0.07193332899999999]",1788085.55859375,2.212,123238.0,0.621,1
910,341.3059487921963,"[-0.409466642, 0.07193332899999999]",2075686.207845052,0.0,28672.0,1.729,1
911,361.3251139115271,"[-0.022133332, 0.13833332499999998]",237936.23795572916,2.147,67854.0,0.754,2
912,361.3251139115271,"[-0.016599998999999997, 0.07746666199999999]",101699.24479166666,1.16,70165.0,0.906,2
913,781.5840665260391,"[-0.005533333, 0.14939999099999998]",184536.02400716144,0.0,37201.0,1.143,1
914,567.5501495125018,"[-0.049799997, 0.16599999]",734378.5527343749,2.2,126638.0,0.689,1
915,567.5501495125018,"[-0.16599999, 0.099599994]",833550.7263183594,1.958,65898.0,0.992,1
916,567.5501495125018,"[-0.28773331599999996, 0.044266664]",919987.3142903645,0.0,22485.0,2.054,1
917,502.97050518225194,"[-0.038733330999999996, 0.06639999599999999]",407467.712890625,2.402,319068.0,0.639,1
918,216.0496907339839,"[-0.049799997, 0.171533323]",1178264.3221435547,4.127,229505.0,0.58,1
919,216.0496907339839,"[-0.182599989, 0.06639999599999999]",1238822.8994140627,2.248,79606.0,1.389,1
920,740.5282582193097,"[-0.049799997, 0.11619999299999999]",741531.7556966145,2.643,242573.0,0.614,1
921,740.5282582193097,"[-0.199199988, 0.06639999599999999]",930473.7979329426,0.0,43996.0,1.659,1
922,202.2186937484816,"[-0.011066666, 0.22133332]",347220.29398600257,0.0,23107.0,1.54,1
923,450.3449032751919,"[-0.05533333, 0.16046665699999998]",710388.8974609375,2.708,128496.0,0.657,1
924,450.3449032751919,"[-0.171533323, 0.082999995]",779419.614420573,2.408,74881.0,0.889,1
925,450.3449032751919,"[-0.29879998199999996, 0.022133332]",858510.3917643229,1.112,19198.0,2.402,1
926,405.2304234292483,"[-0.005533333, 0.13279999199999998]",132215.7216796875,0.888,41177.0,0.928,3
927,405.2304234292483,"[-0.005533333, 0.199199988]",208599.71386718747,0.92,27823.0,0.99,3
928,490.31696050631035,"[-0.022133332, 0.14386665799999998]",241379.60319010416,0.0,62133.0,0.78,1
929,348.3120868480191,"[-0.049799997, 0.210266654]",12467045.277994791,2.468,1274394.0,0.8,1
930,348.3120868480191,"[-0.193666655, 0.07193332899999999]",12609711.2421875,2.356,1034744.0,0.956,1
931,348.3120868480191,"[-0.30986664799999997, 0.038733330999999996]",13820742.636067707,2.363,222623.0,2.827,1
932,248.0091577252553,"[-0.016599998999999997, 0.06639999599999999]",121128.13541666666,0.0,142718.0,0.682,2
933,230.06161725543183,"[-0.044266664, 0.171533323]",1293074.6953125,3.227,240938.0,0.638,1
934,230.06161725543183,"[-0.210266654, 0.088533328]",1459063.623494466,0.0,59328.0,1.524,1
