,peak width in min,half intensity width in min,left width,right width,assymetric factor,integration,sn,hw,ab,peak height,ma,mb,broad rate,skewness,variance,label
6791,0.17706665600000002,0.17740077796877793,0.044266664000000004,0.13279999199999998,3.0,230662.50113932288,0.0,56816.0,0.7170000000000001,10060.2333984375,127851.75806490355,36434.95927589397,164286.71734079756,0.2849781639873725,0.003007155252927521,1
6793,0.448199973,0.4067318770544029,0.05533333,0.392866643,7.1,1389296.6080729165,2.217,27694.0,1.382,12412.41015625,151930.5302848427,16962.27096695294,168892.80125179564,0.11164491386393308,0.005320248396037545,1
6794,0.437133307,0.2401417269746501,0.193666655,0.243466652,1.2571428571428571,1376926.4272460935,5.121,73013.0,0.546,31916.49609375,140216.49660120462,126321.6796724438,266538.1762736484,0.900904549282246,0.011394012214342684,1
6795,0.448199973,0.40667558379308494,0.33753331299999995,0.11066666,0.3278688524590164,1389296.6080729165,2.2230000000000003,27767.0,1.3780000000000001,12445.2275390625,19271.62337267205,74268.27844712001,93539.90181979207,3.853763484836232,0.008187989190358961,1
6800,0.13279999199999998,0.09597232059580443,0.044266664000000004,0.08853332800000001,2.0,377379.4790852865,2.7039999999999997,187116.0,0.633,24848.98828125,454110.0326667127,181082.80608409762,635192.8387508102,0.3987641607931632,0.0013825523577297007,1
6801,0.193666655,0.1942671499412588,0.16599999,0.027666665,0.16666666666666669,454823.3872070312,0.0,34745.0,1.931,6729.01611328125,20651.81808242661,107316.3082528308,127968.1263352574,5.196458143515714,0.0014320663821293473,1
6809,0.282199983,0.2345687680865551,0.05533333,0.226866653,4.1,513773.711751302,2.577,48102.0,0.742,13574.5,158604.43653863404,35391.698483057015,193996.13502169107,0.22314444195535504,0.006670958096707635,1
6810,0.293266649,0.2934947049582876,0.188133322,0.105133327,0.5588235294117647,524705.6876627604,1.702,30568.0,1.104,8964.4833984375,24415.01860821885,40781.287265396335,65196.30587361517,1.6703361123660208,0.0038532876679386423,1
6812,0.105133327,0.08246747801662208,0.027666665,0.07746666199999999,2.8,175008.7529296875,0.0,129158.0,0.6779999999999999,13578.78515625,324314.99283914623,110337.57383393656,434652.5666730828,0.3402173080806715,0.0010417781784026149,1
6813,0.14939999099999998,0.11930162399811507,0.049799997,0.099599994,2.0,224640.05289713547,2.206,78027.0,0.7140000000000001,11657.2158203125,146543.78521149742,73290.20172660513,219833.98693810255,0.5001249395928322,0.0017497928277516524,1
6814,0.248999985,0.08162444874174755,0.060866663,0.188133322,3.0909090909090917,4101884.5052083326,12.12,1022022.0,0.358,254483.359375,4578062.122720227,2363739.8017408527,6941801.924461078,0.5163188568390044,0.005967874936066344,1
6815,0.448199973,0.3952950747782416,0.22133332,0.226866653,1.025,4744727.103678385,0.0,45190.0,2.892,20254.294921875,47883.4014301008,55099.00963191812,102982.41106201893,1.1506912204712632,0.010903017362142213,1
6816,0.13833332499999998,0.0668964250309131,0.05533333,0.082999995,1.4999999999999998,1484954.5071614585,3.4610000000000003,868935.0,0.494,120202.71875,2320135.8908917867,1466166.315894991,3786302.2067867774,0.6319312250850285,0.0012553207035919454,1
6817,0.271133317,0.20948735199448745,0.17153332300000002,0.099599994,0.5806451612903226,2011999.125325521,2.3890000000000002,115745.0,1.308,31382.34765625,99484.44878157976,303138.09447332716,402622.543254907,3.047090255672757,0.0033233043024470128,1
6818,0.376266644,0.3641773988830391,0.304333315,0.07193332899999999,0.23636363636363636,2222442.596638997,1.6669999999999998,34906.0,2.488,13133.96484375,22061.981635377877,98726.65745837844,120788.63909375633,4.474967801625925,0.00556006961149575,1
6822,0.14386665799999998,0.06538234017693707,0.044266664000000004,0.099599994,2.25,2427473.47265625,6.55,1360868.0,0.47700000000000004,195783.46875,5350078.409881046,2079039.0067024496,7429117.416583495,0.3885997264755369,0.0017477034712451891,1
6823,0.237933319,0.2222706642719033,0.16599999,0.07193332899999999,0.4333333333333333,2777934.797200521,1.8019999999999998,111371.0,2.438,26498.931640625,83057.80684870758,211148.05264208867,294205.8594907962,2.542181892988116,0.0024090762622508213,1
6824,0.370733311,0.3654045340342755,0.298799982,0.07193332899999999,0.24074074074074076,3051885.6389973955,0.0,35055.0,3.505,12995.8798828125,21991.07622572849,92928.90918484269,114919.98541057119,4.225755403281281,0.0054073224250199324,1
6825,0.127266659,0.12702574057620916,0.0055333330000000005,0.121733326,22.0,138322.52034505212,0.0,40636.0,1.163,5171.66162109375,934637.6986698164,20809.995807315958,955447.6944771322,0.02226530754851094,2.544762487984195e-05,1
6831,0.232399986,0.14568072546235428,0.082999995,0.14939999099999998,1.7999999999999998,792471.463663737,2.875,125039.0,0.649,29059.021484375,285542.469472385,153269.99268635732,438812.4621587424,0.5367677633718166,0.003958103963017479,1
6832,0.309866648,0.3097866493747115,0.210266654,0.099599994,0.4736842105263158,917556.5853271484,1.4480000000000002,38293.0,1.381,11865.6376953125,28801.848375815785,57156.683108552665,85958.53148436845,1.984479689037796,0.004154037335833928,1
6838,0.188133322,0.08144209181767847,0.05533333,0.13279999199999998,2.3999999999999995,878247.5102945962,6.956,285760.0,0.48,53760.97265625,897644.7611096475,521986.4704704646,1419631.231580112,0.5815067308198815,0.0031045754314455738,1
6839,0.287733316,0.2067532205333752,0.082999995,0.20473332100000002,2.466666666666667,3197381.825561523,5.064,162504.0,1.315,46757.95703125,649079.5937650995,136931.73028340653,786011.3240485061,0.2109629259627623,0.007372503431668477,1
6840,0.44266664,0.4427672764475413,0.287733316,0.15493332399999998,0.5384615384615384,3489285.899820964,0.618,15537.0,6.3420000000000005,6877.693359375,12017.658595157834,21956.93347073324,33974.592065891076,1.8270558525917977,0.008706111346574792,1
6841,0.105133327,0.0831867483372784,0.038733331,0.06639999599999999,1.7142857142857142,642397.0611979165,0.0,497585.0,0.6459999999999999,52312.73828125,938234.1484946551,472918.11559342046,1411152.2640880758,0.5040512715852343,0.0007855892608502812,1
6842,0.099599994,0.09019533359780142,0.027666665,0.07193332899999999,2.6,363694.2752278645,0.0,269815.0,0.752,26873.572265625,593410.7343293199,198910.2086851519,792320.9430144719,0.33519819777099696,0.000907223173767041,1
6854,0.099599994,0.08821471919846463,0.027666665,0.07193332899999999,2.6,181706.77278645828,0.0,133063.0,0.762,13253.11328125,327597.57768175233,97468.01708297916,425065.5947647314,0.29752361959667895,0.000907223173767041,1
6861,0.309866648,0.08617312409397834,0.07193332899999999,0.237933319,3.307692307692308,6450131.335856119,12.68,1076560.0,0.345,333590.03125,5486724.918608783,2990584.5031252913,8477309.421734074,0.5450582173315125,0.009215731146616194,1
6862,0.525666635,0.4522374732491745,0.26006665100000004,0.265599984,1.0212765957446808,7265622.814127604,3.802,65225.0,2.231,34286.609375,70202.81208421885,82403.63531606711,152606.44740028598,1.1737939388697356,0.014974853775923771,1
6863,0.580999965,0.5811579930263264,0.525666635,0.05533333,0.10526315789473684,7337343.908528645,0.0,16808.0,7.156000000000001,9765.2099609375,9376.309144787183,80811.7246949207,90188.03383970787,8.618713765410401,0.012574040858485687,1
6869,0.420533308,0.4202416750210765,0.016599998999999997,0.403933309,24.333333333333336,691610.9325358073,1.028,13887.0,1.558,5840.0009765625,217880.8677609932,7177.272488644965,225058.1402496381,0.03294126998116307,0.00022073823504713887,1
6870,0.403933309,0.3419176381469031,0.16599999,0.237933319,1.4333333333333331,676172.168782552,2.2030000000000003,30963.0,0.741,12506.8876953125,48039.615790096446,29532.90064590273,77572.51643599918,0.614761383083148,0.010430777647532351,1
6871,0.420533308,0.41892911006551536,0.304333315,0.116199993,0.3818181818181818,691610.9325358073,1.801,24322.0,0.89,10228.337890625,17182.48373202389,42164.596114406966,59347.07984643085,2.4539290577544737,0.007368710718876012,1
6872,0.33753331299999995,0.33793808405451864,0.011066666000000001,0.326466647,29.5,405290.4972330729,1.1059999999999999,17604.0,1.1179999999999999,5942.04345703125,362288.7420182712,9010.266603598988,371299.0086218703,0.024870401860692032,9.231008477158892e-05,1
6875,0.127266659,0.07497361658297715,0.038733331,0.08853332800000001,2.2857142857142865,286931.0914713541,0.0,166780.0,0.588,21225.568359375,470331.4761306782,202498.73281918734,672830.2089498654,0.430544718131781,0.0013807679444071026,1
6876,0.398399976,0.09081433660695397,0.060866663,0.33753331299999995,5.545454545454546,41711025.441569015,14.154000000000002,4002289.0,0.363,1594511.875,26747106.935985897,13068237.136664595,39815344.07265049,0.4885850708243298,0.0077748660413282785,1
6877,0.6861332920000001,0.4862280606778826,0.326466647,0.35966664499999995,1.1016949152542372,44480591.10270182,29.633000000000003,226455.0,2.309,155378.40625,252204.5724605443,435996.5934600393,688201.1659205835,1.7287418273443398,0.026363645350784237,1
6878,0.182599989,0.07731320697970487,0.044266664000000004,0.13833332499999998,3.125,504770.0109049479,0.0,176323.0,0.475,32196.66015625,633952.3274313477,310062.61722216377,944014.9446535115,0.4890945325155246,0.0032113414340093423,1
6879,0.293266649,0.08892003477857173,0.06639999599999999,0.226866653,3.416666666666667,23203425.104166664,14.342,4075767.0,0.366,1195286.625,18530820.4175128,10546264.44485034,29077084.86236314,0.5691202120162716,0.008193779853348925,1
6880,0.509066636,0.4112733810323264,0.298799982,0.210266654,0.7037037037037038,25192033.2985026,4.559,174915.0,3.075,89043.359375,155885.93870017555,354276.8505977232,510162.7892978988,2.272667140806872,0.012324437578870013,1
6881,0.564399966,0.5424983712110425,0.486933304,0.07746666199999999,0.1590909090909091,25346769.00480143,2.405,46045.0,9.562000000000001,25987.9609375,27035.537322200253,210012.434772423,237047.97209462328,7.7680140871463665,0.012125535844109551,1
6889,0.17153332300000002,0.06896523101112131,0.05533333,0.116199993,2.1,1065468.5561523438,12.787,474930.0,0.42200000000000004,81466.28125,1464176.9552124909,989980.1822702044,2454157.1374826957,0.6761342464419078,0.0023797403560123645,1
6890,0.182599989,0.1831721947530573,0.17706665600000002,0.0055333330000000005,0.03125,1076902.7329101562,0.96,33499.0,5.335,6116.98779296875,17489.88106461655,368493.26273867546,385983.1438032921,21.068940456328622,0.0012057430353899284,1
6904,0.11066666,0.08568671126852888,0.038733331,0.07193332899999999,1.857142857142857,439603.12019856775,3.258,300234.0,0.662,33225.90234375,490260.05100333475,320708.9278420657,810968.9788454005,0.654160842160652,0.0009155446234316109,1
6906,0.13833332499999998,0.10786963376314172,0.049799997,0.08853332800000001,1.7777777777777777,729262.9856770833,3.1719999999999997,323010.0,0.653,44683.0234375,612328.5755303516,312978.72093541076,925307.2964657623,0.511128719845114,0.0013914246643129571,1
6907,0.121733326,0.07920160631930143,0.044266664000000004,0.07746666199999999,1.75,1903099.2882486975,3.3139999999999996,1188298.0,0.598,144655.46875,2709536.455045491,1377465.4431035093,4087001.8981490005,0.508376789150963,0.0010669020435229053,1
6908,0.099599994,0.09960282767012403,0.038733331,0.060866663,1.5714285714285714,1006592.2903645831,0.0,728025.0,0.7709999999999999,72511.2890625,1063955.8028257443,553296.9450846558,1617252.7479104004,0.5200375275130439,0.00066871893485873,1
6912,0.099599994,0.07101262630217124,0.038733331,0.060866663,1.5714285714285714,452917.68058268225,0.0,396216.0,0.638,39463.14453125,623667.4506842569,501123.6733476446,1124791.1240319014,0.8035110262654187,0.00066871893485873,1
6913,0.237933319,0.08475344650783169,0.07746666199999999,0.16046665699999998,2.071428571428572,1278862.629720052,13.484000000000002,319690.0,0.391,76064.9140625,865822.0117207966,931550.8783529298,1797372.8900737262,1.0759149868475844,0.0045389408763514254,1
6914,0.248999985,0.24994776579382064,0.226866653,0.022133332000000002,0.0975609756097561,1290037.9964192708,1.101,24933.0,4.618,6208.2138671875,13821.481580178139,122391.65949870848,136213.14107888663,8.855176544476574,0.002302388754552931,1
6915,0.226866653,0.2259842418417481,0.011066666000000001,0.215799987,19.5,314117.31380208326,0.8540000000000001,24148.0,1.3980000000000001,5478.3994140625,339094.1837052136,12570.542122282275,351664.72582749586,0.037070945850284136,0.00010692837901886084,1
