,mz,a1,a2,integration,sn,hw,ab,label
150,442.33818449999995,-0.022133332,0.326466647,377301.8179,0.0,12082,1.422,1
151,442.33818449999995,-0.14386665799999998,0.16599999,348849.9049,2.349,30732,0.654,1
152,442.33818449999995,-0.260066651,0.088533328,377301.8179,0.0,16208,1.06,1
153,217.11972839999999,-0.049799997,0.060866662999999994,180822.647,2.2230000000000003,122960,0.664,1
154,217.11972839999999,-0.171533323,0.038733330999999996,260298.3798,1.2009999999999998,20017,1.6269999999999998,1
155,360.322266,-0.033199997999999994,0.06639999599999999,119180.9857,3.307,104110,0.639,1
156,360.322266,-0.049799997,0.060866662999999994,549288.5177,2.675,427482,0.581,1
157,360.322266,-0.182599989,0.204733321,961768.4875,2.575,23961,1.48,1
158,360.322266,-0.315399981,0.094066661,976022.7763,2.059,16208,1.9869999999999999,1
159,647.3629405,-0.033199997999999994,0.14386665799999998,234880.2261,2.049,52401,0.7909999999999999,1
160,647.3629405,-0.15493332399999998,0.082999995,276004.9874,1.9880000000000002,25876,1.043,1
161,372.3216604,-0.044266664,0.088533328,200357.4558,2.753,108525,0.579,2
162,372.3216604,-0.16046665699999998,0.044266664,257327.8318,1.5230000000000001,23700,1.433,2
163,341.2310805,-0.07193332899999999,0.199199988,3167679.0689999997,6.176,480908,0.496,1
164,341.2310805,-0.215799987,0.094066661,3309065.624,2.7889999999999997,153030,1.246,1
165,341.2310805,-0.33199998,0.215799987,3827777.115,2.171,28693,2.46,1
166,341.2310805,-0.46479997199999995,0.127266659,3881865.7860000003,1.8980000000000001,18068,3.391,1
167,341.2310805,-0.580999965,0.06639999599999999,3926640.372,1.992,9541,5.434,1
168,256.9613221,-0.05533333,0.07193332899999999,310164.5863,3.613,172350,0.615,1
169,256.9613221,-0.171533323,0.005533333,359738.4841,1.255,23446,2.708,1
170,429.36840700000005,-0.049799997,0.07746666199999999,618263.0,1.9709999999999999,364882,0.579,1
171,429.36840700000005,-0.188133322,0.14386665799999998,1117063.472,2.5180000000000002,51296,1.093,1
172,429.36840700000005,-0.304333315,0.13833332499999998,1215965.067,1.8869999999999998,16545,2.075,1
173,429.36840700000005,-0.42606664099999997,0.088533328,1262397.02,1.263,8228,3.2060000000000004,1
174,502.3776699,-0.016599998999999997,0.23239998599999998,265015.006,1.599,19977,1.1840000000000002,1
175,502.3776699,-0.13279999199999998,0.11066666,262792.9816,2.17,27735,0.884,1
176,1096.037372,-0.049799997,0.105133327,325730.9686,6.627999999999999,156173,0.48100000000000004,3
177,1096.037372,-0.16599999,0.016599998999999997,344589.8915,0.0,19992,2.86,3
178,723.5899539,-0.011066666,0.082999995,185158.2064,0.9990000000000001,119421,0.97,2
179,421.2370294,-0.06639999599999999,0.182599989,1889986.1930000002,14.517999999999999,462405,0.365,1
180,421.2370294,-0.24899998499999998,0.199199988,2114518.9,2.333,21635,2.6919999999999997,1
181,421.2370294,-0.37073331099999995,0.12173332599999999,2145613.069,1.97,12500,3.9160000000000004,1
182,710.5115721,-0.05533333,0.082999995,133661.0199,2.0269999999999997,52884,0.731,3
183,492.39073049999996,-0.011066666,0.365199978,859326.2316,1.2329999999999999,19301,1.74,2
184,492.39073049999996,-0.127266659,0.16046665699999998,731926.6469,2.039,69264,0.706,2
185,492.39073049999996,-0.254533318,0.11066666,846381.2439,2.176,35092,1.001,2
186,383.29218310000005,-0.049799997,0.11066666,311586.9531,0.0,88745,0.754,3
187,610.6159886,-0.022133332,0.11619999299999999,113621.2042,0.0,39641,0.8290000000000001,3
188,575.4943726,-0.011066666,0.14939999099999998,130542.9873,0.919,26926,1.042,3
189,565.4318653,-0.033199997999999994,0.105133327,203117.4305,4.459,106144,0.5529999999999999,1
190,272.15300510000003,-0.044266664,0.06639999599999999,231428.8318,4.082,166297,0.629,1
191,388.3384747,-0.044266664,0.05533333,129999.9046,2.234,110039,0.659,3
192,388.3384747,-0.171533323,0.016599998999999997,194918.5333,0.0,19615,1.554,3
193,768.60998,-0.005533333,1.665533233,1696474.864,0.7959999999999999,2337,1.4380000000000002,3
194,768.60998,-1.2339332589999998,0.365199978,1634585.727,1.65,5774,0.613,3
195,768.60998,-1.4441999129999998,0.22686665299999997,1696474.864,1.6740000000000002,4912,0.684,3
196,171.14885990000002,-0.027666665,0.07193332899999999,131937.7798,2.573,103081,0.7140000000000001,1
197,334.31388019999997,-0.044266664,0.088533328,258161.5757,5.697,161283,0.502,1
198,590.4169238,-0.022133332,0.16599999,171783.6784,1.32,23949,1.121,1
199,622.6022527000001,-0.005533333,0.16046665699999998,127181.3517,1.121,21210,1.204,3
200,506.4127293000001,-0.082999995,0.027666665,266444.8529,0.7829999999999999,175819,0.685,2
201,506.4127293000001,-0.07193332899999999,0.12173332599999999,504551.8337,0.715,91783,0.8109999999999999,2
202,506.4127293000001,-0.193666655,0.06639999599999999,573241.714,0.32299999999999995,30887,1.518,2
203,500.37221289999997,-0.016599998999999997,0.348599979,398793.2245,0.0,11489,1.44,1
204,500.37221289999997,-0.13833332499999998,0.16046665699999998,352203.3263,2.012,29667,0.736,1
205,500.37221289999997,-0.260066651,0.105133327,398793.2245,0.0,16728,0.9890000000000001,1
206,1238.844186,-0.038733330999999996,0.088533328,172227.0244,3.3,98879,0.595,1
207,457.32488499999994,-0.060866662999999994,0.088533328,417737.26399999997,1.9240000000000002,158611,0.653,1
208,457.32488499999994,-0.188133322,0.127266659,676480.6821,2.465,38381,0.98,1
209,457.32488499999994,-0.30986664799999997,0.14939999099999998,787278.6249,1.6159999999999999,11461,1.8019999999999998,1
210,367.35123280000005,-0.05533333,0.07746666199999999,718679.1361,3.3,429952,0.524,1
211,367.35123280000005,-0.171533323,0.044266664,933491.0343,2.1959999999999997,79568,1.3940000000000001,1
212,367.35123280000005,-0.293266649,0.11619999299999999,1135036.265,0.0,16460,2.276,1
213,1197.815535,-0.033199997999999994,0.060866662999999994,104893.9531,2.898,101963,0.643,3
214,1223.9692710000002,-0.05533333,0.07746666199999999,273666.7163,2.944,136443,0.629,1
215,1223.9692710000002,-0.177066656,0.049799997,351807.7625,0.0,21509,1.758,1
216,976.6602777,-0.044266664,0.099599994,282681.8822,5.132999999999999,150712,0.501,1
217,976.6602777,-0.171533323,0.022133332,317451.1218,0.0,21812,2.147,1
218,976.6602777,-0.049799997,0.099599994,563766.7334,4.992,294236,0.475,1
219,976.6602777,-0.177066656,0.05533333,661450.2458,2.575,33485,2.024,1
220,297.2229898,-0.038733330999999996,0.105133327,564827.0605,2.294,198788,0.76,1
221,297.2229898,-0.177066656,0.099599994,793818.7795,1.932,42964,1.3359999999999999,1
222,297.2229898,-0.29879998199999996,0.28773331599999996,1066214.301,1.796,10271,1.67,1
223,297.2229898,-0.448199973,0.13279999199999998,1061035.652,1.885,10879,1.599,1
224,297.2229898,-0.569933299,0.016599998999999997,1066214.301,1.012,5787,2.963,1
225,212.11517630000003,-0.049799997,0.07193332899999999,659227.927,4.5969999999999995,412497,0.597,2
226,663.6710357999999,-0.049799997,0.105133327,4281642.235,0.0,1569586,0.629,1
227,653.659715,-0.011066666,0.326466647,604137.9048,0.667,11785,2.49,2
228,653.659715,-0.13279999199999998,0.11619999299999999,498957.8031,2.228,67531,0.659,2
229,653.659715,-0.24899998499999998,0.088533328,604137.9048,1.324,23371,1.255,2
230,371.3103417,-0.05533333,0.06639999599999999,736582.4759999999,2.8080000000000003,513433,0.536,2
231,371.3103417,-0.171533323,0.14939999099999998,1236193.72,1.972,54208,1.225,2
232,371.3103417,-0.005533333,0.171533323,133493.9278,0.838,35231,0.669,2
233,429.2997149,-0.011066666,0.14386665799999998,119683.7162,0.985,40549,0.68,3
234,369.2220876,-0.049799997,0.07193332899999999,208833.2753,3.4989999999999997,133161,0.586,1
235,369.2220876,-0.16599999,0.005533333,245894.4475,0.0,21811,2.12,1
236,475.30337069999996,-0.049799997,0.171533323,2041290.769,7.2829999999999995,520013,0.44299999999999995,1
237,475.30337069999996,-0.177066656,0.16046665699999998,2340789.3219999997,2.4859999999999998,77004,1.476,1
238,475.30337069999996,-0.30986664799999997,0.12173332599999999,2490271.296,2.55,30887,2.395,1
239,475.30337069999996,-0.431599974,0.22133332,2646650.371,1.538,8570,4.008,1
240,354.2770212,-0.027666665,0.06639999599999999,130489.9009,3.17,128852,0.633,3
241,299.1911099,-0.038733330999999996,0.088533328,231660.2959,3.18,125106,0.633,1
242,299.1911099,-0.16599999,0.038733330999999996,289523.1781,1.287,20994,1.821,1
243,444.3064931,-0.038733330999999996,0.088533328,166685.1266,0.0,73830,0.7709999999999999,3
244,251.18909700000003,-0.005533333,0.24899998499999998,432262.7758,0.802,14490,2.548,1
245,532.4191237,-0.049799997,0.14386665799999998,664286.2660000001,7.109,229900,0.426,1
246,532.4191237,-0.193666655,0.12173332599999999,776834.33,0.0,20494,2.108,1
247,450.28213669999997,-0.022133332,0.094066661,119827.0997,2.38,63206,0.777,3
248,800.5210668,-0.049799997,0.07746666199999999,343364.0667,3.64,210745,0.557,1
249,800.5210668,-0.199199988,0.06639999599999999,462960.0526,0.0,17548,2.069,1
250,1221.963647,-0.060866662999999994,0.16046665699999998,943260.7056,5.845,225054,0.473,1
251,1221.963647,-0.204733321,0.07193332899999999,1015610.5279999999,2.3890000000000002,38505,1.9069999999999998,1
252,757.6518277000001,-0.027666665,0.60866663,833610.4806,1.578,7843,1.452,1
253,757.6518277000001,-0.14386665799999998,0.204733321,600405.8768,2.417,42897,0.637,1
254,757.6518277000001,-0.26559998399999996,0.16599999,681827.7284,1.765,22232,0.9109999999999999,1
255,757.6518277000001,-0.40393330899999996,0.23239998599999998,833610.4806,1.722,8557,1.331,1
256,361.3325619,-0.033199997999999994,0.05533333,123368.2965,2.495,130269,0.669,3
257,997.5860868999999,-0.038733330999999996,0.094066661,241793.2056,3.1660000000000004,128207,0.5920000000000001,1
258,997.5860868999999,-0.15493332399999998,0.044266664,293575.4355,0.0,24589,1.665,1
259,355.2987892,-0.005533333,0.210266654,195427.6252,0.6509999999999999,20369,1.14,3
260,355.2987892,-0.011066666,0.16599999,147173.8743,0.855,31358,0.828,3
261,355.2987892,-0.005533333,0.15493332399999998,120854.5544,0.9359999999999999,35235,0.737,3
262,725.6188042,-0.049799997,0.11066666,139417.4583,2.094,41361,0.7240000000000001,3
263,540.5303047,-0.027666665,0.07746666199999999,102553.3376,2.032,76120,0.674,3
264,446.390679,-0.038733330999999996,0.06639999599999999,113939.8997,3.05,87381,0.653,3
265,446.390679,-0.038733330999999996,0.082999995,120140.1448,2.3209999999999997,66470,0.675,3
266,731.6224843,-0.016599998999999997,0.088533328,577107.6445,0.987,335065,0.862,3
267,320.204923,-0.049799997,0.094066661,862100.7077,3.6489999999999996,425099,0.542,1
268,320.204923,-0.177066656,0.099599994,1125049.34,1.87,47098,1.7269999999999999,1
269,320.204923,-0.293266649,0.199199988,1340779.764,2.244,14151,2.162,1
270,564.4376003,-0.049799997,0.06639999599999999,517911.8727,3.3560000000000003,388446,0.546,1
271,564.4376003,-0.16599999,0.13279999199999998,761186.7492,2.505,27926,1.689,1
272,564.4376003,-0.29879998199999996,0.011066666,767841.8759,0.0,11052,4.004,1
273,449.31059639999995,-0.099599994,0.038733330999999996,120038.3064,1.4369999999999998,32320,1.074,1
274,579.5368846,-0.005533333,0.23793331899999998,229942.4611,1.008,18335,1.171,2
275,359.3147949,-0.049799997,0.07746666199999999,532498.6966,3.886,330370,0.551,1
276,359.3147949,-0.182599989,0.15493332399999998,745692.9745,1.6769999999999998,20586,1.7590000000000001,1
277,636.5528413,-0.044266664,0.088533328,108402.4547,2.161,49578,0.6859999999999999,3
278,469.3334648,-0.022133332,0.40393330899999996,675487.8464,1.531,11061,1.861,1
279,469.3334648,-0.13833332499999998,0.16046665699999998,566557.4484,2.344,54344,0.6459999999999999,1
280,469.3334648,-0.254533318,0.11619999299999999,639322.5164,2.8,28274,0.91,1
281,469.3334648,-0.38733331,0.038733330999999996,675487.8464,1.217,8788,2.343,1
282,413.21005660000003,-0.05533333,0.11066666,429047.0322,5.895,173940,0.495,1
283,413.21005660000003,-0.177066656,0.005533333,442176.1722,1.3659999999999999,26822,2.736,1
284,474.3537329,-0.038733330999999996,0.13279999199999998,202850.2671,0.0,54323,0.7020000000000001,1
285,981.5949717,-0.033199997999999994,0.082999995,296026.1147,3.734,208590,0.5820000000000001,1
286,981.5949717,-0.15493332399999998,0.044266664,371905.6653,0.0,27611,1.8780000000000001,1
287,294.2067845,-0.033199997999999994,0.12173332599999999,186364.1442,3.884,78200,0.5489999999999999,1
288,337.20132,-0.016599998999999997,0.094066661,103778.9909,0.0,53605,0.875,3
289,634.4430323,-0.022133332,0.13279999199999998,127996.6089,1.8330000000000002,35647,0.828,3
290,625.6228912,-0.07746666199999999,0.14939999099999998,2003563.1430000002,2.778,360171,0.598,1
291,625.6228912,-0.210266654,0.14386665799999998,2521944.174,2.1630000000000003,93668,1.188,1
292,625.6228912,-0.326466647,0.304333315,3143602.3039999995,3.112,29124,1.501,1
293,625.6228912,-0.5533332999999999,0.11619999299999999,3176283.5960000004,2.285,17199,2.28,1
294,625.6228912,-0.686133292,0.049799997,3230252.776,0.0,6528,5.055,1
295,301.1843091,-0.033199997999999994,0.127266659,141132.9767,0.478,37674,0.805,2
296,536.3521053999999,-0.033199997999999994,0.11066666,305356.865,4.05,150487,0.542,1
297,536.3521053999999,-0.14939999099999998,0.11066666,394178.0428,1.7269999999999999,20554,1.569,1
298,415.28123910000005,-0.049799997,0.094066661,235072.6368,1.296,79001,0.795,2
299,415.28123910000005,-0.033199997999999994,0.12173332599999999,190808.7136,0.8190000000000001,56603,0.777,2
300,278.1954677,-0.038733330999999996,0.088533328,196971.9569,4.933,116425,0.578,3
301,465.2773603999999,-0.038733330999999996,0.05533333,123942.3389,2.414,121573,0.638,1
302,354.2345113,-0.022133332,0.099599994,168657.6278,1.002,64953,0.97,3
303,313.1497845,-0.049799997,0.06639999599999999,177961.6325,2.416,112604,0.648,1
304,313.1497845,-0.16599999,0.05533333,255222.9513,1.328,18467,1.561,1
305,313.0621165,-0.049799997,0.14939999099999998,491036.9009,9.757,146947,0.466,1
306,532.4404205,-0.05533333,0.082999995,396607.3464,2.842,187158,0.613,1
307,532.4404205,-0.171533323,0.094066661,559351.755,1.804,33941,1.2930000000000001,1
