,mz,peak width in min,half intensity width in min,left width,right width,assymetric factor,integration,sn,hw,ab,peak height,ma,mb,broad rate,skewness,variance,label
2620,370.3832915702996,0.243466652,0.2276662886960439,0.17153332300000002,0.07193332899999999,0.4193548387096774,617612.798055013,0.0,48737.0,1.183,11865.7509765625,35691.71963007035,96562.55720845105,132254.27683852141,2.705461048368678,0.0025080387402025644,1
2621,608.3853419239849,0.14939999099999998,0.1350877421262375,0.033199997999999994,0.116199993,3.5,273312.1194661459,0.0,95673.0,0.708,14293.6171875,280996.0384066871,65176.0541814071,346172.09258809424,0.2319465233423592,0.002108877296938782,1
2622,309.22278436312763,0.44266664,0.4434208684153917,0.0055333330000000005,0.437133307,79.0,1750470.9106852212,0.0,14787.0,3.343,6545.5634765625,1182933.2296759477,7427.0975382861425,1190360.3272142338,0.006278543329381928,1.9293862509901723e-05,1
2623,309.22278436312763,0.403933309,0.26944091666056386,0.121733326,0.282199983,2.3181818181818183,1710720.5468749998,5.07,81625.0,0.711,32970.87109375,293079.3327586713,77326.75829557223,370406.0910542436,0.2638424127955995,0.014027064449501749,1
2624,309.22278436312763,0.44266664,0.4435213631014133,0.403933309,0.038733331,0.0958904109589041,1750470.9106852212,0.0,16757.0,2.95,7417.70556640625,9253.670720289314,86810.89529816259,96064.56601845194,9.381238853444797,0.007271809473006734,1
2625,457.29750591616636,0.182599989,0.18073238692051388,0.044266664000000004,0.13833332499999998,3.125,826716.4889322915,2.102,191215.0,0.7170000000000001,34915.8828125,472248.6682389532,121434.13182993155,593682.8000688847,0.2571402314013241,0.0032113414340093423,1
2626,385.1749356588958,0.182599989,0.18232106480839733,0.016599998999999997,0.16599999,10.0,205179.23876953125,1.0290000000000001,32693.0,1.042,5969.73388671875,224381.88060577048,17660.007171047913,242041.8877768184,0.07870513930701831,0.000358910182807321,3
2627,381.29669984565635,0.586533298,0.515926364071835,0.044266664000000004,0.542266634,12.25,14739521.040690105,3.945,45238.0,5.2410000000000005,26533.412109375,514088.48656383576,27068.27612836081,541156.7626921965,0.05265295145838608,0.0022035309374370928,1
2628,381.29669984565635,0.365199978,0.1696921167854416,0.22133332,0.14386665799999998,0.6499999999999999,11839034.064453125,2.233,1266819.0,0.38799999999999996,462642.28125,8330402.395735005,1629896.5973410048,9960298.99307601,0.19565640648709576,0.006203941146099226,1
2629,381.29669984565635,0.420533308,0.2270977228057639,0.33753331299999995,0.082999995,0.24590163934426226,13579460.348958332,3.056,691354.0,0.615,290737.34375,960415.8073551807,1919373.0261709918,2879788.8335261727,1.9984812947390085,0.006972175364162274,1
2630,381.29669984565635,0.586533298,0.5258365030604063,0.503533303,0.082999995,0.16483516483516486,14739521.040690105,3.49,40027.0,5.922999999999999,23477.447265625,24038.72870355628,312940.60716108425,336979.3358646405,13.018184572913293,0.013125566110633152,1
2631,432.2375424414889,0.215799987,0.17862569238370754,0.08853332800000001,0.127266659,1.4375000000000002,2432369.407552084,2.273,453254.0,0.638,97812.1875,936761.9069656443,386859.934292138,1323621.8412577824,0.4129757320568823,0.002981980392889578,1
2632,432.2375424414889,0.392866643,0.2844556258384616,0.215799987,0.17706665600000002,0.8205128205128205,3246159.466796875,6.888999999999999,121431.0,0.958,47706.34375,122916.75759379887,263874.0039206006,386790.7615143994,2.1467699692552986,0.007702236932042888,1
2633,432.2375424414889,0.420533308,0.4213524831826369,0.392866643,0.027666665,0.07042253521126761,3282088.3622233067,0.0,18452.0,5.565,7759.88037109375,9958.976294566208,122163.54509865865,132122.52139322483,12.266676964108573,0.006496153058999281,1
2634,724.5313071909708,0.11066666,0.11165643301769708,0.016599998999999997,0.094066661,5.666666666666668,895342.9189453125,0.894,520554.0,0.777,57607.9296875,2138875.220262381,293350.59014449443,2432225.810406876,0.13715180173460909,0.0005706770356103694,3
2635,348.3123453634249,0.20473332100000002,0.16505144669022567,0.049799997,0.15493332399999998,3.1111111111111107,6265438.416015625,1.7180000000000002,1010969.0,0.818,206979.09375,6758619.490630843,691131.8909099472,7449751.38154079,0.10225932853122316,0.004036223514392722,1
2636,348.3123453634249,0.26006665100000004,0.2211076688577856,0.182599989,0.07746666199999999,0.4242424242424242,7231160.897786457,2.545,635496.0,0.9309999999999999,165271.328125,544126.7180086647,1193480.0491450059,1737606.767153671,2.1933862272243747,0.0028674326413576537,1
2637,348.3123453634249,0.365199978,0.3134255039275431,0.304333315,0.060866663,0.2,7872447.168579102,4.753,104644.0,3.1210000000000004,38215.8125,65786.78281949216,831738.680664873,897525.4634843651,12.642945057018881,0.0051613054798812594,1
2638,283.1519738738675,0.226866653,0.14707517127791764,0.060866663,0.16599999,2.7272727272727275,1033022.767252604,3.263,180610.0,0.615,40974.40625,563958.9808865022,184989.87286348364,748948.8537499858,0.328020085029399,0.004804942417602123,1
2639,283.1519738738675,0.309866648,0.28752500639340794,0.22133332,0.08853332800000001,0.4,1169833.996500651,0.0,44948.0,1.5,13927.7373046875,32248.480078356533,97286.66391125963,129535.14398961615,3.0167829204624517,0.004030575610973438,1
2640,1342.907920585775,0.248999985,0.14464113410362175,0.06639999599999999,0.182599989,2.7500000000000004,2999666.5351562495,3.798,475857.0,0.563,118488.46875,1769459.2141695041,532965.5919122589,2302424.806081763,0.30120252992799623,0.005806559671279082,1
2641,1342.907920585775,0.381799977,0.2522625546082032,0.188133322,0.193666655,1.0294117647058825,3425451.0258789062,0.0,146591.0,0.887,55968.29296875,168027.94922124312,326467.7098337997,494495.6590550429,1.9429369420199156,0.007926075386041833,1
2642,324.2325658495797,0.127266659,0.12768375134139354,0.0055333330000000005,0.121733326,22.0,142564.11474609375,1.196,50322.0,0.968,6404.3076171875,1157405.0607811785,25634.23420150658,1183039.294982685,0.022148023254887985,2.544762487984195e-05,3
2643,259.279213444103,0.282199983,0.12705763935973238,0.11066666,0.17153332300000002,1.5499999999999998,1685393.5558268228,0.0,260182.0,0.45,73423.484375,1067003.1504831705,396235.8657533259,1463239.0162364962,0.3713539792023094,0.005324915727059811,1
2644,259.279213444103,0.17706665600000002,0.11814866302325107,0.044266664000000004,0.13279999199999998,3.0,420059.0967610676,0.0,122830.0,0.604,21749.078125,369365.6572618439,122588.66419169311,491954.32145353704,0.3318897189859473,0.003007155252927521,1
2645,425.30885688700965,0.16046665699999998,0.16146056150887375,0.016599998999999997,0.14386665799999998,8.666666666666666,206756.43050130212,0.0,56442.0,0.787,9057.107421875,352528.6849102923,30471.7861509607,383000.471061253,0.08643774948048505,0.0004032018916960715,1
2646,433.2761375872435,0.16046665699999998,0.1236370920619706,0.060866663,0.099599994,1.6363636363636365,302583.8992513021,0.0,93659.0,0.6940000000000001,15029.0771484375,173343.21075472768,93596.59174568334,266939.80250041105,0.5399495679015546,0.0017785313859627453,1
2647,199.0409959033299,0.099599994,0.10115555979170032,0.0055333330000000005,0.094066661,17.0,111800.0672607422,0.894,88749.0,0.703,8839.3701171875,1597476.623436092,44920.56888464439,1642397.1923207364,0.02811970342828711,2.848606675970445e-05,3
2648,345.191660813077,0.232399986,0.14017515232489086,0.038733331,0.193666655,5.0,578814.9468994141,0.0,99428.0,0.596,23107.080078125,519089.31044810655,97979.58803545119,617068.8984835579,0.1887528524732474,0.0033033488374801328,1
2649,463.2995939176778,0.232399986,0.2160648031355697,0.06639999599999999,0.16599999,2.5,662882.4611409504,2.147,92822.0,0.732,21571.91015625,206648.885064629,65820.11013053641,272468.9951951654,0.3185118086165881,0.0048439240800717655,1
2650,463.2995939176778,0.282199983,0.2491895111079608,0.182599989,0.099599994,0.5454545454545454,734112.905924479,3.21,57212.0,0.892,16145.2109375,46724.732782251725,105634.61062586127,152359.34340811305,2.2607857623957632,0.003548402668072824,1
2651,319.1883500982826,0.13279999199999998,0.13248144906970813,0.011066666000000001,0.121733326,11.0,142021.61669921875,0.875,40945.0,1.088,5437.45751953125,331241.1872668813,21876.93548285989,353118.1227497412,0.0660453359178236,0.0001484573116083309,3
2652,1018.695491596932,0.193666655,0.13517698917497534,0.044266664000000004,0.14939999099999998,3.375,464401.7556966146,0.0,108291.0,0.633,20972.283203125,304995.1258600915,104033.67458287977,409028.8004429712,0.3410994660636068,0.003585112355902864,1
2653,520.3239479247715,0.199199988,0.12258770110090032,0.049799997,0.14939999099999998,3.0,749368.6320800781,0.0,172296.0,0.606,34321.4296875,612322.4100104725,181475.64588446406,793798.0558949366,0.2963726999332921,0.003805930866986393,1
2654,315.9997961584246,0.13279999199999998,0.10620482337597004,0.033199997999999994,0.099599994,3.0000000000000004,287492.94091796875,2.569,134007.0,0.6729999999999999,17796.158203125,407399.3978715393,105472.89787216877,512872.295743708,0.2588931118288652,0.00169152482977173,1
2655,315.9997961584246,0.16046665699999998,0.16085566509978586,0.14939999099999998,0.011066666000000001,0.07407407407407407,319762.5636393229,0.0,34665.0,1.982,5562.599609375,18940.55748226833,198493.3298928453,217433.88737511367,10.479803990915775,0.0009472403581247727,1
2656,458.3229799221858,0.16599999,0.16663883377546534,0.016599998999999997,0.14939999099999998,9.0,172452.3661295573,1.234,39908.0,0.868,6624.8017578125,243542.1231894702,21644.31772345129,265186.4409129215,0.08887299428942116,0.0003906767896333696,3
2657,1235.850026961353,0.271133317,0.15881673492398965,0.05533333,0.215799987,3.9,1029452.942220052,0.0,139678.0,0.555,37871.3359375,552059.0241041454,152073.37348740918,704132.3975915546,0.27546578689513584,0.006479543815614245,1
2658,338.3159437673243,0.15493332399999998,0.1547610345940167,0.0055333330000000005,0.14939999099999998,27.0,166675.36975097653,0.841,38841.0,0.9890000000000001,6017.734375,1087542.422442315,19795.912343534037,1107338.3347858486,0.0182024277260633,2.3698482273467603e-05,3
2659,726.5918594919513,0.287733316,0.1569061876799938,0.060866663,0.226866653,3.727272727272727,2511229.4500732417,0.0,319243.0,0.526,91856.96875,1163732.8372934887,391081.52272763476,1554814.3600211234,0.3360578220317123,0.0075625763777006,1
2660,239.1251711679713,0.15493332399999998,0.15469427805186606,0.0055333330000000005,0.14939999099999998,27.0,443023.9733886718,0.871,75214.0,1.358,11653.0859375,2105979.513161417,38350.78370043944,2144330.296861856,0.01821042581884792,2.3698482273467603e-05,2
2661,625.6354843198652,0.398399976,0.3680633577753696,0.049799997,0.348599979,7.0,1762835.878621419,2.086,72144.0,0.852,28742.138671875,648778.421909935,41545.40199824331,690323.8239081783,0.06403634984643608,0.0043621871290276636,1
2662,625.6354843198652,0.376266644,0.34332244449371596,0.188133322,0.188133322,1.0,1702561.0588785806,2.066,82479.0,0.807,31034.111328125,97469.47624729927,84275.34324912804,181744.8194964273,0.8646331804975016,0.00760591959745475,1
2663,625.6354843198652,0.475866638,0.459213813605461,0.315399981,0.16046665699999998,0.5087719298245613,1927981.2043050127,2.109,39626.0,1.189,18856.775390625,31293.869661742257,59700.40881599628,90994.27847773854,1.9077349481320909,0.009939037092161629,1
2664,625.6354843198652,0.558866633,0.5474599057679663,0.44266664,0.116199993,0.2625,2037547.500488281,2.289,20836.0,1.732,11644.443359375,13311.640715653408,52890.01047696015,66201.65119261356,3.9732149933077583,0.012396742793181191,1
2665,508.9816858081482,0.16046665699999998,0.08413453533435952,0.049799997,0.11066666,2.2222222222222223,1324800.6777343748,7.055,489188.0,0.5820000000000001,78498.3359375,1147145.6434083043,786242.8945038411,1933388.5379121457,0.6853906467951366,0.0021577833526890203,1
2666,158.1897730194864,0.14939999099999998,0.12219794058631757,0.038733331,0.11066666,2.8571428571428577,295875.10595703125,2.8989999999999996,108056.0,0.679,16143.5439453125,298135.9411265133,84855.43351264457,382991.3746391579,0.2846199394545201,0.0021171070620000067,1
2667,158.1897730194864,0.16599999,0.16580205822344246,0.16046665699999998,0.0055333330000000005,0.03448275862068965,313399.6818033854,0.0,33550.0,1.876,5569.21875,17679.828426176256,335495.1256322365,353174.9540584128,18.976152796568535,0.000997768885368188,1
2668,164.0275960996242,0.14939999099999998,0.14946269523600306,0.0055333330000000005,0.14386665799999998,26.0,147467.0849609375,0.925,38736.0,0.9440000000000001,5787.22265625,1045883.6755803421,19725.21923775045,1065608.8948180922,0.01885985956019945,2.3985837955046705e-05,3
2669,164.0275960996242,0.116199993,0.11572934077580732,0.0055333330000000005,0.11066666,20.0,113901.54410807289,0.904,48736.0,0.958,5663.1337890625,1023457.9753400891,25066.393945470474,1048524.3692855594,0.024491864394472145,2.644425846690177e-05,3
