,m/z,rt,peak area
655,416.2209,10.19,520108.41194661456
656,417.2877,16.68,812844.2711181638
657,417.2877,16.81,1157880.4847005208
658,417.2877,16.93,1184438.931640625
659,418.2904,16.67,177844.28202311194
660,418.3071,15.56,130235.76033528644
661,419.3123,17.15,2763135.4072265625
662,419.3123,17.28,2464431.065755208
663,419.3123,17.5,2556483.016927083
664,419.3123,17.63,2740378.055826823
665,420.3198,17.22,663628.1335042317
666,420.976,0.67,133454.29484049478
667,421.2455,7.15,881051.4107259114
668,421.2455,7.26,1118303.4779459634
669,421.3129,15.82,625777.8689778646
670,421.3129,15.94,482443.37792968756
671,421.3129,16.07,625777.8689778646
672,422.2408,7.12,142964.6995442708
673,423.2723,15.53,154595.84305826822
674,424.3573,14.42,197022.97949218747
675,424.3573,14.64,223495.24165852866
676,425.3089,16.47,206756.4305013021
677,429.2912,12.44,1755243.6588541665
678,429.2912,12.6,1849718.7771402993
679,429.2912,12.72,1950888.5328776038
680,430.2883,12.42,398860.38948567706
681,430.3743,16.76,331029.0258789062
682,432.2375,10.1,2432369.4075520835
683,432.2375,10.22,3246159.466796875
684,432.2375,10.4,3282088.362223307
685,432.9989,0.64,3346206.716430664
686,433.2415,10.07,741129.7216796875
687,433.2415,10.19,781506.3421223959
688,433.2761,4.39,302583.89925130206
689,433.3281,17.46,466615.4967447916
690,433.3281,17.58,460774.97949218744
691,433.3281,17.7,466615.4967447916
692,434.0046,0.64,309788.8527018229
693,435.2738,15.53,599125.0305989584
694,435.2738,15.7,610451.4820963542
695,437.1931,10.06,437107.50179036456
696,437.1931,10.18,465907.68261718744
697,438.3839,14.53,601965.8183593749
698,438.3839,14.98,714058.267578125
699,438.3839,15.11,666481.5934244791
700,438.3839,15.24,714058.267578125
701,440.317,8.0,177631.8724365234
702,441.3044,17.24,673593.9550781249
703,441.3044,17.36,628553.5694986978
704,441.3044,17.48,656454.3906656901
705,441.3044,17.6,673593.9550781249
706,442.3294,8.26,148303.9475911458
707,442.3294,8.38,1296960.819986979
708,442.3294,8.55,534369.7473958333
709,442.3294,8.7,155742.13362630206
710,443.3036,12.95,162655.00618489584
711,443.3036,13.07,2510994.3634440107
712,443.3036,13.19,2352193.290283203
713,443.3036,13.37,2364802.183268229
714,443.3036,13.49,2510994.3634440107
715,443.339,8.34,500204.8227132161
716,444.3154,13.17,618633.6421305339
717,444.3154,13.37,654052.3693847656
718,444.3865,16.09,5025006.670166016
719,444.3865,16.5,5115115.885579428
720,444.3865,16.85,150343.83837890625
721,445.3831,16.07,1277259.775065104
722,445.3831,16.19,1341155.2726236978
723,445.3831,16.31,1277259.775065104
724,445.3831,16.43,1341155.2726236978
725,447.347,17.75,450707.72481282544
726,447.347,17.89,439557.52852376294
727,447.347,18.01,450707.72481282544
728,449.2837,6.68,435274.8102213541
729,449.2837,6.8,446101.1870117187
730,449.3376,16.7,3823309.222005208
731,449.3376,16.97,4131125.3428548174
732,449.3376,17.09,4207852.852132161
