,m/z,rt,peak area
168,256.9663,0.62,630835.4912109375
169,256.9663,0.73,593360.8295491536
170,256.9663,21.07,1492905.5681152344
171,257.2337,7.07,1419679.00390625
172,257.2337,7.2,1778852.6808268232
173,257.2337,7.35,1782935.5449625652
174,257.3057,5.75,935175.6972656249
175,257.3057,5.87,1207573.2357584634
176,258.0891,4.07,255445.60668945312
177,258.151,9.72,456561.34802246094
178,258.151,9.85,579145.2893066406
179,258.275,5.07,1012150.3753255208
180,259.279,4.71,1390417.3828124998
181,259.279,5.04,323478.467203776
182,262.2097,4.45,759676.6409505208
183,262.2097,4.57,741078.8210449218
184,262.2097,4.69,759676.6409505208
185,262.987,0.64,1783382.8932291665
186,267.0041,0.69,146742.7962239583
187,267.1751,11.93,283704.5909830729
188,267.1751,12.05,294487.46289062494
189,267.2713,16.41,638718.2902018229
190,267.2713,16.54,635795.4109293618
191,272.2345,12.17,207628.2784016927
192,272.2563,4.69,1415475.5545247395
193,273.1726,5.1,452293.84924316406
194,273.26,4.77,198195.64632161456
195,274.1029,5.83,6080449.078613281
196,274.2784,9.95,701512.1976318359
197,274.2784,10.07,832310.6526692709
198,274.2784,10.19,853830.6655680338
199,275.1025,5.82,792030.5052083333
200,275.1025,5.97,921762.1617838541
201,275.1575,4.53,161980.98421223956
202,276.1056,5.86,134439.62284342447
203,276.2492,5.48,2606675.3948567705
204,276.2603,5.77,304219.9856770833
205,276.2603,5.89,464225.48665364576
206,277.1901,11.06,143467.3986002604
207,277.2455,5.6,388195.5317789713
208,278.2454,5.6,631621.3002115885
209,278.2454,5.76,864100.0674235026
210,279.1037,10.5,464969.93534342444
211,279.1037,10.63,519326.5949707031
212,279.1595,11.84,7428344.858154297
213,279.1595,12.02,7003347.825520833
214,279.1595,12.17,7970454.479410807
215,279.1595,12.29,8252961.510742186
216,279.1595,12.42,8492530.14501953
217,280.1663,11.84,1238558.9593098958
218,280.1663,11.98,1291993.862589518
219,280.1663,12.19,1324942.053059896
220,280.2671,14.75,683323.6604817708
221,280.2671,14.88,658981.9160156249
222,280.2671,15.01,683323.6604817708
223,281.2442,13.73,836066.8385416666
224,281.2442,13.86,875261.3971354166
225,282.0102,0.61,130994.65877278644
226,283.1744,3.62,280908.57360839844
227,283.265,13.93,458779.97298177076
228,283.265,14.05,429759.1810709635
229,283.265,14.16,458779.97298177076
230,283.2764,15.66,180909.0198567708
231,284.1729,8.19,385085.6941731771
232,284.298,16.12,1575883.3881835938
233,284.298,16.27,1853140.5366210938
234,284.298,16.43,1877938.7431640625
235,285.3005,16.11,286287.7071940104
236,286.2492,8.05,809751.3717447916
237,286.2492,8.19,718791.7762451172
238,286.2492,8.32,809751.3717447916
239,288.1216,6.05,3531504.5133463535
240,288.2484,12.39,188848.9542643229
241,288.2945,4.77,396627.45414225257
242,289.126,6.08,270127.2682291666
243,289.126,6.22,329087.97167968744
244,289.1723,9.72,177587.87915039062
245,290.1803,9.74,5472436.139078776
246,290.1803,9.98,5755652.62117513
247,290.1803,10.11,5894348.326334635
248,291.1802,9.73,851275.5680338542
249,291.1802,9.86,946585.1952718098
250,291.1919,10.97,285170.0052083334
251,292.1719,9.72,1024802.9537760415
252,292.1719,9.95,177718.1924641927
253,292.242,4.93,124803.64676920572
254,293.1787,9.69,345910.38643391925
255,293.1904,6.28,173299.98335774738
256,293.2139,12.13,619285.6497395833
257,293.2139,12.4,138085.49886067706
258,293.2139,12.52,150073.99796549478
259,294.2125,10.46,372239.24544270826
260,295.9594,0.71,109611.87581380208
261,296.2199,10.9,1204494.6329752603
262,296.2199,11.02,1001995.6779378254
263,296.2199,11.14,1204494.6329752603
264,296.2199,11.27,1249655.236328125
265,297.9906,21.06,257482.57845052084
266,297.9906,21.17,297800.8069661459
267,298.3484,8.34,364426.4446614583
268,298.3484,8.46,382989.53845214844
269,299.2568,13.74,1405215.1573486328
270,299.2568,13.87,1418015.1119791665
271,299.2568,14.0,1595231.0533854167
272,299.2568,14.11,1870747.027018229
273,300.2039,3.63,908876.6461181638
274,301.142,11.84,774883.0531819662
275,301.142,12.02,735171.4543050131
276,301.142,12.13,792597.4041341146
277,301.2142,15.94,311754.5100911458
278,302.2401,7.74,271600.1203613281
279,302.2401,7.86,371099.27071126294
280,302.3005,12.05,197642.5935872396
281,303.2573,14.27,203552.08300781247
282,305.2165,6.32,1143573.0025227864
283,305.2165,6.49,1262207.771525065
284,306.2193,6.3,161087.2109375
285,307.1884,4.8,155761.9534505208
286,308.2963,15.74,1183039.5815022786
287,308.2963,15.86,1511035.0486653645
288,309.2102,10.55,550422.9480387368
289,309.2102,10.66,621643.4907226562
290,309.2102,10.78,668914.359375
291,309.2226,5.94,1659670.0134684243
292,309.2226,6.09,1483626.5981852212
293,309.2226,6.28,1631782.6730143228
294,309.2226,6.4,1659670.0134684243
295,309.2968,15.73,222306.01212565103
296,310.226,6.09,355438.9593098959
297,310.2384,12.76,452936.05196126294
298,310.2384,12.9,514309.25061035156
299,310.3129,16.36,773844.5983072916
300,310.3129,16.5,823252.3472493489
301,312.1679,9.74,193726.0950927734
302,312.3302,17.0,1582881.1583658853
303,312.3302,17.14,1687193.6752115884
304,313.1433,11.94,600746.8883463541
305,313.1433,12.07,642043.9716389973
306,313.3313,17.01,270974.55908203125
307,313.3313,17.13,282450.48030598956
308,314.2727,15.51,197886.85648600257
309,314.2727,15.63,195963.76692708334
310,315.1286,9.6,159459.81689453125
311,315.1917,4.49,106777.99202473958
312,315.9996,21.06,324780.08675130206
313,315.9996,21.18,349352.2241617838
314,316.1386,4.08,669756.7683105469
315,318.2702,8.06,1261047.9166259766
316,318.2702,8.24,1379730.2697753906
317,318.2702,8.36,1415583.2314453125
318,319.1881,4.13,254047.37447102863
319,319.2775,8.09,127741.83487955728
320,320.2111,13.41,274846.38903808594
321,321.2374,13.69,686798.099609375
322,322.2928,13.77,226777.34667968747
323,322.9897,0.62,376036.7189534505
324,322.9897,0.75,479074.8709309895
325,325.2325,14.27,619029.3142903645
326,325.2325,14.42,663790.1066080729
327,326.2488,6.03,609132.1232096354
328,326.2488,6.16,604380.6993815104
329,326.2488,6.29,609132.1232096354
330,327.2028,3.93,209145.5852864583
331,329.2772,12.19,2661037.7279459634
332,329.2772,12.31,2277231.4104817705
333,329.2772,12.42,2661037.7279459634
334,329.2772,12.55,2759918.3147786455
335,329.2772,12.67,2947493.6424153643
336,330.2797,12.16,395669.513671875
337,330.3326,13.64,285695.0773111979
338,331.2058,6.03,623170.782877604
339,331.2058,6.15,563501.4651692708
340,331.2058,6.28,623170.782877604
341,331.2853,15.29,573319.3260091146
342,331.2853,15.41,16713452.378336588
343,331.2853,15.52,12457071.134440104
344,331.2853,15.65,15457497.577799479
345,331.2853,15.78,16608621.503743488
346,332.1477,9.62,131092.59936523438
347,332.2939,15.5,2477776.744140625
348,332.2939,15.62,2765630.61324056
349,332.2939,15.74,3169939.8810221353
350,332.3338,12.82,210080.0685628255
351,333.2923,15.5,348416.1604817708
352,333.2923,15.62,385154.24169921875
353,334.307,17.0,139688.50553385416
354,335.2309,10.46,669831.1124674479
355,335.2309,10.59,711259.8416341146
356,335.2309,10.71,734916.9049479166
357,337.2079,11.84,340098.5546875
358,337.2079,12.03,1800028.959065755
359,337.2079,12.16,1887920.0882161455
360,337.2079,12.29,1971040.5266927085
361,338.221,12.01,208007.31819661456
362,338.3157,14.78,303387.3435872396
363,338.3428,17.15,5911378.018351236
364,338.3428,17.43,5996273.9026692705
365,338.3428,17.56,6167669.336588541
366,338.9659,0.66,762687.5028076172
367,338.9659,21.05,128030.69514973956
368,339.1015,4.85,107862.19498697916
369,339.3457,17.14,1133087.7958984373
370,339.3457,17.31,1320552.6362304688
371,341.3059,16.27,530835.3912760416
372,341.3059,16.38,2075686.207845052
373,341.3059,16.51,1811114.2365722656
374,341.3059,16.63,2075686.207845052
375,342.3451,16.1,828882.0798746743
376,343.1539,11.52,1291273.2491861978
377,343.1539,11.64,1107465.1269124348
378,343.1539,11.77,1230802.6824137368
379,343.1539,11.9,1295535.9155273438
380,344.1574,11.59,138313.7638346354
381,344.2262,3.92,1662032.5444335935
382,344.9844,0.64,1579211.6419270833
383,345.2328,3.96,152445.26029459634
384,348.2285,9.74,3422662.42578125
385,348.2285,9.87,4029150.3857421875
386,348.2285,10.07,4031537.5167643228
387,348.3121,15.48,12194829.288411457
388,348.3121,15.65,12467045.277994791
389,348.3121,15.78,14090373.658121742
390,349.2328,9.7,814727.0693359374
391,349.2328,9.82,761958.9694010416
392,349.2328,9.94,870272.5052083333
393,349.3167,15.51,2205792.068074544
394,349.3167,15.63,2522256.324869791
395,349.3167,15.74,2840223.496419271
396,350.226,9.73,1113772.3137613933
397,350.226,9.85,1202094.9244791665
398,350.226,9.96,1317105.47265625
399,350.9974,0.68,201971.15185546872
400,351.2361,9.73,304336.0793457031
401,353.265,15.26,28104888.17740885
402,353.265,15.38,27948617.691406246
403,353.265,15.52,22732507.520182285
404,353.265,15.65,27948617.691406246
405,353.265,15.89,28177163.76074219
406,354.2414,6.84,160427.23437499997
407,354.2697,15.3,232556.6246744792
408,354.2697,15.51,4359753.234375
409,354.2697,15.63,5204551.461588541
410,354.2697,15.76,5365728.489257812
411,354.2839,10.79,253602.97115071613
412,354.3122,12.15,1128532.7290445962
413,354.3122,12.4,1095390.2986246743
414,354.3122,12.55,1125061.3383789062
415,354.3122,12.66,1128532.7290445962
416,355.2773,15.51,640924.9593098959
417,355.2773,15.63,700955.223470052
418,355.2773,15.76,761833.2456054685
419,357.2866,15.5,281493.77384440106
420,357.3152,13.74,2395045.4058430986
421,357.3152,13.86,2498537.350911458
422,357.3152,13.97,2691461.3971354165
423,357.3152,14.09,2888486.10555013
424,357.3152,14.21,3053296.874348958
425,358.3171,13.75,543787.8185221353
426,358.3171,13.9,549285.4407145181
427,359.2068,6.64,179765.51086425778
428,359.3218,16.25,10825482.830078123
429,359.3218,16.44,8772254.087239584
430,359.3218,16.55,9845894.653889975
431,359.3218,16.68,10825482.830078123
432,360.1852,11.58,534715.4381510416
433,360.3148,16.42,2032667.5091145835
434,360.3148,16.58,2070872.6835937502
435,360.3148,16.7,2211213.8649902344
436,360.3293,17.14,663889.4857177734
437,360.3293,17.26,825565.6094970703
438,361.3251,16.44,237936.23795572916
439,361.3251,17.13,101699.24479166666
440,363.3251,13.79,121349.47265624999
441,365.1316,11.61,149605.13769531247
442,365.2193,4.83,660320.5590820312
443,366.3166,13.86,365911.1432291667
444,366.3166,13.98,410257.9701334635
445,366.3459,15.74,1835867.33984375
446,366.3459,15.86,2021720.5097656248
447,366.3459,15.99,2211220.5978190103
448,367.2702,7.18,351329.71553548175
449,368.3589,16.38,400037.69140625
450,368.3589,16.51,601271.555501302
451,368.4179,16.56,136605.8030598958
452,369.244,8.71,388554.4718424479
453,370.383,17.02,1240696.6076660156
454,370.383,17.14,1507445.565307617
455,370.383,17.26,1532528.775105794
456,371.169,13.09,196952.44405110675
457,371.1987,11.94,746998.3580729166
458,371.1987,12.05,799827.2357584635
459,371.1987,12.18,822049.857462565
460,371.3175,16.75,1998639.1505533853
461,371.3175,17.05,2010187.1027018228
462,371.377,16.99,334755.4428304036
463,371.377,17.12,352555.0452473959
464,372.314,16.75,357184.22119140625
465,373.1787,9.62,695150.4937744141
466,373.1787,9.74,754946.2357991536
467,373.1787,9.86,775418.9560546874
468,373.3131,15.5,310542.84749348956
469,373.3131,15.61,316847.5823160807
470,374.3149,15.52,970165.2239583333
471,375.1693,4.84,1242281.0872395835
472,375.2143,5.66,146564.6868489583
473,375.3044,15.51,239028.95882161456
474,376.1761,4.84,291491.6548258463
475,376.2664,14.5,316930.40576171875
476,376.2664,14.62,339465.6316731771
477,376.3416,16.44,9657079.5625
478,376.3416,16.55,10956518.464274088
479,376.3416,16.68,12025781.465494791
480,377.2007,4.82,124241.60827636719
481,377.2157,4.93,304253.1417643229
482,377.3365,14.54,222992.85445149738
483,377.3516,16.44,2185932.6874593096
484,377.3516,16.55,2489780.2447916665
485,377.3516,16.68,2705111.541992187
486,378.3491,16.44,314791.60595703125
487,378.3491,16.55,331293.2452799479
488,379.2582,15.48,403299.0607503255
489,380.3368,13.82,281074.6711425781
490,380.3368,14.61,191795.36153157553
491,381.2202,4.74,612518.0482177734
492,381.2354,5.61,211885.35685221356
493,381.2964,16.25,23430809.287760418
494,381.2964,16.44,18950756.26228841
495,381.2964,16.55,20888295.963134766
496,381.2964,16.68,23281757.436197918
497,382.3043,16.25,5150383.618123371
498,382.3043,16.44,4052289.997762044
499,382.3043,16.56,5152354.74641927
500,382.3043,16.76,5150383.618123371
501,383.2076,10.5,299115.19531249994
502,383.223,4.97,233092.1067708333
503,383.2536,10.25,167121.0244140625
504,383.269,11.22,312893.6686197916
505,383.2996,16.42,664288.2998046875
506,383.2996,16.54,616762.4764404297
507,383.2996,16.66,664288.2998046875
508,384.2975,7.1,1699033.459472656
509,384.2975,7.22,1450571.8895670571
510,384.2975,7.35,1580004.008219401
511,384.2975,7.47,1699033.459472656
512,385.2979,7.21,163790.0799153646
513,388.2528,4.16,1786260.1303710933
514,388.2528,4.37,1817699.7495524087
515,388.346,16.75,318952.5081787109
516,389.248,4.22,142357.6543782552
517,389.248,7.13,599914.9113769531
518,391.2147,4.99,210728.3709309896
519,391.2304,6.67,107443.85725911458
520,391.3556,14.26,1056116.5588378906
521,391.3556,14.4,975242.0578613279
522,391.3556,14.52,938613.8107096353
523,391.3556,14.63,1056116.5588378906
524,391.3556,14.92,194216.73209635416
525,392.2959,16.76,141107.51757812497
526,392.3116,15.5,156835.1369222005
527,393.2071,4.16,139549.8408203125
528,393.2228,4.81,557262.5245768228
529,393.2386,5.66,228936.1662190755
530,393.2386,5.86,192818.4063720703
531,393.2386,6.11,218832.3212890625
532,393.2386,6.42,192826.79378255206
533,393.3015,16.76,730176.1883138021
534,393.3015,16.88,720569.4962158203
535,395.2254,4.77,667620.3206787109
536,395.2413,5.67,131739.9600423177
537,395.3045,16.66,4782973.341145834
538,395.3045,16.82,5797170.6695963545
539,396.3178,16.65,1185549.9412434895
540,396.3178,16.8,1407378.7005208333
541,396.397,17.13,1424868.1022135417
542,396.397,17.28,1605022.4972737632
543,396.397,17.42,1654537.8789876304
544,397.2224,4.79,293716.5924479167
545,397.27,15.29,147419.9358723958
546,397.27,15.5,555333.3616536458
547,397.27,15.65,629230.8572184244
548,397.3177,16.65,149032.29264322916
549,397.3972,17.13,352472.2744140625
550,397.3972,17.24,401673.1214192708
551,398.3361,13.92,1148363.8374023435
552,398.3361,14.04,1000125.1409098307
553,398.3361,14.16,1053231.2972005208
554,398.3361,14.31,1148363.8374023435
555,399.3412,14.0,152357.6066080729
556,399.3731,15.12,344241.52152506507
557,401.3428,16.44,146587.2666015625
558,402.2107,11.51,938095.990234375
559,402.2107,11.62,823866.244954427
560,402.2107,11.74,926375.4443359375
561,402.2107,11.88,938095.990234375
562,402.3394,16.44,755191.2428792317
563,402.3394,16.55,873567.380859375
564,403.3384,16.44,126031.74792480469
565,404.2105,12.73,340023.02376302076
566,404.9874,0.62,386608.2702636719
567,405.2304,4.94,132215.7216796875
568,405.2304,5.08,208599.71386718747
569,405.2466,6.22,104665.5079752604
570,407.2127,4.59,100716.79833984375
571,407.229,4.87,231450.19791666666
572,407.229,5.05,289673.85498046875
573,407.2453,5.85,1266080.5400390625
574,407.2942,16.44,256669.88183593747
575,408.3708,15.56,240522.61869303382
576,409.2211,4.74,149211.40983072916
577,409.2375,5.0,188928.32393391925
578,409.2375,5.55,169104.27408854166
579,409.2539,6.14,181681.7481282552
580,409.2539,6.33,387450.7404378255
581,409.2539,6.7,142014.12858072916
582,409.2539,6.85,119100.96028645833
583,409.3357,17.17,262833.9493815104
584,410.2536,13.84,454425.3020833334
585,410.2536,13.97,589629.544962565
586,410.3521,13.92,336191.41975911456
587,410.3521,14.05,352600.3056640625
588,411.0092,0.64,294150.4012451172
589,411.223,4.85,192904.6897786458
590,411.2394,5.04,112407.63541666666
591,411.2394,5.17,153797.66316731772
592,411.2394,5.58,209671.48368326822
593,411.2394,16.83,112646.31815592447
594,412.2935,8.04,396151.77620442706
595,413.2677,16.67,529885.6446940104
596,413.2677,16.82,524198.3234049479
597,413.2677,16.94,559436.4991861979
598,414.327,11.85,170401.24784342447
599,414.9572,21.07,198116.1505533854
600,415.2062,10.03,1599613.086344401
601,415.2062,10.16,1919315.0162760417
602,415.2062,10.31,1944585.4996744792
603,415.2727,11.48,457896.0099283854
604,416.1873,10.37,506601.37556966144
605,416.1873,10.49,568678.0927734374
606,416.1873,10.96,171264.17838541666
607,416.1873,11.09,197644.39196777344
608,416.2206,10.02,390199.00467936194
609,416.2206,10.14,445650.1404622395
610,416.3538,16.44,103255.35347493489
611,417.2874,16.64,1166029.2755940752
612,417.2874,16.88,1204389.1686197915
613,418.2901,16.66,163716.48966471353
614,419.2281,5.06,163745.03393554688
615,419.312,17.17,1302534.664876302
616,419.312,17.28,1218779.660970052
617,419.312,17.41,1139672.246907552
618,419.312,17.52,1302534.664876302
619,420.3195,17.3,161927.89208984375
620,420.3531,16.44,112649.53649902344
621,420.9757,0.65,697342.7938639323
622,421.2283,4.79,660930.3062744141
623,421.2452,5.57,112178.45345052083
624,421.2452,5.7,183294.16520182288
625,421.2452,5.89,142433.67215983072
626,421.2452,6.19,100194.560546875
627,423.2381,4.99,429392.49479166657
628,423.2381,5.66,107299.16687011719
629,423.2551,6.07,670561.0362548828
630,423.2551,6.66,101465.5625813802
631,423.2551,6.79,182990.12841796875
632,423.272,15.49,234377.35546874997
633,424.3569,14.4,130165.71301269531
634,424.3569,14.62,172895.12581380206
635,425.2405,4.92,168900.9268798828
636,425.2405,5.06,274311.00610351557
637,425.3085,16.44,295181.2659098307
638,425.3085,16.56,306675.2913004557
639,426.2623,6.31,144868.38818359375
640,427.4062,16.18,105674.55891927083
641,429.2909,12.36,1409082.6048177083
642,429.2909,12.49,1307262.541422526
643,429.2909,12.61,1467787.734375
644,429.2909,12.73,1516927.568033854
645,429.3767,16.74,778712.4270833333
646,430.288,12.36,278294.603108724
647,430.374,16.73,331260.5924479166
648,432.2372,10.04,2563446.992716471
649,432.2372,10.19,2771569.4466552734
650,432.2372,10.32,2866554.0325520835
651,433.2412,5.11,150268.21284993488
652,433.2412,10.03,643832.1055908203
653,433.2412,10.16,727496.6868489583
654,433.2585,10.44,396185.5884195963
655,433.2585,10.57,458793.67541503895
656,433.2758,4.37,307562.8146158854
657,435.2386,4.96,356196.46390787757
658,435.2734,15.48,716205.42578125
659,435.2734,15.66,747114.317220052
660,437.1928,10.02,304201.84163411456
661,437.2278,4.35,156609.84737141928
662,437.2278,4.69,379295.7999267578
663,438.3836,14.47,463062.5885416666
664,438.3836,14.97,619959.5944010416
665,438.3836,15.09,503069.7451171875
666,438.3836,15.2,619959.5944010416
667,439.2436,4.88,504198.99910481763
668,439.2436,5.57,254972.5919596354
669,441.3041,17.34,145001.89982096356
670,442.3291,8.29,235000.3098958333
671,442.3291,8.41,1196075.0763346355
672,443.3032,13.11,1646589.8005371094
673,443.3032,13.36,1674436.9765625
674,443.3387,8.34,387140.9763997395
675,444.3151,13.1,365476.4835611978
676,444.3862,16.04,3211827.65234375
677,444.3862,16.45,3331567.32421875
678,444.3862,16.82,166987.28674316403
679,445.3827,16.04,868987.4963378904
680,445.3827,16.23,826106.3752034504
681,445.3827,16.36,868987.4963378904
682,447.3467,17.75,307909.954711914
683,449.3373,16.68,2949564.1731770826
684,449.3373,16.88,3155339.213867187
685,449.3373,17.03,3422449.123657226
686,449.3373,17.14,3469666.163777669
687,450.3449,16.69,710388.8974609375
688,450.3449,16.8,779419.614420573
689,450.3449,16.93,858510.3917643229
690,451.2465,4.95,332782.89961751306
691,453.3632,16.66,6996420.057291666
692,453.3632,16.81,8680029.601888021
693,453.3632,16.93,8699656.633748371
694,454.3617,16.66,1940956.5455729165
695,454.3617,16.79,2403427.4087320957
696,455.3624,16.67,162607.02441406247
697,457.3155,13.77,477761.04964192706
698,458.341,14.12,211292.93115234375
699,463.2993,16.44,834620.9286295573
700,463.2993,16.56,930288.3761393229
701,468.3861,14.43,166638.3917643229
702,468.3861,14.67,103061.720703125
703,470.301,6.51,250678.6966145833
704,470.3386,9.27,289609.0916748047
705,473.2637,10.04,21946314.4152832
706,473.2637,10.43,22048413.44563802
707,473.2637,10.71,585028.5006510416
708,473.2637,10.83,682472.9236653645
709,474.2681,10.04,5365876.8304036455
710,474.2681,10.25,6195690.8487141915
711,474.2681,10.39,6294053.057657877
712,475.2746,10.03,943460.397298177
713,475.2746,10.15,1052550.6164550781
714,475.2746,10.28,1134546.7859700522
715,475.2936,14.89,927777.1926676432
716,475.2936,15.02,1017814.3513997395
717,475.2936,15.14,1054197.8266601562
718,476.3022,4.54,1158934.2976888018
719,476.3022,4.69,1188905.420410156
720,476.3022,14.87,243245.34391276035
721,477.3131,4.52,193641.23291015625
722,478.3834,17.32,813484.1136881509
723,478.3834,17.45,932357.1097005208
724,478.3834,17.58,990189.4206542969
725,482.3994,14.51,286463.00244140625
726,482.3994,15.01,580821.8394775391
727,482.3994,15.14,523106.17333984375
728,482.3994,15.26,580821.8394775391
729,483.3458,17.3,179794.6885579427
730,484.3522,9.86,631466.0538736979
731,484.3522,9.99,607983.8118489583
732,484.3522,10.11,631466.0538736979
733,486.9942,0.63,501530.07430013013
